"original_sentence","transformed_sentence","topic"
"I only use my phone to update my blog and since my browser (and of course my phone) can't works maximally, I hope you could add another ability that I found in website ver.","hope updat found rev add browser cours blog abil phone",0
"And one question again, why there is no justify icon in all WP version?","",0
"On the new one you can't see how many views of all time and it doesn't give you the option to see it.","",0
"Please fix","",0
"and i cant upload media file by this app.","medium file app cant",0
"Please fix the menu button on the top left corner.","menu left corner fix pleas button",0
"App not working on s5.","",0
"Fix it.","",0
"Who cares about cuter icons when your whole system is frozen?!","care cuter system icon",1
"I am always lose my posts updates because the app on my LGG3 Always hang up when I uploading any media , and I get upload failed .","lose fail updat upload app medium hang post",0
"For the past few weeks it is almost impossible to upload photos,  making the app almost useless as that's a huge part of my blog.","blog app photo week",0
"And I can't  find anything to replace it.","",0
"But, unfortunately mobile app doesn't seem to compress any images uploaded through the app.","compr upload app imag",0
"Please fix it people !","",0
"Why couldn't  this be as beautiful  as  your mobile web page.","",0
"Awesome product by dev team and they must be crafted with 5 star badges, ya there is such updation needed like activating wallpaper needs such tym ( hard to set them) .","craft star activ team inund badg set product",0
"Won't  even allow  logins","",0
"Whenever I try to upload any media file it always says that an error occurred.Its worthless app.can't use.","file tri upload occur medium error whenev worthl",0
"Sorry to say, but I cant find xmlrpc on wp 4.1.","",0
"Can't even add my self-hosted site!","host add self site",0
"All I get is an error saying it can't connect to the site.","say error connect site",0
"I've uninstalled and reinstalled a few times and it's just not working","",0
"Can't Login into it - V3.5 , I re installed it again .","",0
"Everything fails.","",0
"Please fix this.","",0
"The new update has some issues.","",0
"Sharing pics to Media, does not work either.","",0
"This app doesn't show my posts n pages.","",0
"I can't get to the menu.","",0
"The setting do not work.","",0
"If there's a WYSIWYG editor I couldn't find it.","",0
"I like the app but the stats don't update correctly.","",0
"I also tried to edit my post but it didn't go through until I logged onto my laptop.","laptop tri post log edit",0
"After your 3.5 update I have not been able to use this app.","",0
"I wish I could change my score,  and I will as soon as my samsung galaxy note is able to use this app again.","score wish note amsun app chang galaxi",0
"Since the latest update I can't pull down to refresh the Posts page.","page post pull refresh updat",0
"Please fix!","",0
"It does posting easy when you're away from PC, well loading times should be decreased and it has some issues uploading media files every single post i did has problems adding img files, all the photos that are uploaded gets to the starting point of the post and the we have to manually adjust the html code and editor can have features that are available in full WordPress of course and make editor better, new material approach is amazing, slide out bar can be little bit more ""less crowdy""","bar upload slide cours code file photo start materi time decreas pre adjust post load editor word medium approach featur easi issu",0
"Since the update the app no longer works, and is extremely frustrating","",0
"can't pull my posts can't pull my pages can't post on blog.","page pull post blog",0
"The developers, QA engineers and PM should be hang in public.","",0
"Please fix so I can love it again!","",0
"U need to update the layout of app like the new dashboard.","layout dashboard app updat",0
"This app works well for what I need it for.","",0
"When I try to upload a photo to a post it breaks the post and doesn't display the photo, only the HTML markup.","display break tri upload photo markup post",0
"If i could define a photo resize for uploaded photos, 5 stars.","star defin resiz photo",0
"I can't do much now with the new update.","",0
"Can't see 'stats' etc.","",0
"Please fix it asap.","",0
"I can't understand why is this so hard?","",0
"Cannot edit my posts.","",0
"Please make an option on changing our url.","",0
"Can't view stats, pages, etc.","page etc stat view",0
"Won't even let me log in, says that it can't log me in.","",0
"Pretty good, needs better settings rendering","",0
"It needs a complete makeover","",0
"Initially it couldn't upload articles and then when I signed out to see if that helped, I couldn't sign back in.","upload sign articl help",0
"Could you make it possible to set a featured image via the app please?","",0
"It is perfect for someone who needs to edit thi gs on the go.","",0
"Hello, next update i hope you can add featured image options, So i can update my post everywhere without my laptop.","hope updat add hello laptop option post imag",0
"I can access my blog but can't upload any post due to the above mentioned error.sorry.","mention error post sorri blog acc",0
"I am totally unable to log in.i reset my password but it wont accept new one.hopeless.this happened months ago also.not happy.wanna blog","wont reset log month wanna blog hopel password happen",0
"I can't even get it to open now!","",0
"I'm unable to connect on my both devices.","",0
"You can create websites in WordPress.","creat pre word websit",0
"We can't login since Christmas or sth like that.","",0
"Then when you go back into the app to see what is going on it deletes the post you were trying to upload and you are left with only the title and the knowledge that you have entirely wasted your time and need to write the whole thing and locate all the media files again.","knowledg left wast locat file tri upload app titl medium post delet write time",0
"fix errors","",0
"It's great for me to ******* (can't tell, its a secret) every once in a while.","",0
"You can't approve/spam/reply to comments, which is something an app like this should have down in order to be useful on the fly.","comment repli app pam approv fli",0
"I would like to know why I cannot see my blog in the app as it looks on the web browser","browser app look web blog",0
"I cant reply any comment.","",0
"Please fix.","",0
"Sometimes two menus will pop out and then I cant get rid of one.","",0
"The mobile menu lacks the same look and feel of the desktop version.","menu look feel lack desktop version",0
"I cant upload pics aftr i typed some words and i always have to upload first before typing but somtimes even uploading first also fails.","fail upload word type aft cant pica",0
"I love it but I can't add a ""Featured Image"" to a post.","add post love imag",0
"My blog uses that, so please add it to a new update.","",0
"I tried restating my phone and I'm having the same problem.","",0
"The app crashes every time we try to upload a post and forces my phone to restart.","crash tri upload app post restart forc phone time",0
"Please fix, very good concept, though, is very poorly executed.","",0
"Great app for quick updates or edits on your blog when you're away from a computer, but there are a few issues, at least on my samsung galaxy tab pro.","updat amsun app comput edit blog galaxi tab issu",0
"Why I can't sign in my account?","",0
"It keep saying I can't login, btw username and password is correct.","user say password name",0
"Please fix it.","",0
"Was a nice app,  but now i can upload any post,  please fix it","upload app post fix pleas",0
"Sometime, i cant upload my pic in post.","",0
"App is very slowly and i can't upload images, button doesn't work ?!?!","",0
"The editor crashes 2/3 times and the posts either take forever to upload or just fail.","crash fail editor upload forev post time",0
"Its good to write blogs you can make the writing bold and italic and underlined i havent tried anything else yet but the writing blog thing is really good I think you should add a thing that says if you've spelt a word wrong if thats possible :-)","tri add word bold blog slept write",0
"But its need to more develop about writing and plugin support","plug support develop write",0
"A better interface should be added","",0
"Excellent, needs to improve writing a bit tho","",0
"missing post.","",0
"Fix your server if you have problems.","",0
"Can't wait to see you","",0
"Love it works perfect you CAN so write ppl who say u can't write u r lying it works fine but if you wanna check out my real stories check me out I am fourthgradedrama","pol love lie wanna stori check write",0
"The app keeps getting better but I can't have two blogs active at the same time.","",0
"It's annoying so please fix it.","",0
"Always Error when Add Category (""Category Refresh Error"") Please Fix And I'll give 5 Stars","star categori add error fix pleas",0
"Just now I was polishing a post when my phone crashed and I thought I'd lost all my changes.","lost crash post chang polish phone",0
"The only thing that need to be fixed is the editing thing.","",0
"There're some problem with writing","",0
"There must have been an update, because now I can't access other blogs from people that have been in contact with me.","blog contact person acc",0
"Please fix this!","",0
"""An errror ocurred on uploading the post  null"" getting this error.","upload null cur error post get",0
"cant log in","",0
"I can't sing in","",0
"But when I try to upload an avatar it says""upload from hard drive"" when I click it, nothing happens.","drive tri click upload avatar happen",0
"I can't log into my self hosted website!!","host websit self log",0
"hummm.why i cant download this.ohh.","",0
"You cannot easily manage multiple sites now.","",0
"The newest update has made it so that my keyboard will not predict words or find mistakes while making comments or replying in notifications.","keyboard predict mistak updat comment repli word notif",0
"I am not able to upload a new image for my profile as i click on the -""choose file"" button there isnt any link that could open.","file click upload choos link profil imag button",0
"After all you can't expect a desktop interface on a mobile phone!","",0
"But this did not work well with editing my site.","",0
"Great idea, just wish it worked.","",0
"Great platform for budding writers .though it needs more work.","",0
"Lacks Nothing.","",0
"Can't crop images.unbelievably frustrating!","",0
"It's also a little unresponsive to commands, live preview doesn't work, can't see all the themes, etc.","etc command preview theme",0
"The upload almost always fails.","",0
"New update has a problem with notification.","",0
"Can't refresh even received new notification.","",0
"Won't even let me log in as it keeps saying ""try later"", therefore defeats the purpose of even having installed this.","purpos instal tri defeat log say",0
"Can't log in to self hosted site.","host site self log",0
"Lots of features are missing.","",0
"Please add them.","",0
"The post editor needs work, but as a whole, this app is miles ahead of its competitors.","mile editor app post competitor",0
"Almost always uploading a new post freezes.","",0
"Sometimes it just means I have to restart and hope this time it works, sometimes it means the entire post gets lost and I have to re-type from scratch (which is quite annoying, to say the least, on a phone).","lost hope type annoy mean post restart scratch phone sometim time",8
"I was able to edit a post immediately, and add a photo.","add post photo edit",0
"Video cannot be added from my phone; minus another star.","star phone video minu",0
"Needs to improve much.","",0
"Fix up please","",0
"Lags a lot and missing lots of options.","miss option lot lag",0
"Revised for newer version: practically useless to me now, gives no control over blog itself only very basic posting capabilities, very sad as a couple of years ago this used to have full dashboard access so plugins and themes could be upgraded or installed/uninstalled etc.","dashboard upgrad etc instal revis capabl gife post control theme blog coupl version acc",0
"please fix this.","",0
"Can't upload images on post.","",0
"Please fix","",0
"Another update that fails to address the ptoblem of not being able to access my self-hosted site so pretty much useless.","host fail site usel updat self addr acc",0
"Editing a post was frustrating as I couldn't undo what I accidentally deleted.","undo frustrat post delet edit",0
"For comments, I couldn't move freely from the post to and from the comment that I was writing, nor could I copy and paste quotes from the post or other comments.","quot past comment move post copi write",0
"What's the use of having a blog app if you can't publish you're blogs","",0
"I COULDNT EVEN LOG IN!!!","",0
"Plz add theme editing option in this app","app add option theme edit",0
"Cant install in my s3 lite","",0
"The only time I do is when I have to adjust settings, which the app will reach, just not well.","adjust set reach app time",0
"Please fix the ""Upload failed : no peer certificate"" error.We users have chance of only 1 out of 10 success rate for post uploads.","fail chanc certif upload user error fix peer succ post pleas rate",0
"Everytime it fails to upload a post or to update changes to posts.But very good user interface which is buttery smooth.Fix the error, Then i will rate 5 stars.","fail interfac updat star upload user error post fix chang time rate",0
"I'm willing to write off the slowness as the fault of my mediocre phone, however I can't customize my blog.","fault mediocr slown phone blog custom write",0
"I can't even scroll over or manually shrink it, and it's enough of a annoyance to not bother with Wordpress altogether.","shrink pre word annoy bother scroll",0
"Cannot access my self hosted site.","host site self acc",0
"I cannot download it and I have 100MB free in the phone memory!","memori download phone free",8
"Its actually good just need to be a little fast","",0
"I only wish there were more themes.","",0
"Question though: why can't I upload images from phone?","question upload imag phone",0
"i can't creat a website","",0
"U cant log out after log in, even after restart phone","phone restart cant log",0
"Can't upload more than one images at a time.","",0
"cant upload pic.","",0
"But can you add categories in Posts display menu so I can easily pick my posts for editing through their categories?","menu display pick categori add post edit",0
"Everything about its great until adding a feature image, once that's updated things will be rolling","roll featur imag updat",0
"doesnt work at all.","",0
"need to fix asap before you lose your credibility.interesting concept though","lose concept fix credibl",0
"I have to cancel my daily blog cause i cant upload anything for past week.","cancel upload cant blog caus week",0
"And i cant use computer.","",0
"P.s. i had local changes for past weeks posts that i couldnt upload.","upload post chang week",0
"idk why i cant login to my wp acc.","",0
"I really needed this","",0
"Can't log out and reply comment","",0
"I tried for so many times to create a new account but i could'nt get success.as it constantly says that username already exists.don't know how  to create or find a unique username to create account.please fix it or else ill never be able to create an account or get sighned in.","name tri creat user time succ fix sigh ill exist account",0
"Cant log into some sites.","",0
"Then, cant log out on ones that will log in.","",0
"I can't use this app anymore.all my posts get stuck on ""local draft"" after hitting publish and yesterday one I'd worked on for an hour disappeared completely.","yesterday hit app hmi draft disappear post stuck",0
"Cannot login to self hosted WordPress even with the latest version.","login pre version word self",0
"Fix this","",0
"Adding your favourite websites to the blog list so you can check what new at a glance is great.","glanc websit blog check list",0
"Adding your own blog posts looks good as well but I've not this myself.","",0
"I still have the same issue that was reported on all forums.","",0
"I am unable to log on a self hosted website :(","host websit self log",0
"Cannot login on to my custom website.","",0
"It keeps on showing'' could not login on to website'' error so I can't edit from the app.","login error app websit edit",0
"PLEASE FIX!!!","",0
"But it would be better if the categories dialog also shows the hierarchy of the categories.","",0
"Gives error loading pictures from camera / phone support sucks","load support gife suck error camera pictur phone",0
"Fix this and i'll consider my review/rating.","consid fix review rate",0
"Its really nice.work fast bt I need some features.","",0
"please do it soon","",0
"user name exists, cant find username.","",0
"I love word press but detest this app and yet need to use it at times.","app pre love word time",0
"Fix the mobile version of sites first and foremost then I'll rate higher.","rate fix version site",0
"The reader is very very slow to load","",0
"To truly be a 5 star app, I think an upload bar should be added to posts/photos and videos that you're uploading.","bar star upload app photo video post",0
"Edit: an upload progress bar is really necessary for the uploading of posts.","post upload progress bar edit",0
"Please fix it.","",0
"It has one bug: if you use one password for more than one post, all those particular posts will be readable.","",0
"Please fix this bug.","",0
"Please fix.","",0
"I hate it when I get this error.","",0
"FIX IT!","",0
"One cannot copy and paste a URL into a message, one has the use the Google, Chrome and Firefox browser apps for that !!!","oogl past pap chrome irefox copi messag",8
"I really need these features.","",0
"I tried logging into my WP site, once, using this app while on my home wifi but it couldn't connect.","use wife tri app log connect home site",0
"I tried using the app to log on using my mobile data and now my mobile IP is blocked too.","use tri mobil block app log datum",0
"Doesn't work at all, it takes forever to upload a simple post with less than 100 words and one single image.","imag upload post word",0
"Please fix it and make it live up to the expectations.","pleas fix live expect",0
"But one thing you need to add is SEO tools and meta description option.","",0
"Once you add this the app is 10/5.","",0
":)  Please add SEO tools for self hosting sites","pleas host add self site",0
"But one main thing is missing please add SEO tools, meta description etc at time of posting a post in self hosted website.","miss host add post self descript websit pleas metum time",0
"Please add this option also.","",0
"I manage a self hosted WordPress site and this time around I could not even log in using the correct login details.","use host detail pre manag word self login time site",0
"Also lack of response to bad reviews is not helpful - help us solve the issues and get 5 stars.","help star lack solv respons review issu",0
"Can't update my Gravatar.","",0
"As a writer, I depend on a social program that has everything I need to edit and distribute my work.","writer distribut depend program edit",8
"But since this update i cant turn off the underline and it keeps switching to swipe","underlin switch cant swipe updat",8
"Can't erase comments","",0
"It cant be seen on site itself.","",0
"Then the app crashed and everything was gone!!","",0
"I wrote it again and in the middle of writing it crashed again.","crash wrote write middl",0
"And sometimes when I want to upload a photo into the entry it says ""data can't be retrieved"".","retriev upload datum entri photo",0
"I previously talked about how ""Posts can't be refreshed at this time"" aggravates me.","talk refresh post aggrav time",10
"I try to log in and you can't even get onto the WordPress site?","tri site pre word log",0
"2) No support for meta keywords 3) No plugin support 4) Cannot use all heading tags.","keyword plug tag support head metum",0
"We can't do the all work on it.","",0
"Theme customization should be added","",0
"I cannot login wordpress no matter how many times I tried.please fix it.thanks","thank pre matter word fix pleas login time",0
"This thing used to work but after the update , I am unable to post pictures.","",0
"Gives me an error saying ""An error occurred while uploading the Post HTTP status code: 403 was returned.","statu upload occur return gife say error post code",0
"I love the app, so please fix!!","",0
"My blog fails to load,  takes forever for stats and sometimes screens to 0 then you have to refresh.","load fail stat blog refresh screen",0
"more options for self hosted user would be great.","user option host self",0
"Can't check analytics and plugins","",0
"It always says that there is a problem in loading page, media etc. it works only sometimes.","load etc medium page",0
"please fix these errors.","",0
"This cannot fully replace the web dashboard.","",0
"I just wish it could upload multiple media files.","wish file upload medium",0
"A separate html mode in post editor would be very great.","",0
"It also has upload problems from time to time.","",0
"Would be great if those can be added/fixed :-)","",0
"After last update it does not work any more","",0
"I'm managing sites with custom posts and the app doesn't show these posts.","app post manag site",0
"I can't find any of the pages that these how to's are referring to.","",0
"And if I actually do manage to find them, they disappear next time I need them.","",0
"I'm gonna give you 5 stars though I really want to have more options when writing.","gonna star option write",0
"Please Answer me.","",0
"Fix these problems.","",0
"cant even open it.","",0
"It always says: sorry cant connect.","",0
"Now I can't even log in.","",0
"Can't Login.","",0
"but it needs to crash a little less","",0
"Can't upload pictures","",0
"Comments marked as Spam or those that are pending, aren't syncing correctly, causing an error when trying to delete them, which in turn leaves lots of pending comments on the app that can't be removed.","mark remov comment tri app pam leaf sync pend error lot caus delet",12
"Please fix this.","",0
"but then also if it doesn't work.","",0
"Why its can't publish what I post","",0
"Used to work before the update now it can't handle uploading images.","",0
"Who cares if there is a new progress bar if it doesn't work?!","",0
"However, I cannot puck a featured image, change the slug, add a meta description and other important features.","slug puck add chang descript featur imag",0
"Seems you have to upload photos to the media now or the app will freeze.","medium freez upload app photo",0
"Update: now instead of only sometimes getting upload errors with photos I get them EVERY time.","time error get photo",0
"Its been twice now that I write a long blog,  upload photos,  and am either ready to post but need an Internet connection,  or I am just not finished yet,  I will try to save,  and it looks like it has,  until I click the edit button to go back to it and suddenly its gone!","save gone look tri upload click photo button post connect blog finish write edit",0
"Couldn't be happier now.","",0
"The issue with this app is that the functions are all there, but they're sometimes hard to use.","",0
"Update: Getting a cannot login message.","",0
"Looking up in public forums for potential solutions and it seems like a problem for quite a few","",0
"Can't upload any posts, or any photos to the gallery - can't even save a draft post; even with this new ""update"".","save galleri updat draft photo post",0
"Unfortunately for me, on at least one site, both issues are common.","",0
"Of the two, the bullet issue is the higher priority.","",0
"Needs to improve a lot","",0
"I like the app but some feature's is missing like the setting for choosing the parent of a page.","miss parent app choos page set featur",0
"Although sometimes it messed up and loading was very slow.","",0
"Post cannot be refreshed this time :(","",0
"Always thought this was a great app but recently this deletes posts, crashes, fails to upload photos and is generally very frustrating.","crash fail upload app photo post delet",0
"Please fix, this is really disappointing.","",0
"Now all my friends and family are disappointed that they can't see what I am up to.","",0
"Works great writing facility is good and operated well.only desire would be good to improve its the featured image upload from our device","oper improv desir upload devic write facil imag",0
"Need more features you should provide some new ones like schedule posting through app and helping attributes and supporting coding in the blog.","schedul app provid support post attribut blog featur code help",0
"This needs support for PDF like the full web interface.","",0
"Everything I see is outdated and it says it can't load the newer comments.","",0
"It would be better if the reader function had more features like other feed readers: mark read articles, filter articles by time, hide selected articles from list.","select function mark articl list hide featur reader time feed",8
"The latest version's reader seems to miss random posts .","post random reader version",0
"I would have to check my email notifications, read the posts there, and if I need to comment I would need to go look for it .","look comment notif post read check",0
"I can't set featured image.","",0
"Thus, image does not show on front page of my site.","",0
"I cant find the ""add feature image"" check list in image editor after i updated the last one.","updat editor cant check featur imag list",0
"with my server too many times and the server blocks my IP.","",0
"After updating, It's hard to post or I can't post.","",0
"I once considered this to be a great app.,but, now I can't even login to the WP website - crapper.","rapper login consid app",0
"I cant signup even after many try.","",0
"Now it won't connect to my self hosted wp blog.","self host connect blog",0
"Can't do much to administer site.","",0
"Why i cant publish my post?","",0
"Please fix it.","",0
"HOWEVER, it would be great if we were able to have the better functionality concerned photos.","",0
"Can't even log in.","",0
"Can't login on my hosted site via the app.","host login app site",0
"You can't update your profile information on the app, so that's really sucky.","inform app yuck updat",0
"Oh AND you can't update information about your blog.","",0
"As others have noted, photo uploads from the app frequently fail.","note upload app fail",0
"I would also point out that you can't create a Gallery from the app.","",0
"I dislike that you can't set the featured image within the app but have to go to the mobile version of the site to do so.","app set dislik imag version site",0
"Please add featured images to your app it would make my experience so much better","pleas app add imag experi",0
"I used to use this app to document my travels, but recently it has become unusable- when I try to add pictures to a post, they are often removed; and even if I can get them to stay, the post fails to upload.","document travel fail remov tri upload add app post stay pictur",0
"Please fix this app so I can love it again!!","pleas app fix love",0
"Please fix this issue.","",0
"Can't seem to post even normal post w pure words.","",0
"Fix it, Photos!","",0
"Can't upload pictures","",0
"No problems writing the blog but trying to add photos was a nightmare.","tri nightmar add photo blog write",0
"We need a full-featured rich-text editor on the app, just like the one on the web version!","text editor app web featur version",0
"When ever I add photos the post vanishes.","",0
"the app crashed on me and I had to install it again","",0
"I seriously hate how every time I try to make a post with photos it fails.","fail tri photo post hate time",0
"Only thing I don't like is how I can't add a widget.","",0
"I made a post (which took me hours to finish) but then it said there was an error when I tried to publish it.","tri publish hour error post finish",0
"It would be nice to see a list of my drafts separate from my published posts for example.","publish separ draft exampl post list",0
"Can't believe how nice it is editing my websites on a smartphone compared to a big pc monitor,  also on wordpress.","monitor pre word compar believ websit phone edit",0
"I can't refresh page blogs i follow.","",0
"Please fix it","",0
"I would like you please  to add the option for adding a featuring image in the post i make through the app.","add app option post pleas imag",0
"Can't view the themes.","",0
"Please please please fix.","",0
"It is not able to upload my posts from my phone.","",0
"Posts can not be refreshed at this time.","",0
"I can't load anything.","",0
"I downloaded it few minutes ago and before dwnldng I asked for a dua which is very important for my life.please reply me now I cannot bear my mental pressure any more.i suggest every Muslims and wise people to have it","wise uslim repli download pressur minut person pleas life suggest dwell",10
"The bugs are just too much to handle.","",0
"Repeated saving and reloading fails to show the changes on my Mac.","save fail reload mac chang repeat",0
"It would be nice to see the pictures when editing a post.","",0
"After latest update, refresh not working.","",0
"Today i can not login with the app.","",0
"Response me that he could not connect to wordpress server","respons pre word connect server",0
"PLZ FIX!","",0
"I can't even see the themes or my site that i created in this .","",0
"Shouldn't have issues uploading photos taken on a phone","phone upload photo issu",0
"I can't even log in","",0
"This a very very good app for bloggers.No matter wherever you are, you just can't stop bloging :-) Loving it &lt;3","matter app love globe blogger",0
"I can't login because of two step authentication.","",0
"The app is really good but you have too fix the writting issue I write something and then when I go fix something I wrote and come back to writing from where I stopped It wont work it wont let continue the wrtiting thingy just jumps between a word I wrote at the start and wont let me write anywhere else!!!!","wont stop jump app word start fix wrote continu write issu",0
"However, doesn't work with 2-step authentication enabled.","",0
"Would be nice if we can reply comments directly from the app.","",0
"Can't log me in my self hosted site","host site self log",0
"So, I can't rate it anything: it doesn't work for me.","",0
"Can't use without WiFi because of this.","",0
"I've been following a lot of blogs but when i open the app it doesnt show the blogs im following and im really fustrated right now.","follow app lot blog",0
"Please fix this.","",0
"Please fix the problem with two step authentication and it will be a five star app.","star app fix authent pleas step",0
"Would be great if it had a bookmark function in addition to 'like', and would be good to copy and paste, but overall very usable and good app.","addit past function app bookmark copi",8
"Every time i post something it show the post is failed to upload.","fail upload post time",0
"I installed this app on my acer tablet and it won't even start, can't log in or do anything it close it self when I try to open it, please fix it.","instal tri app acer log close start fix tablet pleas",0
"The set featured image also isn't working and rather insert the image into the post.","post set insert featur imag",0
"Love it, aside the fact that I can't get scheduling to work","",0
"Forever freezing and force closing","",0
"Now I cant live without it.","",0
"the app installs and opens but I can't get any of the features to work.","",0
"it says posts can't be pulled up, media errors out, stats need jetpack installed do I want to install it, I say yes, it tries to install but errors out.","pull instal tri stat medium jet error post pack",0
"Automattic responded promptly to an issue which I had, so great service from the team there.","respond team servic issu",0
"Have to edit the pic then upload it so I don't get a media error.","medium pix upload error edit",0
"After that I have to delete 4 posts because it publishes 5 posts.","",0
"Please fix thus","",0
"Blogs I follow doesn't display anything.","",0
"Your app doesn't work.","",0
"Please fix featured images.","pleas featur fix imag",0
"Also support for custom fields would be nice for post formats.","field format custom post support",0
"I like it need more flexibility in choosing backgrounds for posts","post background choos flexibl",0
"Tried to un-install and re-install and now I can't log on.","",0
"It will be nice if the photo's size can be set using this app like in PC.","use set size app photo",0
"What's the point if I can't post to my own blog.","",0
"Would be ideal if I could manage my blog from my phone, but it doesn't work.","",0
"Please fix.","",0
"Does not work with WordPress installs on your own host even though it's the same software.","host softwar pre word instal",0
"This is what i need!","",0
"Had an issue where through June and most of July I could not upload blogs.","uli blog upload issu",0
"I can not use this app because it needs the xmlrpc to access my website.","proxim app websit acc",0
"My web hosting provider blocked the xmlrpc due to the brute force attacks exploiting the xmlrpc since 2014-07.","brute host proxim attack block provid web exploit forc",8
"OK I can post.but it always says the post failed.","",0
"This causes me not to be able to edit in the app due to a copy not being available due to the error.","caus error copi app edit",0
"Cannot upload.","",0
"Please fix!","",0
"I always get void image error and fomat error whenever am uploading media files Luke pictures only","medium pictur error file imag",0
"I can't login to my self-host blog in android WordPress app (it was working fine) then i try to login in my iPhone and it log me in :( , please fix it because i try everything in WordPress troubleshooting page","host troubleshoot tri pre word log fix self blog page pleas login phone",0
"Can't log in I keep getting incorrect passwords/user names.","name password get log",0
"If I got this error for just one site I would assume it's user error.","",0
"I couldn't find a solution on the forum.","",0
"I like the app because of it's convenience, however I wish it would sync to my admin page so that if I started a post on the app I can finish it on my computer.","wish app comput start sync post page adman finish",0
"I iust have one issue, I can't give pages over to parent pages so that they appear beneath them on the homescreen menu.","menu page screen suit home appear issu",0
"I will not be using WordPress ever again because of this garbage app.","use pre app word garbag",0
"Should be able to access forum from app.","",0
"I removed my self-hosted site and added it back, but I'm still having the same issue.","host issu remov self site",0
"Would be better if I could select multiple images from within the post.","",0
"Not sure why people are having issues with self-hosted.","host person self issu",0
"I've had no such issues.","",0
"Please add option for uploading files with app","file upload add app option pleas",0
"But it does exactly what I need it to do while I'm not at my desk.","",0
"Mobile Word Press users really need you to get it right.","",0
"It would be better if you can add the ability to stick posts","abil post stick add",0
"While still being slightly buried the new  set up doesn't work with postcodes and wont let me view a map to confirm correct location.","postcod locat confirm view buri map set",8
"Posts or pages can't be refreshed.","",0
"Can't upload a post or pic.","",0
"just fix the issue.","",0
"For months,  I have been unable to login my self hosted blog using this app.","use host app month self blog login",0
"The app crashes as soon as I try to login.","",0
"Themes cant be chosen,cant upload photos, .posts cant be edited as text.Needs improvement.","improv photo cant post theme chosen edit",0
"Please improve the UI","",0
"It wouldn't let me add my self hosted blog for a few weeks.","host week add self blog",0
"It keeps saying "" application cannot be installed in the default installation location "" .","say instal locat default applic",8
"I tried adding the widget and nothing appears.","",0
"New update = broken I still cannot see my stat.","",0
"And also i cant reply a comment.","",0
"Its always failed.","",0
"Please create a dashboard option in the side options.","pleas dashboard option creat",0
"I can't set the setting of my blog like sharing easyly.","",0
"I cannot upload new posts!","",0
"I don't know why but i just can't go to my dashboard anymore and all my posts are gone.","",0
"I can't see My Older Post , and when I try to Upload My Post , but ""Upload Failed"" , Why ?","tri fail upload post",0
"I have a Good Internet Connection , can you Fix it ?","",0
"Please fix!","",0
"I can't even view my own site.","",0
"But it is not working still.","",0
"This should be improved.","",0
"I have had particular problems with photos.","",0
"After half an hour of adding photos and editing captions I switch windows and come back and all my work gone.","gone switch window hmi caption photo edit",8
"Unfortunately I can't find an alternative app out there.","",0
"I as well cannot upload pictures.","",0
"But, since yesterday i couldn't view my site from my phone.","yesterday site phone view",0
"Can you fix it?","",0
"It would be great to have better control over the images, and when creating a post, a better control whether it's a draft or finally post.","creat post control imag draft",0
"Why it doesn't show the share stats from jetpack?","jet pack share stat",0
"Can't add my self hosted site, then after a few weeks I can add it, and after a few more weeks I can't.","host week add self site",0
"Goes to a dark screen with WordPress logo and says can't connect to site.","logo pre word connect screen site",0
"Please fix and I'll update my review once it works.","",0
"I wish I knew more about this app.","",0
"Picture upload not working!!","",0
"But I can't edit html.","",0
"If there was a way to configure plugins via mobile, that would be a great add on.","mobil configur add plug",0
"There have been several occasions where I have made a new post and it would not allow me to publish it or even save it as a draft.the buttons simply didn't work.","allow save publish draft post occas button",0
"I couldn't even copy and paste what I had written so it was lost.","copi past lost written",8
"I know is too much to ask to buy everything with google play but it would be great if you could buy themes and your own domain with google wallet","buy wallet domain play theme",8
"The app dont give full control to thw self hosted site and don't show the plugins installed and how to manage them and don't have functionality to show woocommerce or other shopping cart it ia must in any app that support such a big variation of events .","host commerc function instal app manag shop plug support cart control event self variat site",0
"But why if I want to log in it always says: ""We can't logged you in"" why?","",0
"For those with a self hosted blog, after searching through WordPress, I found that something was not enabled in my blog (I think it was the ability to post via email) and once that was fixed it was fine.","host found pre word enabl email post search self blog abil fix",0
"Does not work.","",0
"I must ask: If Evernote & every other goofy little writing app can display bullets, bold, italic, & other formatting as I am writing, why can't this tool for professional writers do the same?","writer display format app tool note write bullet",0
"So it's impossible to get into a state of ""flow! ""","",0
"Good app, would like to be able to upload photos from the app to an existing post.","exist post upload app photo",0
"Can't seem to do it at the moment.","",0
"But couldn't explore much as I've been bz.","",0
"Superb.but video uploading should be added","",0
"The app doesn't show any changes or new posts I make using the website.","use websit post app chang",0
"Comments are not sync, please fix this.","",0
"I only wish it had the menu button :(","",0
"It doesn't upload, doesn't show my posts, doesn't approve comments.","approv comment upload post",0
"Just install this into my Galaxy Note 3 and found out that I couldn't log-in.","found note log instal",0
"App is good, let's me update and edit blog from phone but doesn't let me moderate comments, keeps showing error.","comment error phone app blog",0
"Fix that and I'll rate it five stars.","",0
"There's something that bothers me - you can't see or edit the HTML code before you publish the post.","publish bother post code edit",0
"I'd just be happy if you add edit hyperlink here","",0
"I am unable to upload a profile pic using my phone.","use phone upload profil pix",0
"And it was really smooth app and i never got crash or error.","",0
"I luv it but I gave me problems when I was using my mobile phone .","mobil phone use lug",0
