"sentence","category","transformed_sentence"
"Its great, although I can't download songs anymore, it just says ""error""","PROBLEM DISCOVERY",""
"Its soooo good!!","OTHER",""
"I love it!!","OTHER",""
"My search for a nice app finishes here!","OTHER",""
"Music","OTHER",""
"Awesome app!","OTHER",""
"Now if it works like it did before it was great","OTHER",""
"Best music downloader ever!!","OTHER",""
".","OTHER",""
"This is the best app","OTHER",""
"This app is not the best but it does what I want it to do so I'm cool with it.","OTHER",""
"At first I started liking it cuz it downloaded most of my songs but then I started searching them and they wouldn't show up soo I recommend getting mp3 downloaded its so much better than this $#!","FEATURE REQUEST","search song download sew get like start recommend"
"T","OTHER",""
"Ok before I really loved this app then it got a little glitchy, so I deleted it then went to go check my Playlist and all my songs were gone, so I re-download and I tried to search up a guy who is only on YouTube and he is not there anymore.","OTHER","song love search app download play tri list glitch check gone delet guy tube"
"So I'm guessing u guys don't let us download anything anymore witch kind of sucks.","INFORMATION GIVING","guy suck guess download"
"So until I can download ""Iniquity Rhymes's"" songs again, I'm not redownloading.","OTHER","rhyme song iniqu download"
"Bro seriously  I type up youtube downloader to find another app, and this pops up, you guys don't support","OTHER","pop type app download bro support guy"
"Won't load","OTHER",""
"Download it .","OTHER",""
"It has any kind of music","OTHER",""
"Awesome!!!!!!!","OTHER",""
"I broke my phone and got a new one.","OTHER",""
"I finally found my songs in frost wire and I had to download each one to my new phone one by one.","OTHER","song frost download wire phone found"
"So I was going into my WiFi sharing setting.","OTHER",""
"I stupidly updated it bc I thought I might be able to download them back all at once.","OTHER",""
"Nope.","OTHER",""
"WiFi sharing isn't even an option now.","OTHER",""
"?","OTHER",""
"Every time I  download something and then try to open it it says sorry don't know how to OPEN THIS FILE!!!!!!!","OTHER","time tri file sorri download"
"How does that even make sense?!","INFORMATION SEEKING",""
"I think it is a good app","OTHER",""
"I can't find anything anymore after the update.","PROBLEM DISCOVERY",""
"Very disappointed.","OTHER",""
"Please help.","OTHER",""
"Very good app.","OTHER",""
"It has almost every song I've searched for","OTHER",""
"Great app","OTHER",""
"It was okay at first, I found all the songs I was looking for, but then 2 days later my Wi-Fi got shut off for downloading music illegally (pirating)","OTHER","song download pirat day shut found look music"
"I love this app its really good","OTHER",""
"I got this app and it had a lot of music choices to download now it really doesn't","OTHER","choic download lot app music"
"It was awesome","OTHER",""
"The  search engines take to long can't find half to my music","PROBLEM DISCOVERY","half search music engin"
"Todo very good!!","OTHER",""
"I tried to look up a song and it shows no results.","OTHER","tri song look result"
"I downloaded the apk but that doesn't even help.","OTHER",""
"To everyone looking at this and wanting to download it, don't bother.","INFORMATION GIVING",""
"It's a waste of time","OTHER",""
"I've been using this app for a while and I know that I can always rely on it, though, it would be a lot more convenient if Wi-Fi sharing was brought back onto the app.","OTHER","app brought lot share use reli"
"It was a much easier way to transport the music from my laptop onto my phone.","OTHER",""
"That is the only concern that I have but hopefully you guys will take it into consideration.","OTHER",""
"Thank you very much and keep up the hard work!","OTHER",""
"Best ever!!!","OTHER",""
"Every time when I open this app and it takes forever to load.","OTHER",""
"Sometimes it comes up with a message not responding.","OTHER",""
"Please fix this app.","PROBLEM DISCOVERY",""
"Only problem is it needs to be updated in an annoying way for my phone, otherwise the YouTube downloader fails.","FEATURE REQUEST","updat download tube fail phone"
"No music, no nothing.","OTHER",""
"It worked.","OTHER",""
"Cool","OTHER",""
"Terrible","OTHER",""
"Works excellently on my Nexus 5.","OTHER",""
"Thanks a lot.","OTHER",""
"When you first get it it will let you dowlaod but then when you dowlaod more then 10 song s it will say this is not avalible.i hated it .","OTHER",""
"I deleted it .no i have mp3 dowlader  pro BEST","OTHER",""
"I can find all kinds for free","OTHER",""
"DON'T I MEAN DON'T GET IT","INFORMATION GIVING",""
"Had it on p.c. years ago and loved it.","OTHER",""
"Just searched 3 songs from the clash and got spinning wheel of death for minutes.","INFORMATION GIVING","spin search song minut wheel death clash"
"No bueno !","OTHER",""
"Its gives me what i need the most and its music","FEATURE REQUEST",""
"Yo","OTHER",""
"Kull","OTHER",""
"It sucks","OTHER",""
"I've always used this app, but I just recently got a new phone and the app will open but will not let me search for what I want.","OTHER",""
"I went in settings and chose YouTube and Soundcloud, but whenever I search with those two specifically nothing ever comes up.","OTHER","set cloud search chose"
"Works OK than it stops can't find songs and it gets very annoying","PROBLEM DISCOVERY",""
"When I am looking for a song I want to download, it is always a fake version of the song made by some unknown artist.","OTHER","version artist song look download"
"Please don't allow copyright.","OTHER",""
"Awesome","OTHER",""
"It was great!","OTHER",""
"Until I updated it and now I can't find any music.","PROBLEM DISCOVERY",""
"Why is that, after i updated the app, the application did not open,.","INFORMATION SEEKING",""
"It says that, unfortunately frostwire has stopped.","OTHER",""
"I used frost and lime for years.","OTHER",""
"I downloaded to my android and now I'm upset because there are no songs to really choose from which sucks.","OTHER","choos upset song suck download"
"I go new and old and things that were here before but it's not there now.","OTHER",""
"hopefully the update will help in anyway possible before making the big uninstall.","OTHER",""
"Love it","OTHER",""
"It  keep stoping at 85%","OTHER",""
"Luv luv luv","OTHER",""
"Like","OTHER",""
"I love this app","OTHER",""
"Too slow to download it takes 30-50 minutes to download.","OTHER",""
"My wifi have a great connection","OTHER",""
"Sd card downloads stopped working suddenly.","OTHER",""
"When I searched a song it sayed no results found so I tried to seach a song that i had searched for when it was working and it still didn't work (I had full wifi btw)","PROBLEM DISCOVERY","sate search song result tri wife found sea"
"I just hate how there is barley any real versions","OTHER",""
"On installing update it has been crashing n unable to start even after uninstalling!!","PROBLEM DISCOVERY","start updat crash instal"
"I've been using this app for a good while n today I really wanted to download something now it's not working.so sad","PROBLEM DISCOVERY",""
"Won't even open","PROBLEM DISCOVERY",""
"It's essentially a good music Downloader, especially for full album torrents, hover whenever I go to download a new torrent, it erases over half of my old ones, forcing me to redownload them as well,  which can take a very long time.","OTHER","time torrent eras download hover album half forc music"
"I would rate a 4.5 because all of the fall out boy American beauty/ American Phsyco slower than they are","OTHER","rate psycho beauti fall"
"Its very slow and i can't find good songs on it","PROBLEM DISCOVERY",""
"I got this when it first came out, then you could find anything and everyhing, now it almost impossible to find the music you want.","OTHER",""
"I mean you can find it if you want the crappy versions.","INFORMATION GIVING",""
"Would be better if they brought it back to its original  format where it would even search youtube for you to download music from there.","FEATURE REQUEST","search brought download format tube music"
"I Rocemmend it Somebody","OTHER",""
"Do not download this app.","INFORMATION GIVING",""
"It wiped out most of my music which I had downloaded from other sources.","OTHER","sourc download wipe music"
"I don't get the songs I ask for, and the results are so little","OTHER",""
"Thanks","OTHER",""
"I can find all kind of music.love this app","OTHER",""
"It cooo9ooool","OTHER",""
"This thing put a whole music video n mi gallery","OTHER",""
"Hope you like it because I did","OTHER",""
"Would be better if you could still download from youtube.","FEATURE REQUEST",""
"Very upsetting.","OTHER",""
"Used to be one of my favorite apps","OTHER",""
"Worst app ever","OTHER",""
"The phone APP seems to return fewer results compared to the PC version.","OTHER","compar return result app version phone"
"This is really annoying since they should both be the same and you can't find what you want.","PROBLEM DISCOVERY",""
"An organisation attempted to ruin this app but it's the only one I need.","OTHER","ruin attempt organ app"
"There is no better.","OTHER",""
"Believe me I've looked!","OTHER",""
"Good","OTHER",""
"Can't download anything!!","PROBLEM DISCOVERY",""
"Its good you can find most of the songs you want and for most u get an album cover which u change if you want, it doesn't work on mine but it might on others.","PROBLEM DISCOVERY","mine cover song album chang"
"The only really bad thing is sometimes you can only find remakes or remixes of songs and not the original but its still good.","INFORMATION GIVING",""
"Cant even download a song without finding you now downloaded the remix","PROBLEM DISCOVERY","find remix song download"
"It has amazing songs, downloads the songs fast, but it takes a while to search for the song.","OTHER",""
"Works great","OTHER",""
"Didnt have all the songs i wanted","OTHER",""
"Wont download for me but it downloaded on my phone","OTHER",""
"I've been yousing this app for 1 year and its amazing","OTHER",""
"Thanks, wasn't paying attention to the notice on the app thanks for the response","OTHER","pay attent respons thank notic"
"I can't find a couple songs bit other than that it's awesome","PROBLEM DISCOVERY",""
"As soon as I open it, it closes.","OTHER",""
"Great app, love to death","OTHER",""
"Brilliant and easy to use, has some bugs","OTHER",""
"Nice app","OTHER",""
"Thank you so much to make this app I am so happy with this app .","OTHER",""
"I really love this app .","OTHER",""
"Some of the things I am looking for aren't there, so therefore I give it 4 stars","OTHER",""
"I used this app on another phone it was good but played a bit of games wit me when downloading something.","OTHER","app download play game wit phone bit"
"Good","OTHER",""
"Awesome got all songs i need in no time.simple nd easy.great app","OTHER",""
"This app is cool download show hear and there.","OTHER",""
"perfect on the go or at home.","OTHER",""
"I tried multiple ways to help with all the problems but it just won't work","PROBLEM DISCOVERY",""
"Nice one.","OTHER",""
"Doesn't find the music I'm searching up.","OTHER",""
"K","OTHER",""
"I can't download the song called ""Z E R O"" by ""Varsity Fanclub"" and it's driving me crazy!!!","PROBLEM DISCOVERY","club song drive fan call varsiti"
"I love frostwire and the selection that it had mp4 for the best part and sometime mp3 and as long as you don't get the home made movies","OTHER","movi select frost love wire home"
"It's illegal got charged.","OTHER",""
"Jk it doesn't have enough song tho.","OTHER",""
"Can you add this song please:  dont -bryson tiller","OTHER","add pleas song tiller ronson"
"When I search it takes forever please fix it","PROBLEM DISCOVERY",""
"It seems that after uninstalling the app won't download back fix this asap","PROBLEM DISCOVERY","download asap fix app instal"
"love it","OTHER",""
"Cool using it bout 2-3 weeks","OTHER",""
"I used to love Frostwire, but since YouTube has been removed as a torrent it has been difficult to download and find the music I want.","INFORMATION GIVING","torrent frost love download wire remov tube music"
"So this app is not useful anymore for me.","OTHER",""
"After downloading the version outside of Google Play Store I'm back to the good old Frostwire I used to know and love.","OTHER","store frost love download version play wire"
"The link is there as soon as you open the app.","OTHER",""
"This app won't open","OTHER",""
"I hate this","OTHER",""
"Lots of dj screw songs i can't find and some of the older jams too but its alright if you trying to get recent released songs","PROBLEM DISCOVERY","song tri releas lot jam alright"
"I like it but it does not have all the artist i like it only has some","PROBLEM DISCOVERY",""
"It works.","OTHER",""
"If u have an eye for relative file size, decent Internet conn, and want to take the time to pick thru the bs, then it works real well.","OTHER","time conn eye size pick file"
"Exactly as promised.","OTHER",""
"Years ago, the desktop version was fraught with viruses.","OTHER",""
"Not so with the android.","OTHER",""
"Have ben using about a year w no issues whatsoever.","OTHER",""
"I love it:))","OTHER",""
"Works perfect for me","OTHER",""
"I type in a song to search and nothing ever comes up","OTHER",""
"Been using frost for about 2 years now.","OTHER",""
"Love it, but one thing I noticed, when I'm on the PC version and search for something, I got a lot more results compared to the phone version?","OTHER","compar search love result version phone lot notic"
"Besides that, great job guys!","OTHER",""
"It keeps crashing on my phone, please fix","PROBLEM DISCOVERY","phone pleas fix crash"
"Love it","OTHER",""
"Love it!","OTHER",""
"Frostwire","OTHER",""
"When I first got this app I was able to download music to my mp3 player like nothing now after whatever has happened I have to keep downloading useless browsers that are not allowing me download anything.","OTHER","player browser app download happen allow music"
"also lost YouTube option these used to be a great site guess I have to try to find me another one","OTHER","site tri option gue lost tube"
"why this app.","OTHER",""
"cant found new songs.","PROBLEM DISCOVERY",""
"Warren millado","OTHER",""
"Too much of a hassle couldn't find not even one song I wanted tried the whole other thing for YouTube and what not and still have problems I can't open the file.","PROBLEM DISCOVERY","hassl tri song tube file"
"It was great before, but like always it never lasts.","OTHER",""
"Very nice!!!","OTHER",""
"Superb.the only thing that I can't download is applications.","PROBLEM DISCOVERY",""
"But everything is awesome!!!!","OTHER",""
"Keep it up","OTHER",""
"I can't search anything.","PROBLEM DISCOVERY",""
"Literally type in the song and just keeps searching with no results.","OTHER","song type result search"
"It's been ""searching"" for two hours on my phone now so there's not much point to it.","OTHER",""
"Please let us play the song first before we download it.","OTHER","play pleas song download"
"There's no way for us to verify if this is a particular song that we are looking for.","OTHER",""
"It is ok","OTHER",""
"Pretty disappointed in frostwire lately downloaded a movie and it stuff my whole phone I couldn't do anything on in so I had to restore my phone its Like it had a virus in the movie, so don't think I be downloading of frostwire now :/","PROBLEM DISCOVERY","movi frost download restor wire disappoint phone stuff viru"
"Won't load anything I'm searching for very annoying","OTHER",""
"Well this froze on me when i got on the app so pleas fix","OTHER",""
"Hahaha","OTHER",""
"Hhh","OTHER",""
"It ok","OTHER",""
"I dont understand if i should store in the phone.s memory or on the external card.","OTHER","phone store card understand memori"
"I dont want to loose my music.","OTHER",""
"Wonderful app about a year ago.","OTHER",""
"Then Google cried and they had to stop YouTube downloads.","OTHER","cri download oogl tube stop"
"The frostwire personnel worked hard at finding a way around Google.","OTHER","find oogl wire frost personnel"
"This is still the best music app out there just do your research.","INFORMATION GIVING",""
"Thank you frostwire in keeping our freedom!!!!","OTHER","wire freedom thank frost keep"
"5 stars all day everyday!!!!!","OTHER",""
"Now it wont download any music","OTHER",""
"Love it !!!","OTHER",""
"Great app.","OTHER",""
"recommend to everyone","OTHER",""
"It loads so slow, it took an hour before the results popped up.","OTHER","pop load hmi result"
"I love it but it does not work good","PROBLEM DISCOVERY",""
"Love it","OTHER",""
"(:","OTHER",""
"Finally got the updated version  of the app .","OTHER",""
"Now I can download all my favorite gospel music from YouTube and all my other favorites.","OTHER","favorit tube music download"
"Thank you","OTHER",""
"I loved this app","OTHER",""
"Why can i find my songs any time i look up a song it only has remixes","INFORMATION SEEKING","time song look remix"
"No music at all comes up use it on my laptop and love it.","OTHER",""
"Not on my phone.","OTHER",""
"Doesnt even work","PROBLEM DISCOVERY",""
"can't hear song before downloading it ugh","PROBLEM DISCOVERY",""
"It doesn't have most of the songs I wanted.","OTHER",""
"Other than that, amazing!","OTHER",""
"Fix that one issue please.","PROBLEM DISCOVERY",""
"Wont let me download from chrome and the playstore version sucks","OTHER","chrome store suck download version play wont"
"Frost wire is not what it used to be.","OTHER",""
"I am very disappointed.","OTHER",""
"I like the app but I am very disappointed that the app is downloading music without my permission and taking up space on my phone!!!","OTHER","permiss app download take phone space music"
"Otherwise great app but please fix","PROBLEM DISCOVERY",""
"11/10 :D","OTHER",""
"My first problem was fixed but now the app wont open wtf.","OTHER",""
"to many bugs, come on guys as the only real app for downloading music step ur game up","OTHER","bug app download game guy step music"
"Cannot download songs on samsung galaxy note 4.","PROBLEM DISCOVERY","galaxi note song download"
"Can't listen or preview song before trying to download it.","PROBLEM DISCOVERY","tri song preview download"
"I LOVE IT!!","OTHER",""
"Finally an app that gets me the right songs I've wanted !!","OTHER",""
"It won't download it still won't download","PROBLEM DISCOVERY",""
"Great","OTHER",""
"I want to listen to music by the real artists  or remix by him/her.","OTHER","artist listen remix music"
"Not some bull crap that some nobody uploaded of themselves","OTHER",""
"It should have way more music available!","FEATURE REQUEST",""
"Doesn't open","OTHER",""
"06/27/15","OTHER",""
"Uhm.","OTHER",""
"Good","OTHER",""
"But you don't know if the song is what you are looking for until you get it and also it does not always have the songs you want","PROBLEM DISCOVERY",""
"Too slow","OTHER",""
"It doesn't want to open after the update","OTHER",""
"Loved it.","OTHER",""
"sucks now :(","OTHER",""
"This is what im talking about","OTHER",""
"Literally useful for life.","OTHER",""
"Use to my my fav but slow and its not finding the music I want","OTHER",""
"this app Is the only music app I like","OTHER",""
"U cant really look for the music u want Like Silento Watch me and it messes up your device and deletes all the music u have","PROBLEM DISCOVERY","cant mess devic delet look watch silent music"
"Love how fast the new update is","OTHER",""
"Best app ever you can download music and videos love it","OTHER","video love music app download"
"U can't listen to the music dat u wnt to download","PROBLEM DISCOVERY",""
"It's worth it","OTHER",""
"Now this time too many troubleshooting","OTHER",""
"Even though i've downloaded frostwire+(plus) from the site, i still don't have youtube search results to download original music, and not covers from other search results which arent even good music to listen.well im quite disappointed, hope changes will be done soon!","OTHER","site search frost result cover download wire chang hope listen tube music"
"Had to reset my phone to factory","OTHER",""
"Constantly searching.","OTHER",""
"Never pulls up anything.","OTHER",""
"Horrible app!","OTHER",""
"Work really well","OTHER",""
"So far so good i love it, im finding it all here","OTHER",""
"I'm downloading songs and they won't play until the end, in fact only the beginning plays then they intertwine with each other and the next song is playing.","OTHER","play song begin intertwin download"
"What is the problem?","PROBLEM DISCOVERY",""
"Good","OTHER",""
"Awesome music downloads","OTHER",""
"Ok but sometime takes too long to load","OTHER",""
"Great on my tablet but sucks on my fone n I have an lg g3.","OTHER",""
"Sllllloooooow!","OTHER",""
"When i open it ,it always say unfortunately frostwire has stopped.","OTHER",""
"It was good but now it just sucks i dont know i cat get any of the songs i want","OTHER",""
"I haven't had an issue yet.","INFORMATION GIVING",""
"Idk","OTHER",""
"Frostwire used to work for downloading songs, but, now whenever I try to find a song it takes so long.and comes up as no results on every artist or song title I type in.It now Sucks.","OTHER","song frost result type download artist titl tri wire suck"
"Please Fix and ill change my rate :)","PROBLEM DISCOVERY","rate pleas ill fix chang"
"Sucks","OTHER",""
"It takes a long time to find results and also half of the time it can't find any, even with wi-fi on","PROBLEM DISCOVERY",""
"I like the app and the variety of music but when I deleted it all my songs weren't there so I have to re download all of my songs that I downloaded.","OTHER","song app download delet varieti music"
"Can't find songs like I used to.","PROBLEM DISCOVERY",""
"Y'all going downhill.","OTHER",""
"All u have are mostly SoundCloud remixes.","OTHER",""
"Love it runs slow sometimes but I blame that on my out dated phone.","OTHER","phone date love blame run"
"Great app","OTHER",""
"I love this app I get a lit if nightcore music and its on here","OTHER","love app lit core night music"
"Frostwire sucks now that youtube downloads is not available.","INFORMATION GIVING","download wire frost tube suck"
"It's Not worth keeping on my phone any more, it's a waste of space on my phone any ways.","OTHER","phone wast space keep"
"Only found this app accidentally and am I glad I did.","OTHER",""
"Now on the transfer page I don't see the point of having All, Downloading and completed.","OTHER","transfer page complet download"
"As the page always opens in ""All"".","OTHER",""
"If you close the app but not exit and then reopen from the icon doesn't open where left off.","OTHER","app exit icon reopen left close"
"It stopped working on my acer tablet.one moment it was fine then the next it wasn't.but while it was working it was great","OTHER","moment acer tablet stop"
"Turn up","OTHER",""
"I dont like it becuase i tried to search up somg and it wouldnt search it up so yea good bye","OTHER","smog tri search bye"
"It use to work but now it fuc*ing sucks won't download any songs don't download the app","OTHER","song suck app download ing fun"
"Great app I've been looking for an app where I can download music and I found it.","OTHER","found music look app download"
"FrostWire is a great app if your looking to get music for free.","OTHER","wire frost look app music"
"Must download!","OTHER",""
"I have always liked frostwire but now, everytime I try to search up a specific song.,.","OTHER","time specif search frost song tri wire like"
"it says ""no results found"" orr.,.","OTHER",""
"it just keeps loading and it really irritates me.","INFORMATION GIVING",""
"I've been getting the ""no results"" issue too, I went to go in today and saw the thing saying how to fix it, so I clicked on it, and it litterally brought me back here.","PROBLEM DISCOVERY","click say fix result brought get issu"
"Well I can't get to download the original songs .","PROBLEM DISCOVERY",""
"I don't like it .","OTHER",""
"Best music downloader","OTHER",""
"Absolutely love this app, truly the best music downloading app by far!","OTHER","download love app music"
"Very happy","OTHER",""
"I used to use this app all the time but then it started getting viruses on my  phone I had to delete it so I'm not feeling this app anymore","PROBLEM DISCOVERY","time virus app get feel phone delet start"
"Stupid app","OTHER",""
"It loads Slow.","OTHER",""
"Its Not searching for The Song I want To download.","OTHER",""
"I have used several music download apps, and Frostwire is by far the best.","OTHER","pap download wire frost music"
"As long as you are using the app from their website, you will almost always find and download the songs you're looking for quickly and easily.","OTHER","song websit app download look use"
"I love Frostwire!","OTHER",""
"I love this app I can get all the music I want and like.","OTHER",""
"The best torrent downloader hands down","OTHER",""
"Then I turn on the frostwire it looks like everything is OK but then i write songs name shows me only runnig circle and nothink more.","OTHER","song frost run circl wire write name look"
"Plese fix it :)","OTHER",""
"I don't have a lot of experience with galaxies and the music download so of someone could help me out that'd be great","FEATURE REQUEST","experi galaxi download help lot music"
"thankyou for this!","OTHER",""
":*","OTHER",""
"I had it on my phone for a while and it was great.","OTHER",""
"But now my searches don't come up with the songs and stuff that I'm looking for.","PROBLEM DISCOVERY","look search stuff song"
"I used soundcloud and YouTube torrents the most and I can never get those anymore","PROBLEM DISCOVERY",""
"Nothing worked  deleted  1st  day","OTHER",""
"It slow with search but downloads fast","OTHER",""
"It worked but now it sucks","OTHER",""
"Very good","OTHER",""
"Downloaded films and when they finished downloading the app went off saying frostwire has unfortunately stopped.","OTHER","say frost finish download wire stop film"
"I go back on the app and the films I've downloaded aren't there anymore.","OTHER",""
"I've downloaded songs and the app stops when the songs have downloaded.","OTHER","stop song app download"
"Again the songs are no longer there when I go back on the app","OTHER",""
"C'mon it doesnt download some movies what happend?","OTHER",""
"Very disapionted","OTHER",""
"It was alright","OTHER",""
"Nothing.","OTHER",""
"At all.","OTHER",""
"I was able to walk away and make myself dinner and come back to see that the app had still not loaded results and was loading.","OTHER","app load walk result"
"I really love this app and I use it frequently so I really hope someone can fix this.","PROBLEM DISCOVERY","fix love hope app"
"Perfect","OTHER",""
"Doesn't find everything need more nd better results","PROBLEM DISCOVERY",""
"Frostwire is freaking awesome.","OTHER",""
"It's super reliable as long as you keep up with messages and updates.","OTHER",""
"It should continue to work amazing!","OTHER",""
"Cool awesome luv it","OTHER",""
"It searches fast and downloads fast","OTHER",""
"Did not want to load my searches at all","INFORMATION SEEKING",""
"I really like the song energy drink by virtual riot but it doesn't have it on there :(","PROBLEM DISCOVERY","song riot energi drink"
"THE BEST APP I EVER DOWNLOADED ON THE ANDROID AND PC","OTHER",""
"It's used the be great.","OTHER",""
"But now not so much.","OTHER",""
"Very disappointing","OTHER",""
"Its no good anymore can't get anything off of youtube!!!!","PROBLEM DISCOVERY",""
"But it makes my phone run reallllyy slow while its happening.","OTHER",""
"I actually use an older phone now so it doesn't ruin my new phone.","OTHER",""
"I normally use when got WiFi connection, speed is amazing no problems whatsoever.","OTHER","amaz wife connect speed"
"Excellent job:)","OTHER",""
"Was the best music app ever but I recently went from a note 3 to S5 active and it just keeps thinking and never shows your search, would give 5 stars if not for this recent issue !","INFORMATION GIVING","note search app think star issu music"
"Won't search for the right song and kept kiking me out","OTHER","like search kept song"
"Mostly Its Other Prople Rapping","OTHER",""
"Every time I tried too open the app it said ""Unfortunately Frost Wire has stopped""","OTHER","time frost app tri wire stop"
"Download to my samung galaxy 5 and the app did not work at first then when it did, the pop up adds are really annoying.","PROBLEM DISCOVERY","galaxi amus pop app download add annoy"
"Also gave me a virus","OTHER",""
"Week","OTHER",""
"Great app","OTHER",""
"WONDERFUL","OTHER",""
"I have never been so pleased","OTHER",""
"You Can't download music","PROBLEM DISCOVERY",""
"Its great for music but when I save it to my sd card it still takes up room on my internal storage","OTHER","save storag card music"
"I love this app it gats every thing i search up!","OTHER","tag search love app"
"P.S. Anyone who has or can download Mozilla Firefox can get the free Frostwire Plus app it gets YouTube results too and it loads faster!","OTHER","irefox frost result app download wire load"
"I love this app i can even download movies!","OTHER","movi love app download"
"Samsung s5was easy to use, until the update.","OTHER",""
"Popular songs unable to  locate.","OTHER",""
"When I finally found it.","OTHER",""
"Downloading use to be fast  now it's sluggish.","OTHER",""
"Even while on WiFi.","OTHER",""
"Was much faster u until  updating.","OTHER",""
"Not worth it.","OTHER",""
"Should of read the  comments before I  wasted my time.","OTHER","read comment wast time"
"Uninstalling.","OTHER",""
"Will probably get the same response.","OTHER",""
"Please send us an email @ support or contact us.","INFORMATION GIVING","pleas contact send support"
"Blah blah blah, never again","OTHER",""
"Workes amingly for me I give 5 stars","OTHER",""
"This version is better downloading it again on firefox browser because its not having google be fun police and making it hard to get the songs you want.","OTHER","irefox version polous song download"
"Ive just got the frostwire plus for free!","INFORMATION GIVING",""
"On firefox and im happy again ive got the songs i was looking for and not stupid remixes that were well merh lol","OTHER","irefox song vie remix look"
"Anytime I restart my phone, it deletes my songs.","OTHER","delet phone restart song anytim"
"I get tired of redownloading my songs.","OTHER",""
"Once I downloaded the Frostwire plus the search worked excellent","OTHER","wire frost search download"
"Love this app has every song I like so far","OTHER",""
"I tried to download my first sing and waited like 20 minutes and nothing.","OTHER","wait tri sing minut download"
"It couldn't even load 1 song","PROBLEM DISCOVERY",""
"Download  Aptoide And Then Go To  FrostWires Website UpGrade Choose Aptoide Welcome Both Best Apps","OTHER","pap choos frost download wire aptitud"
"Doesn't run in the background very well and keeps disconnecting.","OTHER",""
"Pretty cool otherwise","OTHER",""
"This app was working well for me until now.every time I try to Download a song it just appears on the transfer page but won't download or do anything under a perfectly fine 4G connection","OTHER","time song connect app download tri page transfer appear"
"Can never find music!","PROBLEM DISCOVERY",""
"Takes way to long to search for a song.","OTHER",""
"I use to love this app .now it won't let me download ANYTHING","OTHER",""
"But freez allot","OTHER",""
"Finally an app with music I can identify!!","OTHER",""
"I downloaded the app and i search the artist and when i press download it does nothing","OTHER","pre artist search app download"
"Easy to use.","OTHER",""
"Find everything I'm looking for.","OTHER",""
"No issues or problems.","OTHER",""
"Keep up the good work.","OTHER",""
"Nothing comes up in search","OTHER",""
"I own this before , its great","OTHER",""
"I really loved the app but only one problem for me.","OTHER",""
"It is adding songs that don't fully play and I didn't download","OTHER",""
"I'm having issues finding a good amount of songs","PROBLEM DISCOVERY","find amount song issu"
"needs to have some YouTube songs and download faster but good.","FEATURE REQUEST",""
"Aight","OTHER",""
"It only works for certain phones not all androids","OTHER",""
"Ive always liked frostwire and finally decided to get the app on my cell phone which is a samsung galaxy s3.","OTHER","galaxi app wire vie phone cell like decid"
"and i hate to say it but its the worst app I've ever had on a phone.","OTHER",""
"sure the muaic co tent downloads but when you go to view it more then half of the files are empty and take up the space of full songs.","OTHER","song download tent view file half space music"
"this seriously needs to be fixed.","PROBLEM DISCOVERY",""
"this is not the only type of phone this issue is on.","PROBLEM DISCOVERY",""
"please make some changes.","FEATURE REQUEST",""
"I downloaded this on my last phone, and I had to wipe my data because it downloaded a virus.","INFORMATION GIVING","phone viru datum wipe download"
"I wish I never downloaded this app, and hope others don't!","FEATURE REQUEST","wish hope app download"
"Love love love","OTHER",""
"It was great at first but now i cant even find any good songs.","PROBLEM DISCOVERY",""
"No thanks","OTHER",""
"Very slow app","OTHER",""
"Good","OTHER",""
"It has absolutely none of the,songs I looked up","OTHER",""
"It didn't  search the Christian music I wanted to find .","OTHER",""
"This app is AMAZING","OTHER",""
"Get Frostwire Plus.","OTHER",""
"It's free, and a lot better than the standard edition.","OTHER",""
"Props to Frostwire on telling me about this.","OTHER","prop wire frost tell"
"Requires to many permissions that are absolutely unnecessary.","OTHER",""
"Get it.","OTHER",""
"Aaahhhh","OTHER",""
"Thanks for the fix--I'm back to getting everything :)","OTHER",""
"has all the songs i want!!!","OTHER",""
":)","OTHER",""
"I've been with frost wire ever since lime wire and since then they have never let me down I always get the music I want with no hassle thank you frost wire keep her going!!","OTHER","frost wire hassl thank lime music"
"searches take way too long","OTHER",""
"It stopped working   I used to find all the songs I wanted, but now every time I search almost nothing comes out fix it please!!","PROBLEM DISCOVERY","time pleas song search stop"
"I use it on my laptop and I love it but for mobile it has gotten progressively disappointing.","OTHER",""
"I understand the need to comply with Google Play rules (I'm fine with that) but the fact that they took away the wi-fi sharing for mobile angers me.","OTHER","play share rule compli anger understand"
"I don't know about other users BUT I SURE AS HELL USED IT FREQUENTLY!","OTHER",""
"It always worked for me.","OTHER",""
"I don't know what I'll use now for music on the go.","OTHER",""
"Obviously I cannot take my laptop everywhere with me.","PROBLEM DISCOVERY",""
"Please rethink this last update.","FEATURE REQUEST",""
"FrostWire","OTHER",""
"I love it and all but it just takes to long to search the dong but it downloads really fast","OTHER","dong search love download"
"I love it","OTHER",""
"I love it","OTHER",""
"Every time I try to find a certain song, it doesn't load","OTHER","time load tri song"
"Love it","OTHER",""
"Needs improvement","OTHER",""
"Frostwire","OTHER",""
"Downloads very fast but it takes a while to load the songs.","OTHER",""
"It doesn't have every single song I search, but it has newer songs.","OTHER",""
"Sometimes downloads album cover with the song","OTHER",""
"It finds music fine but it also makes your whole phone run slow like it contains a virus.","OTHER","run fine phone contain viru music"
"I hardly get any search results and when I do its not even what I was looking for!","OTHER",""
"Absolutely love it","OTHER",""
