component,bagofwords
org.wordpress.android.ui.stats.StatsSearchTermsFragment,Suppress Warnings unused public void Event Main Thread Stats Events Search Terms Updated event should Fragment return update Section Error null show Override String Title string stats view search terms 
org.wordpress.android.ui.stats.StatsUtils,Converts date form public static long String return Stats Constants STATS INPUT DATE FORMAT format Simple Date Format current blog yyyy Current local Table Blog timezone Utils Timezone Word Press null UTILS Returning device datetime Datetime pattern parse timestamp from catch Parse Exception diff between dates param oldest newest Unit unit which want value provided Diff Millies convert MILLISECONDS Published Endpoint Period Parameters Timeframe timeframe calculate start period without reference Calendar Instance First Week MONDAY parsed final after before switch case Millis YEAR break WEEK SUNDAY MONTH Actual Maximum Minimum DECEMBER JANUARY default Smallest Width Context Resources Integer integer smallest width Local From Remote remote Jetpack synchronized void Volley Error Details volley Tried error network Response Network status code Code data Message boolean REST Disabled Serializable instanceof android Auth Failure false Lower Case contains calls disabled else response check Rest Base Model Service Endpoints Enum endpoint Name JSON Object throws model VISITS Visits POSTS Posts Pages REFERRERS Referrers CLICKS Clicks VIEWS Geoviews AUTHORS Authors VIDEO PLAYS Video Plays COMMENTS Comments FOLLOWERS WPCOM Followers EMAIL TAGS CATEGORIES Tags Container PUBLICIZE Publicize SEARCH TERMS Search Terms INSIGHTS TIME Insights POPULAR Popular TODAY Today LATEST SUMMARY Latest open Reader Webview Item item Type Long Opening browser View Activity equals ITEM TYPE PAGE Launcher show Preview HOME post rewrite couldn refreshed this Since Label Subscribed Difference Math string stats followers seconds minute minutes round Minutes hour hours Hours days Days month months Months year years Years 
org.wordpress.android.ui.stats.StatsInsightsAllTimeFragment,Suppress Warnings unused public void Event Main Thread Stats Events Insights Time Updated event should Fragment return Model update Section Error null show Override String Title string stats insights time 
org.wordpress.android.ui.stats.StatsCommentsFragment,Suppress Warnings unused public void Event Main Thread Stats Events Comments Updated event should Fragment return Model update Followers Section Error null show Override View Create Layout Inflater inflater Group container Bundle saved Instance State view super Resources Context String titles string stats comments authors posts pages setup Module Pager Title 
org.wordpress.android.ui.stats.SparseBooleanArrayParcelable,Override public Sparse Boolean Array Parcelable create From source read size keys boolean values return sparse this describe Contents void write dest flags 
org.wordpress.android.ui.stats.StatsGeoviewsFragment,Suppress Warnings unused public void Event Main Thread Stats Events Countries Updated event should Fragment return update Section Error null show private final List Geoview Model countries Added Display Utils Pager Container Context Linear Layout Params layout MATCH PARENT WRAP CONTENT Margins remove Views Tree Observer Global Listener Override this String Builder data Load size current Country append Full Name label Resources Totals Label html head script type javascript https google jsapi load visualization packages geochart Callback draw Regions function array Data Table options keep Aspect Ratio true region world color Axis colors enable Interactivity Chart document Element regions body style width height Activity Width params Client Settings Java Script Enabled Cache LOAD CACHE Visibility VISIBLE Title string stats 
org.wordpress.android.ui.stats.NestedScrollViewExt,public Nested Scroll View Context context super Attribute attrs Style void Listener scroll this 
org.wordpress.android.ui.stats.StatsAbstractListFragment,Override public View Create Layout Inflater inflater Group container Bundle saved Instance State view Expandable List layout stats expandable list fragment false else Empty Module Placeholder Linear find empty module placeholder Title Text title entry Label label Entry totals Totals text linearlayout Container Button Pager pager tabs Bottom Pagination bottom pagination Back back Forward forward Background Resource drawable item background return void super Expanded Sparse Boolean Array null contains ARGS EXPANDED ROWS Parcelable Selected Index PAGER SELECTED BUTTON INDEX Save size private configure Single Visibility GONE VISIBLE Click Listener Data Available Intent Activity Stats class Extra LOCAL TABLE BLOG Local Table Blog Abstract Fragment TIMEFRAME Timeframe VIEW TYPE Type DATE Date SINGLE true start Added Checked number Buttons Child Count checked current update 
org.wordpress.android.ui.stats.StatsVisitorsAndViewsFragment,Override public void Attach Activity activity super Listener Date Change catch Class Cast Exception throw String must implement Overview Item View Create Layout Inflater inflater Group container Bundle saved Instance State layout stats visitors views fragment false Text find summary date Graph Container Linear chart Module Buttons pager tabs Activty This Period Legend legend Label Checked label Mark Drawable null Visitors Checkbox checkbox Click Clicked Build VERSION CODES JELLY BEAN Padding Resources Dimension Pixel Size dimen margin medium Child Count overview Items length current boolean Last Selected Index Holder Visibility VISIBLE return Suppress Warnings unused Event Main Thread Stats Events Views Updated event should Fragment Visits Data reset Highlight update Section Error Tapped tapped Added Below Network Utils Connection STATS received calculated Simple Format Calendar First Week MONDAY final parsed switch Timeframe case break WEEK yyyy Millis Constants INPUT DATE FORMAT MONTH Actual Maximum YEAR DECEMBER Parse UTILS call request made cannot Blog Word Press Local Table Changed Analytics track With Details Tracker TAPPED CHART Context Upper Case 
org.wordpress.android.ui.stats.StatsClicksFragment,Suppress Warnings unused public void Event Main Thread Stats Events Clicks Updated event should Fragment return Group Expanded clear update Section Error null show Override String Title string stats view clicks 
org.wordpress.android.ui.stats.StatsInsightsTodayFragment,Override public void Attach Activity activity super Listener Insights Today Click catch Class Cast Exception throw String must implement View Create Layout Inflater inflater Group container Bundle saved Instance State view Text module Title find stats title Stats Visitors Views Fragment Overview Label VIEWS Buttons Color Resources color link text return Suppress Warnings unused Event Main Thread Events Updated event should Visits Model update Section Error null show Added Clicked string insights today 
org.wordpress.android.ui.stats.StatsReferrersFragment,Suppress Warnings unused public void Event Main Thread Stats Events Referrers Updated event should Fragment return Group Expanded clear update Section Error null show Override String Title string stats view referrers 
org.wordpress.android.ui.stats.StatsInsightsMostPopularFragment,Suppress Warnings unused public void Event Main Thread Stats Events Insights Popular Updated event should Fragment return Model update Section Error null show Override String Title string stats insights popular 
org.wordpress.android.ui.stats.StatsViewAllActivity,Override public void Create Bundle saved Instance State super Content View layout stats activity view Action action Support null Display Home Enabled true Title string Outer Scroll find scroll Swipe Refresh Helper this Custom Layout Listener Started Network Utils check Connection Base Context Refreshing false Updating Stats return STATS already updating refresh cancelled Local Blog Activity LOCAL TABLE BLOG Serializable Data Abstract Fragment REST RESPONSE instanceof Rest Response Timeframe ARGS TIMEFRAME Date String SELECTED DATE Type VIEW TYPE Pager Selected Button Index PAGER BUTTON INDEX final Position SAVED SCROLL POSITION post Delayed Runnable Finishing Constants DELAY else Intent extras Extras Text Empty TITLE Toast make Resources generic error LENGTH SHORT show finish date summary switch case POSTS PAGES REFERRERS CLICKS GEOVIEWS AUTHORS VIDEO PLAYS SEARCH TERMS Labels Visibility VISIBLE break default GONE Manager Transaction begin Inner replace single fragment commit Allowing Loss Analytics track With Details Tracker ACCESSED Word Press Suppress Warnings unused Event Main Thread Events Update Status Changed event Front boolean Options Item Menu item android home Back Pressed 
org.wordpress.android.ui.stats.StatsWPLinkMovementMethod,public static Link Movement Method Instance null Stats return Override boolean Touch Event Text View widget Spannable buffer Motion event action Action ACTION Total Padding Left Scroll Layout layout super line Line Vertical Offset Horizontal link Spans class length String UTILS Tapped starts With https wordpress stats Utils make Https contains chrome else Opening Authenticated browser User Account Helper Default Name apache commons lang Empty Activity open Using WPCOM Credentials Context true 
org.wordpress.android.ui.stats.StatsPublicizeFragment,Suppress Warnings unused public void Event Main Thread Stats Events Publicize Updated event should Fragment return Data Model update Section Error null show Override String Title string stats view publicize 
org.wordpress.android.ui.stats.ScrollViewExt,public Scroll View Context context super Attribute attrs Style void Listener scroll this 
org.wordpress.android.ui.stats.StatsConstants,
org.wordpress.android.database.CommentTableTest,public void test Comment Equal create 
org.wordpress.android.database.WordPressDBTest,
org.wordpress.android.TestUtils,public static Lite Database load From Dump Context target test String filename delete DATABASE NAME Word Press Field class Declared Accessible true assert Null Input Stream Assets open Reader input Buffered line read Line null Text Utils Empty continue exec catch android database sqlite Exception close return Such True false Illegal void reset Event default Instance clear Default Shared Preferences settings Manager Editor editor commit drop Application State context current Blog Sign Test convert java util Scanner Delimiter Next next Hash Object string value Value else Date gson Java final Simple Format yyyy Locale ENGLISH parse Parse Time cast instanceof inject Double Math round Array array hash 
org.wordpress.android.FactoryUtils,public static void init With Test Factories force Factory Injection XMLRPC class Rest Client Auth Authenticator System Service TESTS Mocks factories instantiated 
org.wordpress.android.DefaultMocksInstrumentationTestCase,
org.wordpress.android.PostUploadServiceTest,public Post Upload Service Test super class Factory Utils init With Factories void test Startable Intent start Class Context 
org.wordpress.android.UserAgentTest,public void test Default User Agent String default Word Press assert Null must True empty string length False contain name contains USER AGENT APPNAME user substring derived from 
org.wordpress.android.InstanceIDService,Override public void Token Refresh start Service Intent this Registration class 
org.wordpress.android.JavaScriptException,public Java Script Exception String file line message super File Line fill Stack Trace Override Throwable Element return this 
org.wordpress.android.GCMMessageService,Override public void Message Received String from Bundle data NOTIFS null notification message content received Aborting return Text Utils equals origin helpshift Helpshift Helper Instance handle Push this Intent Extras contains title string name result Main Activity class Flags FLAG ACTIVITY CLEAR TASK Pending pending UPDATE CURRENT Analytics Tracker Mixpanel show Notification drawable icon Account Signed Word Press synchronized Handle Default boolean should Circularize Note Icon note Type Empty false switch case PUSH TYPE COMMENT LIKE AUTOMATTCHER FOLLOW REBLOG true default static clear Notifications Active Count size remove Context context Manager Compat Integer push cancel Service GROUP NOTIFICATION bump Tapped NOTE Stat TAPPED flush 
org.wordpress.android.GCMRegistrationIntentService,public Registration Intent Service super void send Token String Text Utils Empty NOTIFS Sending token remote services Account Helper Signed Word Press Shared Preferences preferences Manager Default this uuid Notifications WPCOM PUSH DEVICE UUID null random edit apply TOKEN register Device Push Helpshift Instance Analytics Tracker else remove 
org.wordpress.android.WordPressDB,public Word Press Context this context open Create Database DATABASE NAME null exec CREATE TABLE BLOGS POSTS CATEGORIES QUICKPRESS SHORTCUTS MEDIA THEMES Site Settings Table create Comment Tables Suggestion current Version boolean Install VERSION updgrading database from version switch case BLOGID UPDATE LOCATION FLAG DOTCOM USERNAME PASSWORD HTTPUSER HTTPPASSWORD migrate Passwords delete FORMATS SCALED IMAGE WIDTH LOCAL CHANGES FEATURED HOME OPTIONS Account PARENTID ADMIN FILE THUMBNAIL UNIQUE UPLOAD STATE HIDDEN VIDEOPRESS SHORTCODE reset DROP PREFIX NOTES remove Credentials Preferences Comments INDEX Uploaded Local Drafts migration Email Address Field simperium store Theme update Dotcom Flag First Name Last About Fields Date PLAN PRODUCT Lite return static void Blog blog Content Values values home Home username Username password encrypt httpuser Httpuser httppassword Httppassword image Placement Image center Thumbnail false full Size Width Remote dotcom plan product Plan short Short else Null Admin Hidden insert List Integer Blogs Cursor Query SELECT DISTINCT FROM Array while Next finally Utils close String Object extra true limit should Hide Jetpack Vector hide Args format Text Empty query Rows Count blogs Hash Index length Collections sort Comparator Visible COUNT WHERE Visibility visible args result local save Featured Capable Full post Formats Post blogid Scaled scaled options Options rows Affected Quick Shortcuts Posts Deletes things wisely dangerously COMMENTS Current long remote Instantiate object param instance found instantiate fields Column decrypt Long Powered Stats Login accounts break most recently active This will persist between application launches Shared preferences Manager Default Editor editor last commit Prefs Activity returned there array instanceof Saves list posts objects table Page pages overwrite Changes which determines whether with changes size begin Transaction continue postid title Created Time created Timezone Offset description link perma Link Categories categories JSON json Category custom Custom equals longitude latitude excerpt more allow comments pings slug author display thumbnail status userid parent keywords where Clause Result Successful Pages DESC From Title Description More Json Keywords Status Location Excerpt media Paths Media category synchronized Parent clear Spec SECRET Bytes Secret Factory Instance generate Cipher cipher init ENCRYPT MODE encryped Base encode Final DEFAULT catch Exception encrypted byte Without decode DECRYPT plain Unmoderated select hold File COLUMN PATH TITLE DESCRIPTION CAPTION Caption HORIZONTAL ALIGNMENT Horizontal Alignment HEIGHT Height MIME TYPE Mime Type Video CREATED Code State Marked cursor upload file given first files NULL uploaded queued failed uploading ORDER LIMIT Files search Term Lower Case Locale LIKE Given returns corresponding video stored shortcode Shortcode string Exists Images mime filtered selected Sequence Unattached start Queue Update state Event Changed caption states Useful cleaning stuck Uploading Failed item locally deletion without actually deleting them DELETE deleted Deleted DELETED marked scheduled Item Items WPCOM theme AUTHOR Author SCREENSHOT Screenshot DEMO Demo STYLESHEET Stylesheet PRICE Price CURRENT Themes columns selection Free Premium screenshot demo stylesheet price 
org.wordpress.android.WordPress,protected boolean Thread Runnable public void long time Delete System current Time Millis Stats Table CACHE MINUTES delete Word Press Context start return true static Bitmap Cache null Memory Runtime cache Size Override Create super Date Clock elapsed Realtime this Profiling Utils Startup enable Recording UTILS Package Debug Build Fabric with Crashlytics version Name Version init Http Response Event EVENT builder Subscriber Messages false send throw Exception install Default register Rest Client User Agent setup Volley Queue Lock Manager Instance Available Feature Enabled Current Disabled Activities String wordpress android Share Intent Receiver Activity Helpshift Helper Application Lifecycle Monitor application Component Callbacks Analytics apply Locale called before activity service receiver while background sticky want make network request other heavy tasks This deferred Init method when user starts first sees screen allows have calls startup instead Deferred Initialisation check Play Services Registration class configure Simperium Account Signed fetch Details Request HTTP Stack image Loader Image Batched Delay Auth Authenticator authenticator Factory instantiate Failed Listener post Core Events Unauthorized REST CLIENT VERSIONS connection Result Google switch case Connection SUCCESS SERVICE UPDATE REQUIRED Error Dialog default MISSING DISABLED INVALID NOTIFS unavailable result currently active blog already determine last from used just select Blog Visible Remote attempt Restore Last Active specified param retrieve could retrieved catch Object accounts Blogs Integer value Hidden Visibility returns remote wpcom Note must context Tracker track ACCOUNT LOGOUT remove Related Data Completely Suppress Warnings unused Main event Self Certs empty Store File General Security cleaning flush Session clear Abstract Password dangerously Content cancel Requests Notifications unregister Device Push Config Text Empty Token Cloud Messaging INSTANCE SCOPE Could signout Prefs reset Reader Database Widget Provider update Widgets Logout Buckets Deauthorize Login login Gson gson Type type Options Json home Index substring else replace xmlrpc CODES JELLY BEAN Settings View Android Null Pointer USER AGENT APPNAME Returns locale parameter which require response localized Params device Language Code params Hash 
org.wordpress.android.Constants,
org.wordpress.android.util.AutolinkUtilsTest,public void test Null String Autolink Utils auto Create Links null Empty source Test output assert Equals Blacklisted http expected href nhttp youtube watch Mixed Urls salut hello Existing Href Undetectable testhttp 
org.wordpress.android.util.WPHtmlTest,public void test Start throws Such Method Exception Illegal Access Spannable String Builder text Attributes attributes Impl Html Spanned Converter converter null method class Declared start Image Getter Accessible true invoke catch Invocation Target assert True failed false 
org.wordpress.android.util.WPUrlUtilsTest,public void test Safe Auth Token assert False Utils safe Word Press wpcom Address True Wpcom build WPCOM String WPCOMURL WPCOMURI NOTWPCOM 
org.wordpress.android.util.UrlUtilsTest,public void test Host assert Equals Utils http https 
org.wordpress.android.util.ApiHelperTest,public Helper Test super Factory Utils init With Factories void test Refresh Blog Content throws Interrupted Exception XMLRPC Prefix Instances malformed software version final Count Down Latch count dummy Task Generic Callback Override Success assert True true Failure Error Type error String Message Throwable throwable false execute await Time Unit SECONDS Empty Response empty Spam Spammed Comment Mode CUSTOMIZABLE comment already spammed null edit Status SPAM Equals 
org.wordpress.android.util.GenericCallback,public void callback 
org.wordpress.android.util.CrashlyticsUtils,public static void Exception Throwable Type exception String message Fabric Initialized return null Crashlytics name MESSAGE EXCEPTION Extra value Float float Bool boolean 
org.wordpress.android.util.AniUtils,public long Millis Context context switch this case LONG return Resources Integer android integer config Anim Time MEDIUM medium default short 
org.wordpress.android.util.WPWebViewClient,public View Client Blog blog super this Token Account Helper Default Access Override boolean should Loading view String equals file android asset webkit load return true void Page Finished Started Bitmap favicon Received Http Auth Request Handler handler host realm null Valid HTTP Credentials domain From Utils Host Scheme Needed false current Domain proceed Httpuser Httppassword Error error Self Signed Certs Manager Instance Context Certificate Trusted catch General Security Exception Resource Response Intercept string image Private Image make Https Malformed READER safe Word Press Text Empty Connection open Property Authorization Bearer Read Timeout Rest REST TIMEOUT response Content Type Encoding Input Stream Class Cast POSTS Invalid connection type post detail request Message 
org.wordpress.android.util.AuthenticationDialogUtils,Shows toast message unless there authentication issue which will show alert dialog public static void Toast Auth Alert Context context Volley Error error String friendly Message null return boolean Invalid Token false JSON Object Utils volley description code equals invalid request Lower Case contains incorrect username password true else token catch Exception instanceof Activity View fallback Text Empty string generic Limit reached limit Duration LONG activity Dialog Fragment DEFAULT RESOURCE title final ALERT credentials Finishing Word Press Current Blog Dotcom Flag Intent sign Sign class Extra AUTH ERROR Flags FLAG ACTIVITY SINGLE start Result REQUEST CODE Manager find Transaction begin Title commit Allowing State Loss 
org.wordpress.android.util.HelpshiftHelper,public String return Value static tags null length synchronized Helpshift Helper Instance void init Application application Hash Boolean config enable Notification false Core Support install Build Config HELPSHIFT DOMAIN Delegate Override session Began Ended Conversation Started user Replied Analytics Tracker track Stat SUPPORT SENT REPLY MESSAGE Completed Customer Satisfaction Survey display Attachment File file Receive Show conversation activity Automatically default metadata this show Activity origin ORIGIN UNKNOWN Object properties SCREEN OPENED Tags users start from screen Register device token servers param registration register Device Token Context context Text Utils Empty Metadata Array Handle push notification handle Push Intent intent conversations object store careful with type used Nothing specified documentation Better needed specific like Data 
org.wordpress.android.util.WPActivityUtils,public static void Toolbar Dialog final Fragment context dialog String title Added null return toolbar Build VERSION CODES JELLY BEAN find View android list Linear Layout root Parent Inflater from Activity inflate wordpress layout false else content Group Child instanceof List remove Views height Typed Value Theme resolve Attribute attr action Size true complex Dimension Pixel data Resources Display Metrics Height Padding Window Animations style Text Visibility VISIBLE Title Content Insets Absolute Navigation Icon drawable arrow back white Click Listener Override dismiss Checks link first child element given removes exists Originally added prevent crash that occurs with nested Preference Screens Utils reproduced turning keep activities Developer options From Status Color window color LOLLIPOP clear Flags Manager Params FLAG TRANSLUCENT STATUS DRAWS SYSTEM BACKGROUNDS Context hide Keyboard view Input Method input System Service INPUT METHOD SERVICE Soft Token apply Locale Shared Preferences shared Default contains Settings LANGUAGE PREF Configuration locale Language Country Empty equals resources conf update Themed Compat Action Support 
org.wordpress.android.util.WPUrlUtils,public static boolean safe Word Press Auth Token String return Utils Https Host ends With wordpress equals null false Gravatar gravatar 
org.wordpress.android.util.WPHtml,Returns displayable styled text from provided HTML string tags will generic replacement image which your program then through with real images This uses Soup handle including brokenness found wild public static Spanned Html String source Context Post post Image Width return null specified Getter request representation want this Handler unknown specify Parser parser Property schema catch Recognized Exception throw Runtime Supported Converter converter Builder within gallery shortcode Media Gallery Shortcode Random orderby rand Type equals columns Columns else type Retrieve span content media file that exists server Content File length boolean Video Source Text Utils Empty Press Code Height mime Mime format video width height controls href Click view alignment switch Horizontal Alignment case alignnone break alignleft aligncenter alignright class size full title Title caption Caption inline local Blog current Word instantiate Local Integer Original Size Math Dotcom Flag html Encode 
org.wordpress.android.util.WPLinkMovementMethod,public static Link Movement Method Instance null return Override boolean Touch Event Text View text Spannable buffer Motion event super catch Activity Found Exception UTILS show Tapped Context true 
org.wordpress.android.util.DateTimeUtils,public static String java Date Time Span final date null return long passed current System Millis seconds Since Word Press Context string reader timespan minutes Long hours days Utils format FORMAT YEAR ABBREV Java Format formatter parse catch Parse Exception local Local Zone Default Offset From Daylight Savings Between Diff milliseconds Math Timestamp boolean Same Year false Month timestamp Stamp util 
org.wordpress.android.util.BitmapLruCache,public Bitmap Cache Size super Override String return this void bitmap 
org.wordpress.android.util.CoreEvents,
org.wordpress.android.util.WPPrefUtils,Gets preference sets link android Preference Change Listener public static Click Fragment listener find String null return Removes from Category with given void remove parent Name Group child Font Default Style Normal Variation Typeface Context context Cache FAMILY DEFAULT NORMAL Bold Light Semibold LIGHT BOLD Styles Text View display large title against dark background layout Title view size Resources Dimension Pixel Size dimen extra Attributes color white light Dark grey medium sized header elements Subhead Enabled lighten smaller Body darken very helper Caption button Flat Button blue Raised editable field Input Edit Hint Color Single Line true selected numbers widget Number Picker Selected triple Peek typeface Typed Value COMPLEX UNIT locale language code Locale Code Utils Empty length REGION LANG CODE substring SUBSTRING INDEX Creates codes Word Press generate Language Activity activity Array array Codes Hash Generates strings Used entries Nullable Pair create Sorted Display Strings Char Sequence entry capitalize Collections sort Collator Instance sorted Entries Values split detail currently dialog Detail Return Country 
org.wordpress.android.util.WPRestClient,public Rest Client Request Queue queue Authenticator authenticator this REST CLIENT VERSIONS version User Agent Word Press Reply comment using Note object https developer wordpress docs post sites posts replies void reply Comment Listener listener Error error String params Hash COMMENT REPLY CONTENT FIELD Content Path null content path format comments Follow given domain follows Site Unfollow mine delete unfollow Update seen timestamp notifications mark Notifications Seen Moderate moderate status themes Themes limit offset current Current stats clicks Stats Clicks geoviews country Geoviews most commented Most Commented blog commenters Commenters referrers Referrers search engine terms Search Engine Terms tags categories Tags Categories authors Authors pages Posts video plays Video Plays summary Summary videos Description rest fields description This method simulating Studio simulator should removed once other implemented final xlstudio apis Async Task Void JSON Object Override protected Background Http Connection conn Buffered Reader line result open Method Property SIMULATOR ACCESS Input Stream while read Line close return catch Exception print Stack Trace Execute Response else Volley execute Make request with Retry Policy retry make Absolute Default TIMEOUT RETRIES BACKOFF MULT Check send POST 
org.wordpress.android.util.DialogUtils,public static void show Profile Dialog Context context String title initial Text hint boolean Multiline final Callback callback Layout Inflater layout from View prompt inflate profile dialog null Alert Builder alert find label Edit edit input Utils Empty else Visibility GONE Lines Selection length Cancelable true Positive Button string Interface Click Listener Successful Input Negative cancel create 
org.wordpress.android.util.RateLimitedTask,public Rate Limited Task Seconds void force Last Update Date synchronized boolean return true false null Time Utils seconds Between 
org.wordpress.android.util.AutolinkUtils,public static String auto Create Links text null return Pattern compile http https mailto Matcher matcher Buffer string while find whitespaces group boolean blacklisted false provider PROVIDERS matches true append Replacement href else Tail 
org.wordpress.android.util.VolleyUtils,public static String From Volley Error volley JSON Object json null return Utils error status Code network Response data headers content Type Content equals application response catch Unsupported Encoding Exception void cancel Image Requests Queue request Filter filter Override boolean apply instanceof false true Custom HTTP Client Stack Needed Blog current Valid Auth Credentials Http final Context Delayed Hurl 
org.wordpress.android.util.WPMeShortlinks,Converts base number param return String public static wpme sixtwo double Builder index abcdefghijklmnopqrstuvwxyz ABCDEFGHIJKLMNOPQRSTUVWXYZ append Math floor substring catch Index Bounds Exception UTILS Connot convert null Returns post shortlink blog Blog that contains page Post want calculate returned object empty wpcom jetpack case errors Shortlink Dotcom Flag Jetpack Powered Remote type Name Utils Null Slug Status Enum PUBLISHED length else Double parse Number Format cannot converted Page blogid Text Empty http Word Press instantiate Local Table With Protocol Home 
org.wordpress.android.util.AnalyticsUtils,Utility method refresh mixpanel metadata param username Word Press email address public static void Metadata String Shared Preferences preferences Manager Default Context session Count Analytics Tracker Mixpanel SESSION COUNT boolean User Connected Account Helper Signed Jetpack Pack Blogs version Code Package Utils Version Name Email content Html from replace return split length Bump passed Stat CURRENT blog details into properties bump track With Current Details null Properties attach event Object object Dotcom Flag Powered STATS wpcom Tracking analytics without info Hash BLOG JETPACK else REMOTE Long remote parse catch Number Format Exception reader post Reader Post POST FEED feed ITEM Item 
org.wordpress.android.util.JSONUtilsTest,public void test Query JSON Null Source Utils query Object null Array Return Value 
org.wordpress.android.util.UrlUtilsTest,public void test Domain From With Empty String Does Return Null assert Utils Host wordpress Returns http host True equals Append Parameter append preview true Equals pony unicorn relative Parameters params Hash failed false Https False build xmlrpc https 
org.wordpress.android.util.ShortcodeUtilsTest,public void test Video Press Shortcode From assert Equals wpvideo abcd Utils Null null Correct Code Invalid other 
org.wordpress.android.util.AppLog,Capture displayed Viewer Activity param enable boolean flag capture Default false pass true recording public static void Recording Enable Sends VERBOSE message Used identify source usually identifies class activity where call occurs would like logged String Utils Null Entry Level DEBUG INFO WARN ERROR exception Throwable Message Stack Trace with volley Error status Code Text Empty return else 
org.wordpress.android.util.PackageUtils,Return true Debug build false otherwise public static boolean Build return Config DEBUG Package Info Context context Manager manager Name catch Found Exception null version code read Version Code package name string String 
org.wordpress.android.util.ProfilingUtils,public static void start String label Instance reset split Label Split dump stop null Profiling Utils init Splits Array List Long Labels else clear return long System Clock elapsed Realtime PROFILING begin final first size prev 
org.wordpress.android.util.StringUtils,public static String merge Arrays array null length return List result retain size convert HTML Tags Upload source replace strong Display asploded split Builder wrapped trimmed append else Integer Hash input Message Digest Instance byte message digest Bytes number catch Such Algorithm Exception UTILS while unescape html Html from Null returns true strings equal boolean equals capitalize final char first Char Character Title Case substring remove Trailing Slash Text Utils Empty ends With Photon image http https Unicode Surrogate Blocks Entities offset codepoint Point current High Emoticons Smilies Code Escaped Count Used language where region displayable with languages name must between characters inclusive empty returned that case recognized link Locale this method given Language languague This ensures output only valid unicode specified standard reference please href will param whose want stripped Valid Characters FFFD FFFF default Value value Number Format long Long Formats quantity using arguments need because translation platform doesn support Android plurals zero desired identifier when exactly other used correct Quantity Context context format 
org.wordpress.android.util.GeocoderUtils,public static Geocoder Context context Present return null Locale Default catch Null Pointer Exception cannot Istantiate UTILS Cannot instantiate Address From Coords double latitude longitude address List addresses Location Unable parse response from server service hitting frequently size Name String location Results Failed coordinates locality admin Area country Locality Admin Country equals Latitude Longitude 
org.wordpress.android.util.ServiceUtils,public static boolean Service Running Context context Class service Activity Manager manager System ACTIVITY SERVICE Info Services Integer VALUE Name equals return true false 
org.wordpress.android.util.PhotonUtils,public static boolean Mshots final String image return null contains mshots Photon Image width height Quality MEDIUM quality Text Utils Empty scheme index remove Query query strip switch case HIGH break default resize else wordpress Https https substring length 
org.wordpress.android.util.UserEmailUtils,primary account return name matches email address pattern found empty string else public static String Primary Email Context context Account Manager null accounts Accounts Pattern Patterns EMAIL ADDRESS matcher catch Security Exception UTILS missing ACCOUNTS permission 
org.wordpress.android.util.SystemServiceFactory,public static Object Context context String name Factory null System Service Default return 
org.wordpress.android.util.NetworkUtils,returns true network connection available public static boolean Network Available Context context Info info Active null Connected user connected Type Connectivity Manager TYPE WIFI airplane mode been enabled Target VERSION CODES JELLY BEAN Suppress Warnings deprecation Airplane Mode Build Settings System Content Resolver AIRPLANE MODE else Global there active otherwise displays toast error false check Connection Toast Utils show string message 
org.wordpress.android.util.ToastUtils,public static Toast show Context context string return Duration SHORT duration String toast make Text LENGTH LONG Gravity CENTER 
org.wordpress.android.util.HtmlUtils,Removes html from passed string relies Html which handles invalid HTML very slow avoid using this where performance important param text String containing return without public static strip final Text Utils Empty trim This much faster than should only used when know since regex will unpredictable Strip last Index replace contains Start Unescape Convert entities actual Unicode characters commons apache lang decoded unicode null Escape unescape Converts color resource context Android Context Color format FFFFFF Resources catch Found Exception script blocks added project after noticing comments posts that Sociable plugin http wordpress plugins sociable have followed CDATA section show href Wordpress Plugin tags Script Builder start index while delete alternative supporting blockquote replacing Emoticons Emojis Image Getter Spannable Handler Runtime runtime With Quote spans Spans length class Flags Foreground remove Spanned 
org.wordpress.android.util.MapUtils,public static String final null contains return default Value Integer parse catch Number Format Exception long Long Date Class Cast boolean Bool value Empty false starts With equals Ignore Case true 
org.wordpress.android.util.FormatUtils,public static final String format value return Integer Instance Decimal 
org.wordpress.android.util.SystemServiceFactoryAbstract,public Object Context context String name 
org.wordpress.android.util.MediaUtils,public static boolean Valid Image String null return false Lower Case ends With jpeg Document docx Powerpoint pptx ppsx Spreadsheet xlsx Video contains video Audio aiff Date long date Simple Format yyyy Locale ENGLISH Time Zone format File state equals queued uploading retry failed Last Recorded Activity activity proj Media Store content EXTERNAL CONTENT sort Order Columns DATE TAKEN DESC Cursor Loader loader cursor Background move First parse Long Minimum Width Context context Stream image Blog Setting Integer VALUE Original Size value catch Number Exception POSTS dimensions Utils Picture Math else media starts true download External cache mime Type Content Resolver android Environment Storage State MEDIA MOUNTED Folder images Directory Word Press Application Cache exists mkdirs Input input open UTILS returned file Name System current Millis Mime Singleton Extension From Output output byte data count while write flush close from Found Malformed stream Bitmap Factory Options options Just Decode Bounds decode original Text Empty Path Guessing encode Connection guessed unknown trying type here with Error Data Ignore extension mimetype split length 
