"sentence","category","transformed_sentence"
"Great no ads open source
Worked perfectly For me, this app have enough features and good design without any bloat ware and ads, its absolutely free.","OTHER","sourc design app featur ware bloat"
"I tried solid explorer first but when i paid them for full version, it failed but my money was gone.","PROBLEM DISCOVERY","money paid fail version tri gone explor"
"How the hell do you navigate back a folder?","INFORMATION SEEKING",""
"Not intuitive at all.","OTHER",""
"In the sidebar, it just shows the SD card and doesn't shows the internal phone storage.","PROBLEM DISCOVERY","storag card phone sidebar"
"How can I access my internal phone storage while it isn't showing it?","INFORMATION SEEKING",""
"Wonderful app !","OTHER",""
"It does everything and it's so easy to operate.","OTHER",""
"Many thanks go to the developers from this direction !","OTHER",""
"Almost perfect - needs an AMOLED black theme.","OTHER",""
"But still a very good file manager.","OTHER",""
"Great file manager!","OTHER",""
"Free, open source, material, and all the features you'd expect
Iball slide I wanted a lollipop style file manager
Awesome Bro check hardware setting key on it.","OTHER","sourc hardwar expect featur key materi bro style manag file check slide set"
"Thanx.","OTHER",""
"Easily one of the best If not THE best file management app out there.","OTHER",""
"Minimalistic features (kinda) but such a good user experience.","OTHER","user kinda experi featur"
"Good, light manager The manager is very good and navigation is also easy.","OTHER",""
"Its light size is a big advantage to this app.","OTHER",""
"Easy and clean interface Has all file explorer and no nonsense.","OTHER","interfac nonsens explor file"
"Love the lots of customisation options.","OTHER","love lot custom option"
"Working now It's awesome
Hmm.Thank you.","OTHER",""
"!","OTHER",""
"Loved the New UI Alot.","OTHER",""
"!","OTHER",""
"Best app, a MUST HAVE surely.","OTHER",""
"Very fast, has everything and it's open source
Simple & elegant look.","OTHER",""
"Material design.","OTHER",""
"Thank u
In a phone, it's unusual to need a file manager.","OTHER","manag thank file phone"
"This one fits the role perfectly for everyone's basic needs.","OTHER",""
"It's open source, uses material design and includes a couple of extras you might want if you're using a file manager after all: a text editor to view or modify text files and a ZIP archive manager.","OTHER","sourc includ text archiv design use editor modifi coupl extra manag file zip view"
"Excellent, clean file manager.","OTHER",""
".","OTHER",""
"Best one Just one word.","OTHER",""
"Awesome!!!","OTHER",""
"UI is beautiful
ES File Explorer Killer ES has turned to spammy methods to their ads and the UI Is dropping quality.","OTHER","ammi killer qualiti explor drop method"
"This File Explorer uses a pure nexus-like material interface.","OTHER","interfac materi explor nexu file"
"If you have ES and hate the new UI and spam, GET THIS NOW
Excellent look and feel It's my goto for file browsing and OI when it doesnt work.","PROBLEM DISCOVERY","hate pam brows look file feel goto"
"Please add multi move feature.","OTHER","move add pleas featur"
"Awli
Free SMB support Was looking for a file explorer with free SMB support, found this app, was not disappointed
Clean, simple, open source.","OTHER","sourc support app found sob explor look file simpl"
"Highly recommended.","OTHER",""
"The best of the best.","OTHER",""
"Period.","OTHER",""
"The best I have used from all the top rated and recommended file managers and this one is superior in presentation and average in flexibility.","OTHER","rate flexibl present manag file recommend averag"
"If there is something missing g it is the unzipping feature but I have a personal favorite for that so there is no problem.","PROBLEM DISCOVERY",""
"5 STARS.","OTHER",""
"Simply perfect
Great app
The Most Beautiful File Manager I've seen!","OTHER",""
"Truly amazing.","OTHER",""
"Looks great
This app.","OTHER",""
".is amazeballs.","OTHER",""
"Five stars Yeahh u fix the share problem.","INFORMATION GIVING",""
"Good job dev.","OTHER",""
"Bug found.","OTHER",""
"When i open Settings &gt; Color , the title bar doesn't exist.","OTHER","exist color set bar titl"
"And suggestion, add features 'quick apply' for color.","FEATURE REQUEST","add appli featur color quick suggest"
"Just when I thought all file explorers were ugly, this OPEN SOURCE AD-FREE one showed up.","OTHER",""
"I'm never removing this from my phone.","OTHER",""
"And it's the only app I have used which has a cool UI and supports root access!","INFORMATION GIVING","support app root acc"
"Awesome devs.","OTHER",""
"Maybe I'll make a PR sometime.","OTHER",""
"I hope it's OK :)
Pure awesomeness, loving it!","OTHER",""
"Great Best file manager without adware
An efficient file manager for your Android device with intuitive user interface.","OTHER","interfac user manag devic file"
"Simple yet powerful, best file manager for me
Very Good The Best File Manager Ever………  Its No .","OTHER",""
"One In The World xD Loved Loved Loved itttttt.","OTHER",""
"Very clean UI Simple, clean and easy to use.","OTHER",""
"Just what I was looking for.","OTHER",""
"I fully support open-source!","OTHER",""
"Simple, effective, clean and customizable.","OTHER",""
"Doesn't get much better than this.","OTHER",""
"Great file manager, great UI, no ads
Nice job so far But saving the 5th star for when its a little more stable.","OTHER","save star job manag file"
"************************************** Update 3/18/17 update seems much more stable.","OTHER",""
"great file manager goodbye to ES .","OTHER",""
"thank you.","OTHER",""
"*************
Good UI
DMT Day after day this app getting close to replace ES File Explore in my phone.","OTHER","app replac day explor file phone get"
"Keep up the good work guys
Good job and thank you Team Amaze.","OTHER","guy job thank amaz team"
"Simple, Customisable and Beautiful.","OTHER",""
"I was searching for a good file manager.","OTHER",""
"Has been using ES for some years.","OTHER",""
"Now it's became heavily bloated.","OTHER",""
"This is better than ES.","OTHER",""
"I don't know if there's any other file explorer that's better than this.","OTHER",""
"In my opinion this is the best.","OTHER",""
"I love the interface and cleanness of this file explorer.","OTHER","interfac love explor cleann file"
"It would be nice to have extensions to handle, for example, compressed archives.","FEATURE REQUEST","compress archiv extens handl exampl"
"EDIT: wait!","OTHER",""
"Amaze handles that, too!","OTHER",""
"Also, Amaze seems to have a much nicer UI than the other file managers I just downloaded, thinking I needed something separate to undo ZIPs.","FEATURE REQUEST","undo zip manag nicer file think download"
"Select-copy-paste is a doddle.","OTHER",""
"One small thing light be the navigation to parent folders.","OTHER","light parent navig folder"
"The back button works, but the breadcrumbs don't seem to link to other folders on a tap.","OTHER","tap breadcrumb link button folder"
"Maybe they're not meant to, but it would be nice if they did.","FEATURE REQUEST",""
"Świetny manager plików!","OTHER",""
"Tyle powiem.","OTHER",""
"Bardzo nowoczesne podejście do interfejsu, najlepsze UI wśród managerów, z których korzystałem, a to wszystko bez reklam i za darmo, czapki z głów.","OTHER","catalepsi armor strychnin manag cie korzystum ream podej"
"Moja sugestia - dodanie edycji uprawnień dla plików na telefonach z kontem root.","OTHER","contemn dyth root ani telethon ojav"
"Znalazłem też pewien bug - przy usuwaniu skrótów katalogów (jeden po drugim) aplikacja potrafi się zawiesić i wyłączyć.","OTHER","wieni portrait rugi applejack zawiesi bug znalaz skywrit czi pri catalog"
"Best
Been my go to file browser for awhile, not bloated and full of ads like some of the others out there.","OTHER","browser awhil bloat file"
"Like but there's no mega cloud with plug in you going to have access to mega cloud at any time soon.","OTHER","acc time cloud plug mega"
"Yes it does copy files but will return 0 bytes.","OTHER",""
"Bs
Very good
PANKAJ.KUMAR
Amazed.","OTHER",""
"?","OTHER",""
"Simple, elegant, Excellent.","OTHER",""
"It does what it says.","OTHER",""
"The only thing here is need to update navigation some times its bit confusing or else everything is fine.","OTHER","navig time updat bit"
"simple n clean interface
Excellent Lovely app with no issues so far , however my G+ account won't link to the app :3 can you kindly address this ?","OTHER","app issu addr account interfac link excel"
"It works!","OTHER",""
"Fast and free.","OTHER",""
"Almost perfect Absolutely love design, functionality is also great though I'd love to see  added Samba share browsing support.","OTHER","support share design love brows samba function"
"Thanks!","OTHER",""
"The best The best in the market.","OTHER",""
"the wallpaper when connected to g+ doesn't change
Kewl
Excellent look and feel It's my goto for file browsing and OI when it doesnt work.","PROBLEM DISCOVERY","wallpap chang connect keel brows look file feel goto"
"Great app.","OTHER",""
"Great app.","OTHER",""
"Materially Impressed As some other users have claimed, this app manages to implement material design without sacrificing some advanced features.","OTHER","app design claim impress featur user sacrif implement manag"
"Great job!","OTHER",""
"Just one thing I noticed: the action overflow menu doesn't overlay the action bar like it should.","OTHER","overlay notic menu action bar"
"I suggest using android.support.v7:appcomat
Bye Bye ES Excellent Job,Vishal.","INFORMATION GIVING","support use job suggest bye ppomattox"
"My replacement to ES FM on CM11.","OTHER",""
"Thanks for nice app :)
Amaze is really amazing.","OTHER",""
"Just one request to the developer that when we see the file in the folder it should display the size of that file also.","FEATURE REQUEST","request display develop folder size file"
"Deleted and Re-installed, Fixed Now Thank you for replying, dev!","OTHER","delet instal thank repli"
"I cleared data but it didn't work, so I just uninstalled and reinstalled Amaze.","PROBLEM DISCOVERY","clear reinstal instal amaz datum"
"Works like the first day I installed it again.","OTHER",""
"Thanks for your work.","OTHER",""
"Great file manager Looks awesome with MD.","OTHER",""
"New features are being added regularly too.","OTHER",""
"G+ integration I don't think the g+ sync is necessary (read: bloat).","FEATURE REQUEST","bloat sync integr read"
"Let's keep things basic; a file manager.","OTHER",""
"Keep up the good work.","OTHER",""
"Great Finally.","OTHER",""
"Had been waiting for the materialized FAB ever since I started using this file manager.","OTHER","use dab start manag file wait"
"Thank you soooooo much.","OTHER",""
"Slick design All the simple features needed!","OTHER",""
"Absolutely stunning!","OTHER",""
"Superb app Good work.","OTHER",""
"Love the animation and the statusbar tint😀😀
Keeps getting better!","OTHER","get love tint anim statu bar"
"For those reporting the crash.","OTHER",""
"I was able to fix that by deleting the cache and deleting the app data and then re opening the app
The Material Design is better than expected Despite being worried that the design may skimp on power features, I'm really impressed by Amaze.","OTHER","fix skimp app design worri datum expect featur delet materi impress amaz power cach"
"It's fully featured, but it's still beautiful.","OTHER",""
"Finally a fully open source file manager!","OTHER",""
"I used a LOT of file managers and can safely say that amaze is one of the best file managers around, its got all your basics covered and it's open source so yay!","OTHER","sourc lot basic amaz manag file cover"
"No ads!","OTHER",""
"Plus it has full material design, so it looks beautiful and minimalistic.","OTHER",""
"Love it Simple and easy to use.","OTHER",""
"5 star
Looks awesome and easy to use
Clean, easy to use, unbloated, free?","OTHER",""
"It's all I want from a file explorer.","OTHER",""
"I'm so keen to see what the paid version will have!","OTHER",""
"Best File Manager Not too much bloat.","OTHER",""
"Easy to use
Useful Very useful for rooted devices and interface is very simple.","OTHER",""
"Great material design look Very clean and neat material design look.","OTHER",""
"Able to read sdcard and no ads.","OTHER",""
"Perfect!","OTHER",""
"Simple yet powerful, 5 stars for being open source and ad free.","OTHER",""
"The only problem i have is that i cant play videos from samba share on vlc.","PROBLEM DISCOVERY","video share cant play"
"It works with the default video player.","OTHER",""
"It's a good app , provides every necessary feature and some additions like ftp and root explorer really help.","INFORMATION GIVING","addit app help featur root provid explor"
"MOST IMPORTANT no annoying ads.","OTHER",""
"One suggestion would be to have a search bar in app manager section
Great Open Source File Manager.","OTHER","sourc section manag file suggest search bar"
"Kudos to Developer.","OTHER",""
"Good one Its a very good file  manager.","OTHER",""
"Does what it needs to without unnecessary hassles.","OTHER",""
"Could have included an option for sharing files/folders though
Świetny manager plików!","OTHER","includ share folder manag option file pimplik"
"Tyle powiem.","OTHER",""
"Bardzo nowoczesne podejście do interfejsu, najlepsze UI wśród managerów, z których korzystałem, a to wszystko bez reklam i za darmo, czapki z głów.","OTHER","catalepsi armor strychnin manag cie korzystum ream podej"
"Moja sugestia - dodanie edycji uprawnień dla plików na telefonach z kontem root.","OTHER","contemn dyth root ani telethon ojav"
"Znalazłem też pewien bug - przy usuwaniu skrótów katalogów (jeden po drugim) aplikacja potrafi się zawiesić i wyłączyć.","OTHER","wieni portrait rugi applejack zawiesi bug znalaz skywrit czi pri catalog"
"My new favorite Android utility!","OTHER",""
"Fantastic it is also open source!","OTHER",""
"Great file manager !!!","OTHER",""
"Cool
Finally a simple free file explorer I've been waiting a long time for an app like this.","OTHER","time app explor file wait cool"
"Does exactly what I need and isn't trying to get me to buy features I don't care about.","INFORMATION GIVING","care buy tri featur"
"Make smaller list view and add more details in list view.","OTHER","add detail view list"
"Clean and simple It's exactly what I look for in a file exploring app.","OTHER","app explor look file"
"Perfect.","OTHER",""
"Love the seamless animations also
Best
Great App Looks good and blazing fast.","OTHER","love look blaze anim seaml"
"Probably the best 100% free FM out there.","OTHER",""
"Its awesome
It's really fantastic file manager light and really fast  And most wonderful thing it's free Developer did really good job
Prakash Good loved it
Really Good
As amazing as the name suggests It has everything I need and it's nice to look at.","OTHER","light awesom develop love job manag file look suggest name"
"The latest update is perfect, you added so many great options.","INFORMATION GIVING",""
"Thank you for making this app so customizable.","INFORMATION GIVING",""
"Very nice
Amazing file manager Have been trying so many file managers and since finding Amaze I've been recommending it to evryone.","OTHER","find tri amaz manag file recommend"
"Features are nice to have but I feel that being streamlined for me is key.","OTHER",""
"great design finally a file browser which works great and looks good!","OTHER","browser look design file"
"Love it!","OTHER",""
"Thank you very much
Epic UI Only one problem and that it can't erase system files when others can, but the UI is way better than any other.","PROBLEM DISCOVERY","epic thank system file"
"Really great Application!","OTHER",""
"I was looking for something like this.","OTHER",""
"It's very great looking application, thanks to developers for providing this.","OTHER","provid look applic thank develop"
"Just little bigs here n there.","OTHER",""
"Also provide support for cloud storage like Google drive.","OTHER","oogl support provid storag drive"
"Great !!","OTHER",""
"EXPLORER
Best!","OTHER",""
"Clean and simple It's great if you want a no frills file Explorer.","OTHER",""
"Only draw back is it seems to have no built in media player, which I often use to customize notification tones.","OTHER","player custom built tone medium draw notif"
"Really smooth Smooth with Android and colourful.","OTHER",""
"Nice Material Design !","OTHER",""
"Though its not as advanced as others, still UI is awsum :) hope you will add more features like 'file details', 'zip-unzip' in subsequent Updates :)
Great and simple, just I needed!!","OTHER","hope add unzip updat featur detail file zip"
":-)
OK Ok
Great!","OTHER",""
"Really nice Material design with many different available color options in the menu (one of my favorite features of this).","OTHER","menu design featur color materi option"
"Very functional with Root and ability to traverse / the root of Android.","OTHER","root android travers abil"
"Waiting for some of the upcoming features like better zip/rar/archive support, but you can still zip and unzip without issue currently.","OTHER","support unzip zip featur issu arr wait"
"Overall I love this app!","OTHER",""
"Looking forward to future updates.","OTHER",""
"Good Gud app","OTHER",""
"Simple & Attractive Perfect choice for someone looking for a simple, easy to use file manager.","OTHER","easi manag choic look file"
"UI is very modern and nice-looking, and color scheme can be customized.","OTHER",""
"Nice material UI , and the best File manager so far !","OTHER",""
"Best file manager for Android.","OTHER",""
"I noticed a small bug though.","OTHER",""
"Whenever a file is being downloaded from Chrome, Amaze will keep refreshing the directory in which the file is being downloaded to.","OTHER","chrome download amaz file directori refresh"
"Best File Manager
Crisp and clean Very effective and easy to use.","OTHER",""
"Good It solve other apps problems and is easy to use and small enough
Best free file explorer I've tried!","OTHER","solv tri explor pap file"
"Good Great file manager
Best file manager I found so far Simple to use, not cluttered with unnecessary features.","OTHER","clutter featur manag file found"
"Does what it is supposed to do.","OTHER",""
"Clean with an attractive UI and customization options.","OTHER",""
"Amazing
Arpan Nice
Perfect Replacement For ES File Manager One of the best apps after the update
Lovely It not very good but solid file explore is best
Fantastic Loving it
Looks promising.","OTHER","updat promis replac love explor manag pap file look rpanet"
"SFTP support would be great.","FEATURE REQUEST",""
"Great Indian App.","OTHER",""
"A simple looking File Manager with Material Design with supported file.","INFORMATION GIVING","support design materi manag look file"
"Really Amaze.","OTHER",""
"Keep it up.","OTHER",""
"Cool this file explorer is the most humanizational one i have used.and it is quite easy to use
Amazing All in one app.","OTHER","app explor amaz cool file"
"Root Browser,Zip,Rar etc.","OTHER","root etc browser zip arr"
"Good job
Nice and smooth!","OTHER",""
"Awesome!","OTHER",""
"Well done!","OTHER",""
"Can't wait to see what else is added.","PROBLEM DISCOVERY",""
"Amazing Really an amazing beautiful app.","OTHER",""
"Awesome!","OTHER",""
"I have a suggestion, please when i select multiple folders, give an option to see the properties or total space used
Keren Ini file manager yang keren, UI nya yang material juga bagus.","OTHER","properti jug nay bag select materi keen folder yang manag option pleas file suggest space"
"Semua fiturnya berguna banget.","OTHER",""
"best material design file manager
Exceptional Fabulous ui.","OTHER","design materi manag file except"
"But it's force closing sometimes.","OTHER",""
"When I try to open image
Simple and fast I have already used many file explorer but this one is best ,its small, simple and fast.","INFORMATION GIVING","fast simpl explor imag tri"
"No lags= good job=5¤
Simple but powerful.","OTHER",""
"Dev please get another icon.","FEATURE REQUEST",""
"This one is no good.","OTHER",""
"Goo I like it
This app juse ""Amaze"" me!","OTHER",""
"The best File manager app with lots of customizations 😊
please support cloud storage services :)
Good job!","OTHER","support lot servic app custom cloud job manag file storag"
"Been sick of es file manager's confusing UI and ads.","OTHER",""
"This app along with a fresh material design has various functions and is perfectly a substitute for es.","OTHER","design app materi substitut function"
"Works great No feature bloat is the best feature.","OTHER",""
"Does one thing and it does it well.","OTHER",""
"Great and simple, just I needed!!","OTHER",""
":-)
Great file manager Does everything a file manager should.an the ftp and root.","OTHER",""
"With.","OTHER",""
"No bloat
Uhm, very nice.","OTHER",""
"How come you guys got it right?","INFORMATION SEEKING",""
"Finally.","OTHER",""
"Thanks.","OTHER",""
"Great file manager One of the finest app for file management.","OTHER",""
"Uninstalled all other app of this category from my phone
The loveliest file manager
Great app.","OTHER","app categori manag file instal phone"
"Awesome explorer love it After searching lots of explorers amaze explorer amazed me
Nice app, just needs an option to view the size of /root and home.","FEATURE REQUEST","lot root home amaz explor size option search view"
"Very simple, bloat-free, file manager.","OTHER",""
"just the file manager i was looking for.","OTHER",""
"keep up the good work!","OTHER",""
"Best file manager😊more than 5 stars
Best file manager
Best file manager
Open source, material UI, Ad-free Android file manager?!!","OTHER","sourc materi star android manag file"
"5 stars by default.","OTHER",""
"Will check out your repo
Good ui Great, easy to use interface.","OTHER",""
"No ads
Best free file man.","OTHER",""
"!","OTHER",""
"Thanks & a request I absolutely love this app.","OTHER","love request app thank"
"It has nice UI, dual window support, archive extractor and everything you'd expect from a premium file manager.","OTHER","support window expect manag file extractor"
"Sadly, I can't find any option to sign-in to my Google Drive or other online storage account 😖  Plz dev, add cloud storage support, it will make this app super awesome.","PROBLEM DISCOVERY","support sign add awesom line account option drive storag"
"plz plz plz
Awesome file manager though there's still some space for improvement.","FEATURE REQUEST","improv space manag file"
"One plus one.","OTHER",""
"Wow vishal what a file manager.","OTHER",""
"But the problem is dat the header is too big, otherwise fantastic.","PROBLEM DISCOVERY",""
"Plz update soon.","OTHER",""
"sexy
Great Start Looking forward to the updates looks like Google made it for lollipop, keep up the great work.","INFORMATION GIVING","oogl lollipop look start updat"
"Nice
Best for  backups
Nice Better than es file
Gr8 nehra
Finally a file manager that isn't full of bloatware, advertisements, and malware.","OTHER","advertis ware enamelwar manag file backup bloat ehru"
"You stand alone in a sea of garbage and I thank you for it.","OTHER","sea stand thank garbag"
"Looks great with material design.","OTHER",""
"All the functions you'd expect from a file manager.","OTHER","manag function file expect"
"It also provides an easy way to backup applications.","INFORMATION GIVING",""
"Hidden Files The dev listened and delivered.","OTHER",""
"Thanks for fixing the problem with viewing hidden files.","PROBLEM DISCOVERY","fix thank view file"
"This is now my daily file explorer.","OTHER",""
"Wonderful job!","OTHER",""
"Buggy Multi pane is fixed.","OTHER",""
"Now it force closes when you delete something
OK I needed a root explorer with otg support and cool UI.","FEATURE REQUEST","support close root delet forc explor cool"
"I finally found.","OTHER",""
"I loved it soo much
Perfect Replacement For ES File Manager One of the best apps after the update
Amazing file manager with root explorer.","OTHER","root replac amaz love explor manag pap file"
"Finally get to have 2 apps in 1 that I like
Amazing Tried many file managers and going this one to fit my requirements
Of the best looking file managers!","OTHER","tri amaz manag pap file look fit requir"
"Excellent!!","OTHER",""
"A material design showcase!","OTHER",""
"Good Nice look, wonderful work
GIF thumbnails?","OTHER",""
"Works fine Nice, simple file manager.","OTHER",""
"Good replacement for ES file explorer
Simple yet best
Amazing!","OTHER","amaz explor replac file"
"Amazed like Amazing.Really nice new root browser with themes support.Just something diff between others file managers.I like this app on first look.Thanks to developers.","OTHER","browser duff app develop root amaz theme manag look file thank"
"Best file manager out there Has root options, material design, and simple.","OTHER","design root manag option file simpl"
"What more could you ask for!","OTHER",""
"Liked
O Melhor
Thumbs Up Dont know but liked it.","OTHER",""
"Nice
Clean and nice.","OTHER",""
"""open as"" feature is a big plus
Google NEXUS 5
Great!","OTHER",""
"Fast and lightweight file manager.","OTHER",""
"Better than ES File Explorer.","OTHER",""
"Galaxy Note 3","OTHER",""
"Love it!","OTHER",""
"Open source  and no ads.","OTHER",""
"Has a clean easy to navigate interface.","OTHER",""
"Oh, and did I mention no ads.","OTHER",""
"Be sure to support the developers with a donation!","OTHER",""
"very nice app all works well on my nexus 5 and kindle fire 1s gen. thank you for your hard work.","OTHER","fire gen nexu thank kindl"
"Best File Manager .","OTHER",""
"The most functional and beautiful file manager I've ever used.","OTHER",""
"No ads.","OTHER",""
"No bloat.","OTHER",""
"KUDOS Arpit and Vishal !!!!","OTHER",""
"A gorgeous file manager with every feature one would want, thanks a lot!","OTHER","lot manag thank file featur"
"Perfect simple what es used to be before it got greedy and bloated
Easy to use with no ads!","OTHER",""
"Picked this one for being open source.","OTHER",""
"I'm glad it has all the features I need and that it doesn't have ads at all.","OTHER",""
"Good for privacy.","OTHER",""
"Mer30
Wow, this file manager is quickly becoming my favorite.","OTHER","becom manag mer wow file"
"Good work!","OTHER",""
"Nice Better than es file
Great UI and colour request The look is decent and super functional, BTW there's a color accent is needed ""bright yellow""
That's it amaze file manager u need it You can change color s  on bottom or top bar and on the  folder s & so much more its the best for me
Honestly i was not expecting it to be this good.","FEATURE REQUEST","chang request expect color folder accent look manag function bottom bar"
"this is the best.","OTHER",""
"Amazing This does everything i need
Thanks for putting bluetooth
Gooood
Best free open source file manager on Play Store.","OTHER","sourc amaz manag godhood file store put thank play"
"Period.","OTHER",""
"It shutting off
Works great with systemless root, moto g5+ on oem 7.0
Awesome BEST THING EVER BRO!!!","OTHER","moot bro shut system"
"Coooooool One of the best n awesome app in my life.","OTHER",""
"I can dig it!","OTHER",""
"Looks good.","OTHER",""
"Only complaint is when showing permissions it makes folders look a mess
Best file manager for Android OS Thanx to Arpit!","OTHER","permiss complaint folder armpit android look manag file"
"Smooth ui
the best I prefer a simple clean file manager which completes day to day file management tasks.","OTHER","complet day manag task file prefer"
"I have tried 3-4 file managers.","OTHER",""
"I must say amaze is the best .","OTHER",""
"One request please keep it simple forever else it will become Es file manager
Better than most Moved from es to this and glad I did.","OTHER","request manag pleas file move els"
"Easier to use, nicer design.","OTHER",""
"Fast lightweight
please add favourite folder
Thanks Good
Exactly what I wanted
Very good!","FEATURE REQUEST","add thank pleas folder"
"best file manager i am loving it's interface.","OTHER",""
"it's everything infact
Really simple and soft to use, awesome
Ftw, Amaze!","OTHER",""
"It's best.","OTHER",""
"I switch between Amaze and Solid.","OTHER",""
"Hate you ES!","OTHER",""
"Awesomeness!","OTHER",""
"Good name; I'm Amazed!!","OTHER",""
"Good Matirial style
as its  name  its just amazing.","OTHER","materi style amaz name"
"i loved it.","OTHER",""
"Just  amazing.","OTHER",""
"everything  i  need just  got  it
Amazing The ui is amazing.","OTHER",""
"Great features.","OTHER",""
"Works smoothly.","OTHER",""
"This will be my default file manager from now.","OTHER",""
"Really Loved it Won't need any other app for file management and the graphics too are awesome.","OTHER","graphic love manag app"
"Very good Nice look.I used it since last 8 months, Lot of functions improved.","OTHER","improv lot function look month"
"No problem at all.","OTHER",""
"Wow Great app.fast.featureful.excellent material design implementation.","OTHER","implement materi design fast"
"zero ads","OTHER",""
"Add cloud storage option I like this file manager over ES file explorer.","OTHER","add explor manag option file storag"
"Best file manager ever.","OTHER",""
"But need some features like- cloud storage, encryption etc
Best file manager
Its best file manager as it is Open source.","OTHER","sourc featur encrypt manag file storag"
"Best file manager on gplay , great UI , great features.","OTHER","play manag file featur"
"Plenty of features, material design, intuitive interface, and no ads.","OTHER","interfac plenti design featur"
"Ad free and open source.","OTHER",""
"Great file manager with clean UI.","OTHER",""
"Material design and features are really","OTHER",""
"""Amaze""ing😅 Bug - Selecting storage is very difficult because we have to","OTHER","inf storag bug amaz select"
"find it manually everytime.","OTHER",""
"Add auto detection of storage on clicking the","OTHER","auto click storag detect"
"path, Which can be Internal Memory, SD Card, USB storage etc. to be shown","OTHER","storag sub shown etc memori path card"
"in the path without any hassle and open from there directly.","OTHER",""
"Feature - Add","OTHER",""
"multiple tabs with tab manager bar with long press actions.","OTHER","tab action manag pre bar"
"I used to use ES explorer before it became a giant piece of Bloatware.","OTHER","ware explor bloat piec"
"This","OTHER",""
"came highly recomended from a friend.","OTHER",""
"And it lives up to it.","OTHER",""
"The best looking file explorer so far.","OTHER",""
"5 stars for letting me rename a file without driving me insane like that","OTHER","let star renam drive file insan"
"other file manager I just uninstalled
Excellent
Best one out there
Helped me find over 4 Gb of data that was hidden.","INFORMATION GIVING","help datum hidden manag file instal"
"Thank you for this app
The most user friendly and feature filled file explorer!","OTHER","app featur explor file fill thank"
"great!!!","OTHER",""
"Definitely the best free file manager for Android.","OTHER",""
"Been using Asus File Manager and ES Explorer, but Amaze is the winner.","OTHER","use amaz explor manag winner file"
"Good
Simple, clean, fast
great
Ad-less file manager, probably flawless too
Excellent
That's it amaze file manager u need it You can change color s  on bottom or top bar and on the  folder s & so much more its the best for me
a wonderful app!","FEATURE REQUEST","flawl chang app color folder manag file bottom bar"
"quick, simple and easy to navigate, amaze is by far the best file explorer i've tried.","OTHER","tri amaz explor navig file simpl"
"Great app!","OTHER",""
"Nice and clean interface No bloat or adds with fresh ui and themes.","OTHER","interfac add bloat theme"
"Functional and can be customized
Material design I love it.","OTHER",""
"Perfect!","OTHER",""
"Great!","OTHER",""
"A perfect example of material design file manager!","OTHER","manag materi design file exampl"
"5 stars!","OTHER",""
"Works great!","OTHER",""
"good include view apks , pictures ,music files grouped together
Great app and great it is open source as well.","OTHER","sourc includ app music file pictur view"
"Solid, Free & Open Source It has all the core features and can pretty much do everything you can except from a file manager.","OTHER","sourc featur pretti core manag file except"
"No unnecessary, forced ""features"" or any other annoying things.","OTHER",""
"I can wholeheartedly recommend this!","OTHER",""
"Entity
Awesome Great!!!!","OTHER",""
"Better than other file managers
So great.","OTHER",""
"Hey just gonna let you know about the editor.","OTHER",""
"It's great but when I'm gonna edit something at the bottom one, the screen overlapping with the keyboard so I can't see what I edit.","PROBLEM DISCOVERY","screen edit gonna overlap keyboard"
"Loving it on my S4 prime.","OTHER",""
"Great FileManager Awesome.","OTHER",""
"Have been using this from a long time now and it's simple & good looking .","OTHER",""
"Recommended many of my friends and they are also very happy with this
Very sleek.","OTHER",""
"STYLISH and Simple
Moto g Very neat app I was a (ES FILE ) user for so long but tried this and haven't looked back
Works and does its job!","OTHER","moot app user tri job look file"
"Excellent light weight with 2 tabs easy to use with file sharing.","OTHER","weight light share file"
"Without","OTHER",""
"any extra useless features.","OTHER",""
"5 ⭐
The best file manager, FOSS, free, fast, great UI, not sketchy.","OTHER",""
"An absolute blast to use.","OTHER",""
"Awesome the best.","OTHER",""
"Makes ES file manager look like sh.","OTHER",""
"As it say clean, smooth, no ads.","OTHER",""
"Probably the best file manager on the Play Store!","OTHER","play manag file store"
"It's quick, light,","OTHER",""
"attractive, gets the job done, and more.","OTHER",""
"Love it.","OTHER",""
"Clean, easy to use, does what I need.","FEATURE REQUEST",""
"No extra garbage.","OTHER",""
"its good for file exploring and easy to use then another apps
This is a very good file explorer for those that need a, not to complicated, file explorer.","FEATURE REQUEST","explor complic pap file"
"Simple and effective.","OTHER",""
"Keep up the good work.","OTHER",""
"Does just what i need from a file manager + nice customization options +","OTHER","option manag custom file"
"add l free.","OTHER",""
"Does everything I need & more.","OTHER",""
"The FTP server is very handy for","OTHER",""
"transferring files from my PC.","OTHER",""
"Lightweight, does what it says.","OTHER",""
"Ad free and simple UI.","OTHER",""
"Amazing!","OTHER",""
"Has no ads, and pretty useful, thanks guys!","OTHER",""
"Needs to differentiate the storage micro SD and internal storage by calling","FEATURE REQUEST","micro storag differenti call"
"them that.","OTHER",""
"It makes them with a code and uses same icon.","OTHER",""
"Please, rename Amaze to the name that has word ""File"" in its title(""Amaze - file manger"" for instance) , since I don't use this app very often and when I try to search for it in app list I have a problem of finding it.","PROBLEM DISCOVERY","titl find list word amaz tri instanc renam pleas file search manger name"
"Think about it.","OTHER",""
"This is the perfect file manager for Android.","OTHER",""
"It does everything I want it to.","OTHER",""
