"original_sentence","transformed_sentence","topic"
"Almost perfect, the only issue I have found is that it sometime skips ahead several pages at a time instead of just one","issu skip time page perfect found",0
"cant turn off rotation","",0
"Some random paragraphs of Chinese ebooks cannot be displayed properly.","",0
"I can't read PDF's on it but that's fine I can just convert it but its a good app if I had the money I'd buy it!!","app buy money read convert",0
"No brightness adjustments could fix problem.","",0
"but can you do something with polish types?","",0
"Does not work.","",0
"I cant mark what word i want to choose.","word choos cant mark",0
"The email address given for the developer doesn't work, and he doesn't respond on the forums.","forum respond develop email addr",4
"If the developer won't properly support his app, find a better one.","app develop properli support",0
"However, would be good to include the ability to read pdf files as well and this will be an all rounder","file read includ rounder abil",0
"The app tries to filter PDFs out of catalog listings, but it's pointless since a PDF eBook's author, publisher, etc. will continue to appear in non-title catalog views (and then generate a ""no listing"" error when clicked).","click catalog titl continu app list publish appear author filter etc view gener error tri book",0
"It'd be better to say ""this isn't a regular eBook, do you want to download it or open with {list of PDF readers on your device}?""","reader devic list download book",0
"Wld have given it a five star except it keeps shutting down on my note 2","star weld note shut",0
"Though it will be much better if there be docx capability.","",0
"Another reader (Aldiko on my old PDN) had ""Bookshelves"" you could create and display only a certain bookshelf or All Books.","bookshelv ldo creat display reader bookshelf book",0
"I reccomend not to download this piece of trash  and ruin ur data packge it cant detect all the chapters of book and do not opens book further 22%","packag recommend detect ruin piec datum trash chapter download book",10
"I bet its name lacks of how great this app in reality.","app lack name realiti bet",7
"The best reader on the market, last version has no any problem.","",0
"But sometimes it won't open an epub file.","",0
"And keeps shutting down while I was reading a file.","",0
"Please fix this.","",0
"Please fix this.","",0
"But I don't want complete control over everything in the style sheet.","",0
"I would like to see pdf reading ability /a separate add on to allow pdfs to be viewed and read.","add read view allow abil",0
"Can't open standard pdf files.","",0
"This is useless if it cant read pdf.","",0
"the lack of support for PDFs.","",0
"This is the only reason I can't use this app, because my entire collection is in PDF format.","app collect format reason",0
"It needs to support Japanese.","",0
"And it won't even open any of my other documents, it has an error.","",0
"I can't open books on SD card.","",0
"The only problem (and its not with this app itself) is that there are so many clones that have taken the source code of this and are now charging for it on the store.","clone app code store charg sourc",0
"No dramas at all, Just works .","",0
"If the developer can find a way to fix this, it'll once again get 5 stars, and I'll continue unabashedly praising it to the heavens.","continu prais fix heaven star develop",0
"It randomly freezes on a HP slate 7 & force closes","slate forc freez close",0
"It cannot see any calibre servers.","",0
"Crashes all the time","",0
"It crashed after 10 minutes use.","",0
"Nice ebook reader app.only one thing is missing.3d page turn over mode.","mode app miss reader page book",0
"Now crashes after a few pages and loses place.","",0
"I like the app, for the most part but since the last update it crashes frequently and requires closing the program and clearing ram to proceed.","ram close app proceed clear requir crash updat program",0
"I would love to see this corrected - if so, I could rate higher.","",0
"But on my iPhone, i have no problem at all downloading rtf file.","",0
"Android needs 2 get this issue resolved.","",0
"Kept crashing and losing bookmark","lose kept crash bookmark",0
"Works great and plenty of ways to adjust the display","",0
"Allows me to read at night, adjust the fonts and background, bookmarks everything.","bookmark adjust night background read allow font",1
"Been fixed all problems i had b4","",0
"Only problem is it crashes a lot and on reopening goes back to last saved page.","reopen lot crash page",0
"Fix this for five stars","",0
"The app keeps shutting down the moment I try and open any book.","moment tri book shut",0
"It would be good to have a ""user friendly""(dummy) shelve, still the best eBook reader choice in the marketplace.","shelv dummi reader user choic marketplac book",5
"No add no stupid turning page effects","",0
"All links are in French, cannot find any in English.","",0
"Please fix.","",0
"i have only had my galaxy tab for a little while now and i cant figure out how to find any books to read and how to search for ones i want to specifically read.","tab cant search read figur book",0
"Cannot open any prc file.","",0
"Wish it was easy too delete files once they have been read.","",0
"A couple things I would like to see is the ability to pinch zoom on a page (if the option is there, I couldn't find it), and possibly speed up the page turns so its more fluid.","pinch speed zoom option page fluid abil",1
"Would be better with switchable menu settings ie basic  & advanced.","",0
"Cant find any books  dont know how to use","",0
"However, I now cannot read any documents stored on my external SD card!","card read document store",0
":( Please fix this!","",0
"This app doesn't find ANY of the pdfs or epubs I downloaded to my phone.","app pub download phone",0
"Fix this!","",0
"Yet it can't get right the basics, just cuts out every 5mins or so reading an needs restarting, frustratingly many pages previously.","restart mun read cut page basic",0
"I downloaded cool reader but was not able to install figure 920 error appeared please what it the meaning I was using Techno F7","appear use reader mean figur instal error download pleas",0
"CANT READ PDB.","",0
"However for the last month it has not been working great.","",0
"When it does remember last read, it usually opens the book at the wrong page or at other times simply won't load the page at all and simply freezes.","freez rememb read time load page book",0
"Plz update this 5 stars if it werent for this","",0
"It misses out words sometimes too and very sharp and piercing which hurts my ears a lot when I put headphones in.","miss ear headphon word pierc hurt lot",0
"No amount of reinstalling works.","",0
"Please fix in update.","",0
"Upon download, I cannot even open any of my chm files on my sony xperia tablet.","file chm download tablet erium",0
"Will amend my ratings if the developer would fix these problems.","fix rate develop amend",0
"Couldn't ask for better!","",0
"Could u please fix this?","",0
"It has issues with displaying polish fonts.","",0
"Never failed me to read epub.","",0
"a lot of the needed features aren't here- or I haven't been able to find them because of the awful UI.","",0
"I only wish that bookmarks would be most recent at the top and not the bottom of the list, so I didn't have to scroll down or constantly keep deleting to keep them in one page.","page bookmark wish bottom scroll delet top list",0
"But it just does not hold up compared to others for ease of use and polish.","",0
"This reader has 70 ways to adjust the page you're reading.","reader read adjust page",0
"One of the coolest ways is the slide your finger up and down to adjust the brightness.","slide adjust finger brightn",1
"Could you please tell me the reson it can't run pdfs?Because most of my books are in pdf format","resin format run tell pleas book",0
"It's a great reader but due some reason it hangs on my device and I have to restart my device repeatedly please help !","restart hang help reader reason devic pleas",0
"Lacking almost every essential .","",0
"Wanted to be able to convert mobi to epub but it doesn't so now uninstalling","pub instal convert mob",0
"I could not get this to work.","",0
"The other problem is that it occaisonally gets stuck on a single book and even if I choose another book and read that for a while, when I close the app and then reopen it, it jumps back to a different book.","choos close app jump read reopen stuck book",0
"Better than mon reader it have much bugs but still the second best","",0
"It crashes while reading.","",0
"I don't know why but so.etimes when I turn pages it crashes and get me back to previous position when I reopen it.","reopen posit crash page",0
":-( please fix it.","",0
"I've been using Cool Reader for more than year and it crashes almost every reading session for fb2 books.","use reader read crash book session",0
"I cant even imagine how this app could be rated so high.","app rate cant imagin",0
"I'm using FBreader instead and now there's no problems for me.","",0
"The only problem is that when it is in landscape mode and the phone is locked, and we open it again, it starts loading again.","landscap mode phone start load lock",0
"It couldnt find one book i tried to search.","",0
"Crashes when opening .chm files on nexus 7 (2013)","file chm crash nexu",0
"Needs imbedded pic Support word 6 docs","word embed doc support",0
"The application doesn't search for relevant files on it's own and doesn't even show the ones stored in the SD card.","search applic card file store",0
"One suggestion though - the interface could be made a bit more appealing.","",0
"Well.too many options actually, like way way too many unless you like playing games instead of reading and the hyphenated text, maybe somewhere you can change it so the words are not broken up but I couldn't find it and I tried, fiddled more than I wanted but I tried I suppose.","text broken fiddl play game chang word read option suppos tri",1
"Don't work","",0
"one star for effort .needs work on design.","",0
"I just wish it had a multi device bookmark.","",0
"I downloaded this application to read some .mobi files but everytime I open the application it crashes and works very bad and slowly.","file applic time read crash download",0
"It should be read and applied.","",0
"I would love to see my ebooks on a ebook shelf like some of the other ebook apps out there.","shelf love pap book",0
"Crashes periodically on my Samsung s3","",0
"Please fix.","",0
"Please fix, it's annoying.","",0
"This is definitely most customizable eBook app, but defaults needs to be set correctly.","app set default book",0
"UX needs a lot of work.","",0
"Should be able to select word on single tap, page flip animation can be smoothened like play books/nook.","nook select anim play word page tap smoothen book",0
"if romanian hyphenation can be added that would be a plus","",0
"I just wish it could read .jar format.","",0
"Can't read prc files","",0
"Wish there would be an option to enable to customize the main menu bar though('cause I need the Read Aloud option at all time, and it's pretty bothersome to scroll the extra window every time).","aloud caus menu bothersom wish bar time window custom option scroll enabl",1
"I just wish it could come in a prettier package--a dose of Android minimalism wouldn't hurt.","wish hurt dose packag minim",0
"Downloads but cannot install itself.","",0
"try opening prc file; failed loading.","file fail tri load",0
"Only problem is the transapernt TTS control panel hides some of the text while reading.","control text read panel hide",1
"One of these solutions need to be implemeted: 1.","",0
"please fix.","",0
"Cant live without it","",0
"App unexpectedly closes, sometimes freezes and is unresponsive.","",0
"Works well with epub files but I'm sick of it crashing.","",0
"Didn't load any of my PDF and couldn't decode Arabic in the doc files","file doc load rabic decod",0
"Well i just installed this app the other day thinking i'd have to delete it like all the my other Ebook apps.","app day think pap delet instal book",0
"It's quite responsive and is the kind of app books lovers would love to use everyday.","app love lover book",0
"This reader is easy to use, and lacks the ""issues"" of many other readers.","",0
"Though I wished it could sync with my kindle too.","",0
"I'm still used to kindle, and had it not broken on me when I upgraded to 4.3, I'd still be using it, my books are in Mobi format, and I like when the new chapter starts at the top of the page, and I can't figure out how to do that with cool read, but apart from that minior thing, this works.","upgrad mob broken format use read start top figur page chapter kindl book",0
"It's very good,I have been using it for over a year.I would like to have the bookshelf feature added to it.","",0
"Been using this app since I discovered it in Nov 2011 and have not found anything better the only issue I have with it is it does not read pdf but there are other apps for that.","issu app use read pap discov found",0
"I like night mode, you can adjust the dimness to your liking.","mode like dimn adjust night",1
"So since there's no association, you can't open the file unless you open it from CR.","",0
"Also, doesn't read djvu, which would be nice.","",0
"It is so flexible and user friendly.I need to figure out the read aloud property sometime o_O I prefer reading by myself but it won't do any harm ;-)","prefer properti read figur harm",0
"It crashed every time I tried to open my books.","time tri crash book",0
"Also, the app claimed to support .prc file but I couldn't open any of my .prc books.","app file book support claim",0
"Not only that,  It was having problems opening epub file books as well.","",0
"TTS doesn't work in other languages except Russian","",0
"One of those apps i cant live without","",0
"It can't display thai in opening doc file, but still can use TTS in thai well.","",0
"If fix this, I'll give 5 stars for sure.","",0
"Couldn't open my documents!","",0
"I can't open my PRC format e books using this apps.","",0
"Since the latest update I cannot get text colour to be anything other than black.","",0
"Whatever i can think of as ""would be nice"" is already there.","",0
"Today, it actually forgot the whole BOOK I was reading!","",0
"Can't easily locate files in the system folders.","file system folder locat",0
"But I'm unable to use tts function.","",0
"Good overall but bugs on a book sometimes then crashes.","",0
"Please bug fix this.","",0
"It requires less memory that any other reader while boasting widest amount of features.","memori amount featur reader requir boast",0
"Only thing that could be improved is interface and default settings.","",0
"But please add the effect of pages turning.","add effect pleas page",0
"I wish I could rate it more than 5 stars because it doesn't get any better than this.","",0
"Can't open any chm files.","",0
"Fix this and 5 stars.","",0
"Please fix problems in opening all formats of books including PDF it force closes often please fix it in next update.please update fast","fast format close fix forc pleas includ book",0
"Do not work in my Samsung galaxy tab 2.","",0
"I think it has potential, but needs some work.","",0
"Cannot open the file clicking on the file.","",0
"why can't open prc file larger than 800 kb?","",0
"New app requirements require access to private information.","app requir inform acc",0
"Hi This is a good app however it does not work with opds servers that require passwords","app server password requir pod",0
"Need to add a slider to move to other page easier","move add slider page",1
"why can't the punctuation in my txt file won't come up the words are fine though","file text word punctuat",0
"need to improve UI","",0
"Sometimes audio reader doesn't work correctly-it gets stuck on a section and keeps repeating it instead of continuing on.","reader repeat section continu stuck",0
"Wish the dictionary was easier to use (long press?)","",0
"Please remove outdated links","",0
"Amazing reader all it needs is PDF support.","",0
"Crashes all the time on fb2 books at 70%,freezes my phone so i have to restart it.","restart time phone crash book",0
"It was perfect reader ,but after the last update can't use it.","",0
"I have asked to fix the problem several times  ,I waited for almost a year, so the problem will be fixed.","",0
"I wish it would allow me to import files from google drive.","wish import file allow drive",0
"Wish there was an easy way to toggle off next page tap.","wish toggl tap page",1
"still has some quirks with caching, when out by, say, Home key, might later fail to open last book, and I had to remove the book's cache from .cr3 dir manually.","fail deer key cach home quirk remov book",8
"I love this little application, its nice and simple to use however its compatibility could be a little better, sometimes it can fail to read the books correctly and leaves out complete sections of text, I prefer to use cool reader, however for the present set of books I am reading, i am having to use FBReader, as cool reader leaves out almost anything written between quotation marks.","fail applic love text section quotat mark prefer written leaf compat reader set read book",0
"I would have liked it even more if we had the option to share my book readings like kobo.","read option hobo like share book",1
"most other readers can open texts immediately but this app need 5 to 10 seconds to open and formatting.","",0
"I tried to put up with the problem, but I can't go five minutes without crashing!","",0
"Nice reader but can't read Tamil books.","reader amil read book",0
"I need to read my book, I am very upset!","",0
"Please fix!!","",0
"This is a good bookreader but doesnt get five stars because its started to crash after reading ten pages or so.","reader star read start crash page book",0
"The app is crashing while trying to read mobi file.","file mob app read crash tri",0
"Wish I would have found this one first.","",0
"This reader doesn't do its job well.","",0
"1) can't display font color, 2) can't adjust font size, 3) error render sentences contains Chinese and English.","sentenc contain color display adjust render size error",1
"4) can't display cover image.","",0
"In short, can't display a simple epub format in proper.","proper display pub format",0
"Uninstall, reinstall, cannot get it back to full function.","",0
"I just wish I could specify a home directory for my books.","home directori specifi book",0
"Now it crashes when trying tk save preferences and doesn't remember the current page.","save prefer rememb crash page tri",0
"Best reader for me , but last update have bugs.","",0
"Crashing all time","",0
"Needs a library feature, just a list of few recently opened books is not helpful as you need to keep importing previous books.","featur list import book",0
"I needed a free book reader with tts, and I got more than that!","",0
"All what you need to read","",0
"It would help if the in-program clock could be updated once a minute.","updat program help clock minut",0
"Nice UI, friendly but do not support Vietnamese, have problem on navigate menu","menu ietnames navig support",1
"Please continue the development!","",0
"You guys did a solid build here, when I can't hold a book I know cool reader is there for me.","hold reader guy book build",0
"I would like to have several other voices to choose from.","",0
"And ofcourse I wish the voice was more life like.","wish voic cours life",1
"I don't know whether it is my device fault or the apps fault it crashed on the first time and never run well in my device, I prefer aldiko over any other readers the only issue with it is that it does not support page scrolling","issu ldo fault prefer run support reader time pap crash scroll page devic",0
"It crashes all the time.","",0
"A very good reader but it seems to crash fairly often and doesn't remember your page afterwards.","reader page afterward crash rememb",0
"But the shutoff button backlight does not work for my HTC one  and I can't seem to get the info bar working but other than that awesome reader","light reader bar shutoff button info",7
"Cannot find language choice.","",0
"I cant open my .prc files.","",0
"I need to highlight a lot when I read and it would be great if the feature was as good as that of google and apple reader.","oogl featur reader read appl lot highlight",0
"But after the last update it always crashes.","",0
"Please fix it","",0
"Experiencing same crash issues as others when trying to read my epubs.","issu pub read crash experienc tri",0
"Doesn't matter what book I'm reading it continually crashes.","read crash book matter",0
"Read aloud can not hide in background 2.","",0
"Main display needs user customisation feature","",0
"Sometimes crashes and cant open books when they worked before uninstalling","",0
"went and updated it to something that continually crashes.","",0
"Found it crashed a lot and forgot the locations of my books.","forgot found locat crash lot book",0
"Cant complain","",0
"I can't seem to turn them off.","",0
"<p>  While the search options are good they should be consolidated, at least visually, and there should be the option to disable the icons from the menu.","menu disabl search icon option consolid",1
"Now it crashes all the time.","",0
"The most jarring flaw is the random crashing that occurs in the latest version.","version flaw random occur crash",0
"Can't you fix this I really love your reader.","",0
"Keeps crashing a lot.","",0
"Please fix!","",0
"I got everything I need and now it can even  adjust brightens with a finger scroll on the left side of the screen!","screen brighten finger adjust scroll",1
"Needs to update to fix crashes otherwise I love this app when it works","fix updat love crash app",0
"Sometimes the pages flip by itself and no memory of the previously read page, fix that and you'll be five stars.","flip memori fix star page",0
"Wish I could learnn how to put books in it.but that is my fault","",0
"After updating on android 4.2 - the program start to crash very often (1-2 times per hour).","hmi time start crash updat program",0
"Keeps randomly crashing on my HTC one x and putting me back several pages.","",0
"True full screen and the ability to dim the devices control keys would be good too.","control dim key screen devic abil",1
"I found this app, downloaded same titles and could not stop reading.","titl app read stop download found",0
"It has great potential,  but some features don't work well.","",0
"Wish you'd adapt this app for Windows Phone too.","wish phone window adapt app",0
"Now he crashes 10 times a day and starts again on previous pages.","time start crash day page",0
"Would have been a cool reading app but the fact that books can't download makes it a pain in the ass","app pain read download book",0
"As soon as I open my epub book the app crashes.","",0
"Only issue is after I upgraded to HTC one, the font sizes got screwed up - the largest one is what use to be medium on my HTC raider.","screw issu upgrad raider medium font size",9
"Could u fix that?","",0
"This does exactly that but there's no way (that I found) to skip to a chapter or use bookmarks at all.","skip chapter bookmark found",0
"It also kept (gracefully) crashing on my device.","",0
"Cool Reader has these, making it better than Polaris Office (lacks smart page advance) and better than readers with poor rendering.","lack render reader page offic advanc",0
"But it's missing one critical feature: Integration with the ""Complete action using.""","featur miss use action integr",5
"Other things that would be nice would be direct Google Drive integration - but I can live without that, as long as I have the above.","",0
"But the lack of ""Complete action using.""","",0
"Good appearance, but when I added a large epub file it was very slow.","",0
"I would probably use Adobe Reader for PDF and a browser for HTML, but Cool Reader for all other formats, and I can't think of any (except PDF, I think) that it won't read.","format browser adob reader read",0
"(I guess you'd need something else to break the DRM barrier, but as for me, I'm satisfied with the huge amount of reading matter available in paper books and non-DRM e-books.)","break paper amount matter satisfi read gue book barrier",0
"Does not show more than 3 books in category while browsing calibre opds","brows pod categori book calib",0
"There are a ton of features here, but you only need to change the ones you want.","",0
"I have to restart once again.","",0
"This works perfectly Couldn't ask for better Thanks!","",0
"Love the way you can add a series specification and the books show in relation to that.","love seri relat add specif book",0
"So many readers don't do that.","",0
"Fix the shelf view and the home screen issue and this will be five stars.","issu fix home shelf star view screen",0
"Only problem is, latest books don't show up on the app for some reason.","",0
"Failed to display text properly formatted","",0
"As a results of not being able to rotate image that were display sideways, I am unable to read the text on the images unless I disable the rotation of my tablet.","text imag display sideway disabl read rotat tablet result",1
"Please keep working on this app toward adding new features and capabilities.","app featur capabl pleas",0
"It also crashed.","",0
"Can't read the book.","",0
"Fix it!!!","",0
"it cant even open my ebooks properly.you have so many control buttons that doesnt even work.","control button cant book",0
"Please make a sync with an email, I can't set up new android only because my bookmarks are very important !","email bookmark set android sync pleas",0
"I need more fonts,  2.","",0
"I didn't find smooth auto scrolling options with configurable scroll speed.","auto speed scroll option",1
"Fix this and u will get 5 stars from me.","",0
"Please bring it back.","",0
"I only wish it could read PDF files","",0
"Just wish i could view all my books at once rather then going folder to folder","",0
"Doesn't jump to chapters from index, slow pagination,often crashes with mobi files from Amazon.","file mob jump pagin index amazon crash chapter",0
"Couldn't open the only epub I wanted to read.","",0
"You can't go wrong!","",0
"It started to crash every few minutes.","",0
"It is so annoying to look for the page where it crashed.","",0
"Wish I didn't update.","",0
"4 star due to the pdf support please add this support","pleas star add support",0
"Works with perhaps half my books - the rest, the app crashes back to desktop.","app rest crash book desktop",0
"please check it out.","",0
"You need to make it simpler for an enhanced user experience.","",0
"Best reader I've tried,  would be great to get linked with Google drive","reader tri link drive",0
"It won't even work","",0
"You guys need to add pdf to this reader.","",0
"It doesn't have option to fix screen orientation!","",0
"Cannot add online catalogs.","",0
"For the last month or two, this app will not bookmark all the time, repeats sentences over & over again, and restarts at the first bookmark again even after I delete that bookmark (it re-bookmarks it on its own).","sentenc restart app bookmark repeat time month delet",0
"Please fix before I delete this app.","app fix pleas delet",0
"The reader cannot say all words correctly","",0
"It's very irritative, that you never can get rid of those menu buttons while reading, please fix it!","",0
"Can not read aloud.","",0
"For my purposes, I no longer need to take my tablet every where.","",0
"It skips on me , I can't change the  page, otherwise it's pretty good","chang skip otherwis page",1
"Crashes constantly on HTC One X with Android 4.1.2.","",0
"Why it can't PDF is my only doubt","",0
"The reader looks great but I was not able to open any of my kindle prc files.","reader file kindl look",0
"I get an unknown format error.","",0
"If the fading was to try and get me to buy it then it needed to say so but blanking the whole screen is unacceptable","fade buy blank screen tri",1
"After update to JB app suddenly crashes and goes back to last bookmark.","",0
"Got it for chm files but it doesn't read properly.","",0
"Was really cool reader before, but last months always crashes after few minutes of reading.","reader read crash month minut",0
"Now if only they add a way to sync pages to the same app on different devices.","app devic add sync page",0
"The layout and display is also very customizable.you can even add your own fonts and backgrounds.","background display layout add font",1
"I just wish the page turn animations are like the Google play books app","oogl app anim play wish page book",0
"With Cool Reader, that's no problem -- a few clicks and you've got your ebook typeset just the way _you_ like it!","reader click typeset book",0
"Its not a good application as it  Crashes intermitantly.","",0
"My only issue is as of late it forgets the page I left off at.","forget issu left page",0
"Could not run.","",0
"Everything is good except that it doesn't show Table Of Contents of Mobi books.","content tabl mob book",0
"After last update catalog for the russian books is missing.","",0
"Please add it.","",0
"Keeps randomly closing and sometimes won't open my recent books.","",0
"But, why this application can't open arabic text?","",0
"Great app, but wish that you add pdf support, so i can rely solely on this app, instead of using multiple apps.","app use support reli add pap",0
"It only needs djvu and pdf support.","",0
"Nice because it opened my rtf file and you can do many things but the scrolling needs work its  very choppy.","",0
"Cant open, completely crashes with my kobo arc","",0
"Please fix this problem.Thank you for a good application.","applic fix thank pleas",0
"I wish the voice had more options, but that is my only complaint.","wish voic complaint option",1
"Doesnt work properly","",0
"crashed several times in 20 minutes of reading.","read minut time crash",0
"Lacks some fancy animation but almost perfect otherwise and works on pretty much any Android device.","devic anim lack otherwis",0
"I was using it for a couple minutes and the screen just went blank.","coupl screen minut use",0
"This one takes too long to load my books and freezes when it turns pages.","freez load book page",0
"Can't live without","",0
"Had Aldiko on until it kept freezing.","",0
"Cool text clarity, cool background, text big enough to read and most importantly auto page splitting, no scrolling ^_^ Good work.","auto text split background cool read scroll page clariti",1
"Great reader, unfortunately opens on black screen for me, can't find anything else as good","",0
"Having to uninstall n reinstall each time it hangs with a book, once its either having a daymode/night mode issue.","reinstal issu hang mode day night time instal book",0
"else it just won't progress with book currently being read.","",0
"=) Reads all non-DRMed epubs I've thrown at it so far, and the actual reading experience couldn't be better.","dri pub read experi thrown",0
"It's a good app, however, unlike FBReader, it is unable to properly recognise Cyrillic encoding in some DOC files.","file app doc reader recogn encod",0
"App can't be moved to the SD again after the update, but not a big issue.","app issu updat move",1
"I got this thing for just one reason: I needed an app which could read text files aloud.","app read aloud file reason",1
"and the problem occurs with annoying regularity.","",0
"TTS not working most of the time, ui laggy, not abke to use phone setting for sensor rotation.","bake set phone time rotat sensor leggi",0
"4 stars for a fantastic app, easily the best ereader I've used.too bad I can't actually use it, though, as all my books are pdf.","app star reader book",0
"though it lacks pdf its still one of the smoothest ebook readers around.","",0
"need pdf support to make it perfect","",0
"Crashes, does not display some of tha pictures.","",0
"Cannot handle files bigger than 100mb.","",0
"Wish I could Highlight text though if it wasnt for that i would have givin it a 5 stars.","",0
"Was a great reader now crashes my tablet every time I open it.","reader tablet time crash",0
"Cant go wrong with this","",0
"I needed an app to view DRM free mobile files and this does it perfectly!","app view mobil file",0
"Reader now crashes when i try to read a uncompleted book.","reader read tri crash book",0
"Same problem for table of contents also.","",0
"It wasn't able to open a single chm file","",0
"Cannot read pdf files","",0
"I hope you add Arabic.","",0
"Plz fix this problem then back to 5*","",0
"I have had no issues whatsoever with this app.","",0
"The only thing it's missing is visual appeal.","",0
"Read Aloud is not working in CHM files.","",0
"Can't find any books so either this app is stupid or I'm just retarded.","",0
"Probably the most common text file but it does not support it.","",0
"Keeps on saying its not working and I then have to foreclose","",0
"read aloud feature does not work on my phone.","",0
"please fix","",0
"So many options to use for seeing the book just how you need it to be shown.","shown book option see",1
"I was so upset cuz i couldn't use java for readin books, but this is way better!","",0
"Since last update 11 dec, it crashes after a few minutes.","",0
"Frustrating because it forgets your place.","",0
"cannot find it in the options BUT how do you change the font color on chapters ie chapter five !!","chang color chapter font option",1
"Everytime I try to read a book, Cool Reader instantly crashes.","reader read time crash tri book",0
"Please fix!!","",0
"I wished there are more font choices but free users can't be choosers.","wish chooser user choic",1
"It would be really nice to sync books between devices, so of i open a book from any device it will be on the same page","devic sync book page",0
"I used to love cool reader and was glad to have it on my Galaxy Tab 10.1, but after last update app is crashing constantly without even remember the page program stopped to work on.","love tab app glad rememb reader crash stop page program",0
"Not a huge problem for me, but sad I cant give this app ten stars because of that issue.","app star cant issu",0
"Cant open the epub files even when it stated it is being supported.","file pub cant support state",0
"Very good e reader plenty of good features.keeps crashing half way through a book though and I have to uninstall app and reload again.apart from that its all good.","app featur plenti reload reader crash half instal book",0
"Please fix this for the next upgrade.","",0
"I use to love this reader but now it just closes every few minutes, please fix or I'll need to use another reader.","love close fix reader minut pleas",0
"Used to be good reader, now keep crashing every couple of minutes,so it is not possible to use anymore.","reader minut crash coupl",0
"3 stars only because i cant get the OPDS catalog from Calibre2 to load on any device,  but its being worked on from what the forums say So I will remain patient.","remain catalog cant calib forum star load pod devic",0
"I can still download from other sites and manually add content to devices with no problem and this program will grab it immediately.","grab content site add devic program download",0
"Can you fix it please?","",0
"Never thought a reader could have so many awesome options and adapt to any if not all user's tastes out there x)","adapt tast reader user option awesom",1
"I love it, but since Tuesday it crashes every time I open my book :(","love time crash book",0
"The only missing feature is smart processing of CR in TXT files.","process featur file text",0
"It is constantly crashing !","",0
"Also I would request developer to add ""djvu"" support it would be a plus point.","add develop request support",0
"Bought moon reader but text to speech for my dyslexic son didn't work right, I found this app and its much better and free.","text speech app reader bought son moon found",0
"Should have different voice options.","",0
"Can not complain too much since it was a free ap!","",0
"I think I could'nt find something more better than this app.","",0
"Would be nice to get sensor ""menu"" button back on tablets (asus tf300tg)","",0
"It crashed while reading one of the books (.","",0
"mobi) and continues crashing every attempt of opening that file.","attempt file mob crash continu",0
"Table of contents is not loading and I can't go to pages I want through contents.","",0
"Fix it please else a good reader.","",0
"Please consider adding features like HIGHLIGHT TEXT AND ANNOTATE.","text featur annot consid highlight pleas",0
"And pls fix the image bug!!","",0
"But with the latest update it is constantly crashing and I can't get rid of the freaking toolbar at the top.","tool freak bar updat crash top",0
"But crashing a lot after update.","",0
"Very good, stable app but most recent update has added a slightly intrusive toolbar that I can't get rid of","tool app bar updat",0
"Can't read almost my mobipocket eBook with .","",0
"Page transition became awfully slow and laggy, and new ui isn't really necessary.","",0
"I wish correction bookmarks would actually cause the text to appear edited inline, but I don't think any other readers do that either.","text caus appear bookmark reader inclin correct",3
"One of the best readers before upgrade 2 reader, now it crashes and lost 1/4 of the screen to a tool bar i don't want.","tool reader bar lost crash screen",0
"I can not open *.prc files.","",0
"Plz fix it!","",0
"in read aloud mode it would be nice to set time limit.","mode set time limit",0
"also it would be nice to see current position (page) in this mode.","",0
"Haven't had problems with books, but comics typically have bugs associated with reading them.","read comic associ book bug",0
"Please fix this!","",0
"It will be great if there is integration with cloud services like dropbox etc","box servic etc integr drop cloud",2
"Last update has added a tool bar, which I couldn't remove.","tool bar remov updat",0
"This is missing CORE functionality, PDF.","",0
"After this mornings update, it constantly freezes up and has to be forcably closed.","updat morn freez close",0
"Please fix it!!!","",0
"Wood background is nice but an option to change it would be better","background chang option wood",1
"Thanks for fast fixing the position saving issue!","issu fix posit thank save",0
"Other that small bug in the latest release, I love this app for reading my .epub books!!!!","pub love releas app read book bug",0
"Hi i like this reader after the update but TTS is not working please fix.","reader fix updat pleas",0
"it pauses and doesn't start up again can you fix this please I am reading the game of throne series and there is a lot of.","paus seri throne fix game read start lot pleas",0
"Now I wish I hadn't.","",0
"But the number of times this damn app crashes is the pits.","damn time crash pit",0
"Please resolve this asap","",0
"If you can fix this thanx very much.","",0
"Now, when I am reading a book, I cannot go to the contents page or any other page within the book!!!","content read book page",0
"Biggest issue is the tag sorting  tends to be a bit too granular.","bit issu sort tag tend",0
"Can't fault it","",0
"Use it and you will never go back!","",0
"Would be nice if you could use real page numbers.","",0
"I understand the reasoning for doing it this way, but it would be nice if there was an option to also show real page numbers.","page option understand reason",1
"Also, the localization needs a little bit of work.","",0
"All in all though, these issues are easy to overlook because this is the most configurable reader you are going to find.","",0
"Lack of 5 stars due to two things: first, whenever I try to scroll down to look for a book it automatically goes back to top making it impossible to scroll (might probably be lacking optimization for my device), and second is I miss having a library shelf to browse through my books instead of going to the directory they're in everytime.","lack star shelf brows time look scroll optim devic top directori tri book",0
"I haven't found a better reader.","",0
"Works fine til im halfway thru a book then keeps crashing when trying to open.","halfway crash fine tri book threw",0
"Pretty good reader but doesnt work with ivona tts engine on the galaxy tab 2 P3100.","reader tab galaxi engin",0
"Please fix this.","",0
"I can't get it to work properly and I can't find any technical support!!","",0
"The ""read outloud"" function never works.","",0
"This app seemed like a great way to read titles from these two sites, but it can't load the indices.","app site induc read titl",0
