"sentence","category","transformed_sentence"
"My posts have been removed and overall my website and its work, the majority of it has vanished all down to one simple tap of the publish button of what was to be a new post.","INFORMATION GIVING","simpl remov major post websit tap vanish button"
"Which did not publish other than wipe my hard work.","OTHER",""
"So thanks for that guys!","OTHER",""
"Much appreciated!","OTHER",""
"I will never rely on this application again!","PROBLEM DISCOVERY",""
"It's nice app for blogging.","OTHER",""
"is bad","OTHER",""
"As someone who constantly blogs, it would've been helpful if I can use my smartphone to blog.","INFORMATION GIVING",""
"However, with this WordPress app, it doesn't fit to the tee.","OTHER","fit pre tee word"
"Some of the functions are missing.","FEATURE REQUEST",""
"I just couldn't properly blog the same way I do with my laptop.","PROBLEM DISCOVERY",""
"It is very interesting","OTHER",""
"It is glitchy and looses work sometimes.","OTHER",""
"Won't insert pictures to content.","OTHER",""
"Pitty the image upload button doesn't work.","PROBLEM DISCOVERY",""
"Doesn't even install.","OTHER",""
"This is so sad.","OTHER",""
"But for the WordPress, domain mapping at $13?","OTHER","map pre domain word"
"Are you crazy -.","OTHER",""
"- moving to blogspot for it to be free after years of writing on wordpress.","INFORMATION SEEKING","spot move pre word blog write"
"The app is reasonably useful.","OTHER",""
"It allows you to post to your blogs.","OTHER",""
"But it's limited in controls.","OTHER",""
"For example there is not even a way to centre text, etc.","INFORMATION GIVING","exampl center etc text"
"Also.","OTHER",""
"It seems to be very memory-hungry, causing very long (let's crash out of it) pauses, or simply locking and crashing out.","OTHER","caus crash paus lock"
"Needs more work.","OTHER",""
"Love this app","OTHER",""
"Stucked on loading forever, it contain 500 words and 5 images taken with my phone.","OTHER","load contain word forev phone stick imag"
"best best best best best best best","OTHER",""
"Best application","OTHER",""
"I just upgraded my Motorola Moto G to Lollipop and I'm unable to like and write comments on any blog.","PROBLEM DISCOVERY","lollipop upgrad comment moot blog write"
"Please fix this issue then I'll give it 5 stars for sure!","PROBLEM DISCOVERY","star pleas fix issu"
"Sharminaji","OTHER",""
"Supr","OTHER",""
"Word","OTHER",""
"Easy to use - unsure of its impact","OTHER",""
"Like this.","OTHER",""
"But any one can say me that how can I join this app to my AdSense account","OTHER","join app sens account"
"GOOD","OTHER",""
"Liked it","OTHER",""
"Can't use the app for a self hosted WordPress.","PROBLEM DISCOVERY","host pre app word self"
"Refuses to connect or recognise passwords or usernames.","OTHER","refus name user recogn connect password"
"There will be days where it runs so smoothly, and I have no issues with it.","PROBLEM DISCOVERY",""
"Then there are days when I have great connection and the app craps itself and errors come up.","OTHER","crap app day connect error"
"I've even been signed in to my account, and the app is asking me to re-sign in, and telling me my password or username is wrong, when I know for a fact its right.","OTHER","name app password user tell sign account"
"I wish I can type in color or any other privilege when you're using the comp","FEATURE REQUEST","use wish privileg type color comp"
"Everytime want to publish post with picture.always said error upload.","OTHER","publish upload error post pictur time"
"Plz don't suggests unwanted blogs","INFORMATION GIVING",""
"Cool","OTHER",""
"It would be the best if we can post the blog by offline connection.","OTHER","line post connect blog"
"Good","OTHER",""
"This app is good.","OTHER",""
"Finding this is.","OTHER",""
"Awesome.","OTHER",""
"Sharing with others and Share your thoughts  to everyone.","OTHER",""
"It works for me and fine","OTHER",""
"It keeps  telling me  to use lowercase.","OTHER",""
"I  do.","OTHER",""
"Still  won't let me blog.","PROBLEM DISCOVERY",""
"It will  not let me correct anything, just  keep inputting what I deleted.","OTHER",""
"THE APP DELETE YOUR POST'S CONTENT WHEN PRESSING BACK BUTTOM AND SHOWS AN ERROR UPLOADING A POST (MY CONECTION IS PERFECT).","PROBLEM DISCOVERY","press upload error post connect delet content button"
"FOX THAT!","OTHER",""
"I'VE LOST LOT OF WORK AND TIMEEE","OTHER",""
"Doesn't work right, always crashes and never let's me scroll","PROBLEM DISCOVERY",""
"Could use more features to update page features too.","OTHER",""
"Always a bloggers first contact","OTHER",""
"If I try to save my post to drafts, it directly get published.","OTHER","publish tri save post draft"
"Create problems","OTHER",""
"Awesome.","OTHER",""
"I love it","OTHER",""
"I'm new and this gives me a confident feeling about my site","OTHER",""
"I literally just downloaded this app and it won't let me upload a picture for anything.","INFORMATION GIVING","pictur download upload app"
"You need to fix it","FEATURE REQUEST",""
"I have used WP before and found it very engaging.","OTHER",""
"Least to be said, I'm now approaching it at a very granular level, so, there's some exploration to be done.","OTHER",""
"Whatever I've seen so far I've liked.","OTHER",""
"I hope WP agrees with me and remains the same.","OTHER",""
"Why i can't dl ?","PROBLEM DISCOVERY",""
"Simple and manageable.","OTHER",""
"Good app.","OTHER",""
":)","OTHER",""
"No option for adding files otherthan photo!!!!!","OTHER",""
"Y?","OTHER",""
"Setting feature Image, publication with different category non of that work","OTHER","public set categori featur imag"
".","OTHER",""
"My pages of our website for more details about your business needs gurgaon","FEATURE REQUEST","page detail purgat busin websit"
"Can't login without any reason","PROBLEM DISCOVERY",""
"Love it","OTHER",""
"Helps me a lot to use my time efficiently on writing wherever i am.","OTHER","wherev lot write time help"
"The system is simple and userfriendly to me.","OTHER",""
"( i run my wordpress as a blog, dunno if it works as well for people run it as a shop or gallery )","OTHER","galleri pre word shop person run blog dunno"
"Talking about only the app features, very bad one.","OTHER",""
"Funciona muy bien para publicar On the go.","OTHER",""
"Me gustaria poder controlar lo que sale publicado en las redes sociales (publizice) desde el App.","OTHER","sale reed app gust doper social ado public"
"Really impressive","OTHER",""
"The last couple of posts I've tried to make, the app won't let me upload pics.","OTHER","tri app post coupl pica"
"So dumb.","OTHER",""
"No words  to explain.","OTHER",""
"Thanks to wordpress team.","OTHER","thank word pre team"
"Not user friendly.","OTHER",""
"Every thing is so large.","OTHER",""
"For every thing a new window?","OTHER",""
"Why this can't be like Facebook?","PROBLEM DISCOVERY",""
"I love the wordpress app!","OTHER","app pre love word"
"I think featured images should be added since most of us blog using our phones/tablets.","FEATURE REQUEST","use blog tablet phone featur imag"
"Love it!","OTHER",""
"Doesn't Allow Me To Log In","OTHER",""
"Cool","OTHER",""
"Is helpful for you to be able to blog on the go and use pictures straight from your phone.","OTHER","pictur phone straight blog"
"But it keeps CRASHING AND LOSING MY POSTS!","PROBLEM DISCOVERY",""
"!!","OTHER",""
"That's so frustrating to spend valuable time writing only for it to disappear kmt","OTHER","disappear spend write time"
"Can only see Reader & Notification button on my Mobile App.Unable to Post my Blog.","OTHER","blog notif post app button"
".","OTHER",""
"Pls Help","OTHER",""
"Just downloaded it and cant connect to wp site lol seriously, stick to what you know best, tumblr.","PROBLEM DISCOVERY","download stick connect site"
"Thanks","OTHER",""
"How can i delete my bolg.","INFORMATION SEEKING",""
"?","OTHER",""
"Wifi","OTHER",""
"This app is easy to use and way better than Google's blogger which was just a pain in the arse.","OTHER",""
"Since last update, publishing isn't working.","PROBLEM DISCOVERY",""
"Please sort soon.","OTHER",""
"Still awesome!","OTHER",""
"I love WordPress and I love this app.","OTHER","app pre love word"
"It has served me well for a long time now.","OTHER",""
"However, for the last week it has not let me publish from my phone.","OTHER",""
"It won't switch between 'draft' and 'publish' anymore.","PROBLEM DISCOVERY",""
"The drop-down appears to be frozen.","PROBLEM DISCOVERY",""
"I have to login to a desktop or laptop to publish.","OTHER","publish login laptop desktop"
"Needles to say, I don't get to publish that often anymore.","OTHER",""
"Help!!","OTHER",""
"Not refreshing nothing coming","OTHER",""
"It gives you all the basic functions you need to post","FEATURE REQUEST",""
"Drug administration and the new one is a new year and then we can be we can you have a lot of this messaghje in this email","OTHER","messag administr email lot drug"
"Setting featured image just doesn't work, yes I'm on latest WP and my theme has featured image yet they just go into the post instead.","PROBLEM DISCOVERY","post theme set featur imag"
"Doesn't seem to work well on Samsung Note 4","INFORMATION SEEKING",""
"I need this app badly but I am unable to download this.","FEATURE REQUEST",""
"My mobile is moto x 2nd gen. Please fix it asap","PROBLEM DISCOVERY","mobil pleas fix gen"
"Bad app.","OTHER",""
"I love this","OTHER",""
"Brrrrrrrrrrrrrr","OTHER",""
"Also, I only added my self hosted blog so the most important piece is working.","INFORMATION GIVING","host piec self blog"
"Worked fine until the new app and new wordpress update.","OTHER","pre app fine updat word"
"My completely updated website,  the most important one, won't connect at all.","PROBLEM DISCOVERY",""
"The only option is to install a 2 year old app that has a 2.5 rating to get the xml-rpc page to work.","OTHER","rpc instal app option page rate"
"I have 2 websites on the same host that are hopelessly out of date that both connect to the app, so the host doesn't block anything (I have 2 other services that have phone apps and work fine as well).","OTHER","host servic pap block app fine date connect websit phone"
"The problem is either in the app or the site upgrade.","PROBLEM DISCOVERY",""
"Can't upload images and then use them in a post.","PROBLEM DISCOVERY",""
"New images uploaded online can't be refreshed.","PROBLEM DISCOVERY","line upload refresh imag"
"Drafts edited from online or another device don't change.","OTHER","chang line devic draft edit"
"Creating links does nothing when clicked","INFORMATION GIVING",""
"A five star after you add the justify command in your editing mode and some other basic editing Commands.","FEATURE REQUEST","star justifi add command mode edit"
"The apps is simply great for me.","OTHER",""
"It is just .","OTHER",""
"G4, Great for me.","OTHER",""
"I like that it's quicker than being on a computer.","OTHER",""
"I lost articles because I pushed the wrong buttons.","OTHER","lost push articl button"
"Otherwise it was slow, but no worries.","OTHER",""
"It has no sub title option .","OTHER",""
"Please make more feacher  for it","FEATURE REQUEST",""
"You can't see your all time views anymore.","PROBLEM DISCOVERY",""
"That really sucks!","OTHER",""
"Samsem","OTHER",""
"Android app is the WORST.","OTHER",""
"Just can't post any blog through it.","PROBLEM DISCOVERY",""
"Every time it gives the error ""No peer certificate"".","OTHER","gife certif error peer time"
"Terrible.","OTHER",""
"A complete disaster.","OTHER",""
"Utterly complicated.","OTHER",""
"No options to customise font size and font style in individual blog posts.","OTHER","size style option post blog custom"
"PATHETIC.","OTHER",""
"Biggest mistake of my life was creating my first blog page on wordpress platform which is so damm  complex.","INFORMATION GIVING","mistak creat pre word platform blog page life"
"If possible I would give this useless app minus 100 rating.","OTHER",""
"Bad.","OTHER",""
"Disgusting.","OTHER",""
"Yuckkkkkkk.","OTHER",""
"Great way to manage my blog","OTHER",""
"Only downloads to 73% then stops.","OTHER",""
"Can anyone upload photos?","OTHER",""
"coz mine don't .","OTHER",""
"fix that please","PROBLEM DISCOVERY",""
"WordPress is great especially the updated version, though I am still trying to figure where everything is because I am used to the last version.","OTHER","tri pre figur word version"
"I can write blogs and do pictures, Great App!","OTHER","pictur app write blog"
"After editing tags on first image the same data appears in the fields for the second and subsequent images overwriting what's already there!","OTHER","field tag imag datum overwrit appear edit"
"love","OTHER",""
"Nice enough.","OTHER",""
";)","OTHER",""
"Arrggh why does it take time to download","OTHER",""
"a simple minipack, like a online notebook pad","OTHER","line pad pack notebook"
"Fix this app.","PROBLEM DISCOVERY",""
"I cant upload pictures at all.","PROBLEM DISCOVERY",""
"g","OTHER",""
"This app used to be perfect.","OTHER",""
"Now I don't get notifications of new comments.","OTHER",""
"When I click on comments it says 48 comments I have to type into the browser to get access to them as this app shows a blank screen.","INFORMATION GIVING","comment click app browser type screen acc"
"Once this was a great app.","OTHER",""
"Why break something that once worked so well.","INFORMATION SEEKING",""
"I have thousands of people on my site every day.","OTHER","thousand day person site"
"This app is awful.","OTHER",""
"It would be nice if it have more text formatting.","FEATURE REQUEST",""
"The questions I asked were replied to immediately and was useful!","OTHER",""
"Also, loving the new wordpress themes!!","OTHER","pre love word theme"
"Many thumbs up!","OTHER",""
"Great offline features","OTHER",""
"I have to use this for my internship.","OTHER",""
"But it constantly causes my phone to freeze.","OTHER",""
"It slows down my entire connection.","OTHER",""
"and sometimes post don't post at all.","OTHER",""
"It needs to be made more efficient for people who post a lot of picture and words.","FEATURE REQUEST","pictur lot post person word"
"Because it's to slow.","OTHER",""
"Takes like 10 minutes to upload one photo.","OTHER",""
"Created a blog and creation pages were easy and fun","OTHER","page creat fun creation blog"
"Wow","OTHER",""
"Easy to use","OTHER",""
"Error after Error","OTHER",""
"Cannot see my custom fields, I only see the date & publish status field.","PROBLEM DISCOVERY","field statu date custom"
"Very disappointed.","OTHER",""
"and also no support for custom settings apart from posts and pages.","OTHER","page set custom post support"
"It is good for getting stats and keeping up to date with comments, and the writing platform is ok, I like how it does the markup.","OTHER","keep comment stat markup platform date get write"
"You can't create children or nest pages, which is very annoying.","PROBLEM DISCOVERY",""
"It is Center of communication.","OTHER",""
"the new version is not working and loading, the old was better","PROBLEM DISCOVERY",""
"Very cool and easy to work with","OTHER",""
"Changing my original review to 2 stars as this often doesn't work properly and I seem to always get a http 500 error.","PROBLEM DISCOVERY","star error review chang"
"Some fundamental functions are missing as well.","FEATURE REQUEST",""
"Tankx my app.","OTHER",""
"I hate the new setup it's just hard to use period.","OTHER",""
"I'm back logged in and now to see how it works for me.","OTHER",""
"Blog system","OTHER",""
"WordPress is simply superb","OTHER",""
"It has been a while since I used this app, but I've noticed so many improvements that were made that provides the user with a better experience.","OTHER","experi notic improv app provid user"
"I get to see were my view's coming from,USA,Ireland and what not.Great app","OTHER","app ireland come view"
"Oh Love","OTHER",""
"x dpt bila boleh jumpa awak bila pulak","OTHER","dpt jump bola ulaski bole awak"
"EXTREAMLY VERY SATISFIED AND EXCELL APP","OTHER",""
"Very handy for blog management on the go","OTHER",""
"Not Bad","OTHER",""
"Nice app","OTHER",""
"Look likes cool","OTHER",""
"Awesome","OTHER",""
"Doesn't bring in any of the E-commerce elements of my website.","OTHER","commerc element websit bring"
"Useless for most on the go work if you run an online shop.","OTHER","line shop usel run"
"Now its a 1, and &lt; is generous.","OTHER",""
"The best app to do everything on.","OTHER",""
"As good as sitting at a computer.","OTHER",""
"Please STOP messing this app pretending you improve it?!","OTHER","improv stop app mess pretend pleas"
"I just lost a page worth of an important reply, and this is NOT the first time this week.","INFORMATION GIVING","lost repli page worth time week"
"Top developer of what?","OTHER",""
"It's intellectual properties getting lost in this mess.","OTHER",""
"I have to start/restart it every time I want to use it.","OTHER",""
"I am getting tired of writing you.","OTHER",""
"Do you read the chain of complaints people are writing?","INFORMATION SEEKING","read write chain complaint person"
"Sometimes it deletes everything I've types which is very annoying","OTHER",""
"Superb","OTHER",""
"Just good","OTHER",""
"Np:1","OTHER",""
"Nice.","OTHER",""
":)","OTHER",""
"An app to make you famous!!!","OTHER",""
"The updates have made this app so much better!","INFORMATION GIVING",""
"The UI is beautiful and accessing my self-hosted site has never been easier and error free!","OTHER","host access error self site"
"Ty!","OTHER",""
"Mantap bener app nya","OTHER",""
"Cannot connect to self hosted wordpress while it's fine using my web browser.","PROBLEM DISCOVERY","use pre word browser web self connect"
"Returns 404 error when I upload.","OTHER",""
"Can view site, all posts, including drafts, though.","OTHER","includ site post draft view"
"Really its too good;-)","OTHER",""
"They help with your website for free","OTHER",""
"For an older version","OTHER",""
"Awesome","OTHER",""
"Rejecting my username and password!","OTHER","reject user password name"
"Uc main open karo wahan theak ha yahaan nahi","OTHER","ahayana aro teak inah"
"Half of the time it says 'can not refresh'","PROBLEM DISCOVERY",""
"I have a news site using WP.","OTHER",""
"And this easy-to-use app make our work more easier on mobile.","OTHER",""
"hope this app could facilitizing user as desktop version has","OTHER","hope app facilit desktop version"
"this app is useful app for me.thanx to WordPress team.","OTHER","pre app word team"
"New version always opens to posts (the least useful section for me on mobile) regardless of what section I left on.","OTHER","regardl left post section version"
"It also says I've got unmoderated d comments (up to date on the website) and when I try to moderate them via the app it says ""error"".","OTHER","comment tri app date error websit moder"
"Not bad otherwise, but frustrating enough for me to opt for desktop over the app.","OTHER","frustrat app opt desktop"
"I love  it.","OTHER",""
"!!!!","OTHER",""
"nice!","OTHER",""
"Bir.","OTHER",""
"Yildiz.","OTHER",""
"Bile.","OTHER",""
"Degilsin.","OTHER",""
"No plugin options in post.","OTHER",""
"Like","OTHER",""
".","OTHER",""
"that would show stats for self-hosted blog, without having to start the app?","FEATURE REQUEST","host app stat start self blog"
"It could cover the four categories that are already there (views, visitors, comments, likes).","OTHER","comment categori cover visitor view"
"It could be a simple 4x1 widget in which you could set refresh interval, period for viewing stats (daily, weekly, monthly.)","OTHER","monthli period widget stat view set"
", etc.","OTHER",""
"Must have for every blogger","OTHER",""
"I have been using this app since a couple of months and I find it both useful and really simple to use.","OTHER","use month app coupl"
"Recommended.","OTHER",""
".","OTHER",""
"is painful!!!","OTHER",""
"Why is that, I'm on an LG G3, every time I upload an image on WiFi it slows down my system process an unbelievable slug speed.","INFORMATION SEEKING","wife slug upload proce system slow speed imag time"
"SMH","OTHER",""
"Usefull","OTHER",""
"1.","OTHER",""
"Still problem uploading posts that have an image as their first object.","OTHER",""
"Uploads fine if put some text in front.","OTHER","front text upload fine"
"2.","OTHER",""
"Cannot quickly follow and cannot view the blog (fails to load) of people who follow or like a post.","PROBLEM DISCOVERY","load fail follow view post person blog"
"Otherwise not bad!","OTHER",""
"greate !","OTHER",""
"what a app really 3 cheers for the loosers hurrey3.after 3 hours of workin on a post it didn't publish and i can't find it in my draft !","PROBLEM DISCOVERY","app draft cheer looser hour post hurri"
"total tym waste !","OTHER",""
"Thank you.","OTHER",""
"But Pinterest doesn't allow me to pin my blogs.","PROBLEM DISCOVERY",""
"It says that is a spam or suspicious pin.","OTHER",""
"Do you have any idea?","INFORMATION SEEKING",""
"I love WordPress.","OTHER",""
"But lately the words won't even load when I click on a post.","PROBLEM DISCOVERY","load click post word"
"Please please fix this.","PROBLEM DISCOVERY",""
"It used to work perfectly.","OTHER",""
"Resolve the issue and I'll change to 5 stars.","OTHER","star resolv chang issu"
"I'm not able to upload images to my blog using the app.","PROBLEM DISCOVERY","use upload app imag blog"
"Nic","OTHER",""
"I also miss the old stats page with the key word  search and the all time stats please  bring it back","OTHER","pleas word stat bring search page time"
"I love Wordpress","OTHER",""
"It's good but will not allow me to upload photos to my blog post","OTHER","allow upload post photo blog"
"I love using WordPress online.","OTHER","use line pre love word"
"However, in the app needs much improvement.","OTHER",""
"It's nearly impossible to post pictures to your profile or on the customization page, and even if the upload works, you still can't crop.","PROBLEM DISCOVERY","crop upload post page pictur custom profil"
"It's a pain in the butt having to wait until I come home to edit my posts instead of just using the simpler app.","INFORMATION GIVING","use simpler butt app wait post pain home edit"
"The information text is often skewed off of the page making it illegible.","OTHER","page skew inform text"
"another issue is the sidebar - it doesn't always show all of the features of the app.","PROBLEM DISCOVERY","app sidebar featur issu"
"Poor quality app.","OTHER",""
"Act","OTHER",""
"I cannot login with credentials prooved using web browser.","PROBLEM DISCOVERY","use login prove browser credenti"
"Continue using web browser, uninstalling app.","OTHER","use continu app browser instal"
"Helpful app for updating blog,previously gave this 4/5 down to 3 stars now because it never updates my comments anymore, i get about 5 new comments and then the rest are from 6 days ago and i definitely have at least 50 newer comments than that, also you have to reply before you can approve the comment, if you just click approve it takes you back to all the comments, why cant we have a reply and approve button like online?","PROBLEM DISCOVERY","updat star comment repli app day click approv line cant blog rest button"
"Marketer","OTHER",""
"Like","OTHER",""
"Is awesome","OTHER",""
"nice.","OTHER",""
"I have 2 blogs and can't access both just one via the app","PROBLEM DISCOVERY",""
"me","OTHER",""
"I am uninstalling the app.","OTHER",""
"Just got the log in and lost old drafted post.","INFORMATION GIVING","lost post draft log"
"I could have simply use the Google keep to write my post on the go.Please help!!","OTHER","pleas oogl post write help"
"I have wrote few pages of blog in this application now I am not able to login in same username and password that i used earlier to login.","PROBLEM DISCOVERY","blog name user applic page wrote login password"
"I don't want to loose the blog I have written that is locally drafted with the app.","OTHER","loos written app draft blog"
"Good app, reduces time spent on pc","OTHER","reduc spent app time"
"i cannot or i dont know how to make my post as top post using this app, is there anyone who knows how i can?","INFORMATION SEEKING",""
"Its cool.big upps!","OTHER",""
"Like","OTHER",""
"Good job","OTHER",""
"It meets my needs.","OTHER",""
"Bacaan: Yosua 2:1-14 NATS: Tetapi perempuan itu telah membawa dan menyembunyikan kedua orang itu (Yosua 2:4)  Pada tahun 1803, Thomas Jefferson memerintahkan Lewis and Clark untuk memimpin suatu ekspedisi melintasi bagian Amerika yang belum terjelajahi sampai ke Pantai Pasifik.","OTHER","rang panti lewi elah efferson pad urat taunt lark bag sampan ataan erelman homa elementarin yang arsif tapir ost merica dispers duard velum"
"Ekspedisi ini dinamai Corps of Discovery [Satuan Penemuan] sesuai dengan namanya.","OTHER","corp aturn anya dispers discoveri eng"
"Ekspedisi itu mendata 300 spesies baru, mengidentifikasi hampir 50 suku Indian, dan menjelajahi medan yang belum pernah disaks","OTHER","misidentif hamper yang speci edan dispers uki disk mandat velum"
"The app will not allow me to login to my WordPress site not hosted on WordPress.","OTHER","allow host pre app word login site"
"I try logging in using self-hosted using the login url, user,pass.","OTHER","use host tri log user self login"
"& get nowhere.","OTHER",""
"Is WordPress sites hosted with other hosting comps, not compatible with app?","OTHER","host pre app word comp site"
"I like it","OTHER",""
"The app is good.","OTHER",""
"But I find it difficult to publish an article OTG.","OTHER",""
"Still prefer the web version.","OTHER",""
"Also, the latest update has brought in improve stats, which is really good.","OTHER","improv brought stat updat"
"I love this app I have designed 2 website a great developer developed this app","OTHER","develop app love design"
"Its.","OTHER",""
"Great app to start a blog.","OTHER",""
"Works even better on PC.","OTHER",""
""".","OTHER",""
"Post comment"", "".","OTHER",""
"View post"" constantly - don't understand why","OTHER",""
"It has the basic needed features of the site.","OTHER",""
"The reader is in a pretty format displaying posts as much like the reader on the sites.","OTHER","format post reader display site"
"I like how it saves the posts on local draft on the phone.","OTHER","save phone post draft"
"This is a big plus for bloggers on the move.","OTHER",""
"I have posted a few while I was traveling and I really wish they would put more editing options in the new post section.","FEATURE REQUEST","travel section option post edit"
"Love this app nevertheless.","OTHER",""
"Much better that blogger.","OTHER",""
"Serves it's purpose.","OTHER",""
"It's very good","OTHER",""
"Awesome and all - encompassing.","OTHER",""
"Good information for people","OTHER",""
"Why when I go to add an image the image URL option is not in the app!!?","INFORMATION SEEKING","option app add imag"
"It's a very useful app and I really need it so please add it and I will give you 5 stars.","FEATURE REQUEST",""
"Everything is working great except the 'posts', it always say couldn't refresh post while my connection is working great with every other thing.","PROBLEM DISCOVERY",""
"This a nice platform for junior journalist.","OTHER",""
"I love it","OTHER",""
"Very good","OTHER",""
"Nice blogging app","OTHER",""
"Nice awi","OTHER",""
"Simple to post on the run, and see your sites.","OTHER","post simpl run site"
"Recommended :)","OTHER",""
"Phone freezes almost totally during post upload.","PROBLEM DISCOVERY","upload freez phone post"
"Every phone I tried.","OTHER",""
"Junk from such a big player.","OTHER",""
"I'm sure it works perfectly on iPhone.","OTHER",""
"I hardly get the complete notifications these days.","OTHER",""
"My follower count is stuck on a particular number since two days even when it is increasing at a rapid rate.","OTHER","follow count day stuck increas rate"
"The app doesn't show complete notifications and it's extremely annoying.","PROBLEM DISCOVERY",""
"&lt;3","OTHER",""
"Can't consistantly find dashboard or appearance apps.","PROBLEM DISCOVERY",""
"Have no idea how to get back to the page with all the side settings once I hit view site.","INFORMATION SEEKING","hit view idea page set site"
"I would like to easily change the appearance of my blog fom any page.","OTHER","page appear chang blog"
"Please fix.","PROBLEM DISCOVERY",""
"I've read other posts with similar issues and really don't want to work on a post and have it to disappear after ""45 min"" of work.","FEATURE REQUEST","read min post disappear issu"
"I have no problem with changing my rating once these issues are fixed.","PROBLEM DISCOVERY","fix issu chang rate"
"Thanks.","OTHER",""
"Love love love","OTHER",""
"Ok so I wanted to connect my phone w","OTHER",""
"This app takes forever to upload my new post.","OTHER",""
"And some things have been changed that I don't agree with.","OTHER",""
"I liked seeing what search terms people used to find my blog, and now I can't see that anymore.","PROBLEM DISCOVERY","see term person like blog search"
"The quote goes if it ain't broke don't fix it.","OTHER",""
"Using this to start a fresh WordPress page was very difficult.","OTHER","use pre word start page"
"Still unable to bring up a dashboard that allows me to change the appearance to customise my pictures.","OTHER","allow dashboard bring chang pictur custom appear"
"It was there on day one, now it's gone and I can't find a way to bring it back.","PROBLEM DISCOVERY",""
"The main dish only has themes but doesn't include the appearance option.","OTHER","includ option dish theme appear"
"Very frustrating!","OTHER",""
"Can't post anything!","PROBLEM DISCOVERY",""
"Please fix this!","PROBLEM DISCOVERY",""
"Nice","OTHER",""
"I can't log into my Self-Hosted blog.","PROBLEM DISCOVERY","host blog self log"
"This software can do everything you need on the go for multiple sites even!","OTHER",""
"Good","OTHER",""
"I really hate this app!","OTHER",""
"I wrote a looong text and then I saved it into a draft.","OTHER","save loos wrote draft text"
"When i came back to continue my post, what i wrote before disappeared!","OTHER",""
"I really disappointed with this app!","OTHER",""
"I will change my rate if you guys can fix it to a better version.","PROBLEM DISCOVERY","guy fix version chang rate"
"Thank you and sorry for my bad English.","OTHER",""
"Seriously, it takes hours to post just one photo!!","OTHER",""
"Best WordPress app","OTHER",""
"Now task has been much easy.","OTHER",""
"Joke","OTHER",""
"I haven't used it in about a year, but now it won't connect to my self-hosted site.kinda makes it useless to me.","PROBLEM DISCOVERY","self host kinda connect site"
"Always the coolest place to blog.","OTHER",""
"Thanks for the free app Android.","OTHER",""
"More updates more fun","OTHER",""
"1.","OTHER",""
"Probleem met oplaai van poste, bladsye en media.","OTHER","medium van pesto blade met"
"2.","OTHER",""
"Alhoewel ek ingeteken is,  bly dit vir se ek's nie ingeteken nie.","OTHER",""
"Saya suka tulis di blog jdi ini shj la app yg terbaik bgi sya.dn I","OTHER","tulip app auk blog interbank"
"Captions disappear when changing draft to post, galleries don't always save, and now picture id plays up so halve the pics don't show up in post.","OTHER","save galleri halv disappear draft caption post chang pica pictur play"
"Please fix!","PROBLEM DISCOVERY",""
"Dahir Shekh maxamed","OTHER",""
"Martin Godinez","OTHER",""
"I can't get it to work.","PROBLEM DISCOVERY",""
"I get SSL errors with my self hosted WordPress 4.1 with a free SSL cert from StartCom.","OTHER","host cert pre word start error self isl com"
"Clicking Yes on the error does no good, it just pops up another SSL error, then another, on forever, never actually making any progress.","INFORMATION GIVING","pop click error progress isl"
"Clicking No obviously doesn't fix it, and Details just pops up a blank screen with a title at the top.","INFORMATION GIVING","detail top pop click fix titl screen"
"This app is open source though, I think, so I might see if I can fix the bug myself.","OTHER","fix bug app sourc"
"Tall fun easy to a tap open minded","OTHER",""
"The mobility is great, now I can sit on the bus and blog","OTHER",""
"I turned to this applications  help for my party updates","OTHER","updat help parti applic"
"Perfect so much.","OTHER",""
"too good","OTHER",""
"i like it.","OTHER",""
"also you did a great job keep it up.","OTHER",""
"thank you","OTHER",""
"Awesome!","OTHER",""
"Misses a few things.","FEATURE REQUEST",""
"Im entering right username and password that also it says sry we cant create","PROBLEM DISCOVERY","name creat enter user cant password"
"WP app helps to Time Save.","OTHER","save app time help"
"Sip tjuy","OTHER",""
"Every time I write something it always says: Wordspress has stopped.","OTHER","stop pre word write time"
"Is this some bug you people didn't know about?","PROBLEM DISCOVERY",""
"Wasn't expecting much but this works great for posting to my self-hosted WP instance.","OTHER","host expect post instanc self"
"Help me writer when idea come","OTHER",""
"Loving it.","OTHER",""
"Awesome","OTHER",""
"thanks!","OTHER",""
"Try again","OTHER",""
"I like this apps","OTHER",""
"It works great for me","OTHER",""
"Good","OTHER",""
"Wow","OTHER",""
"And now on tablet!","OTHER",""
"I made my website before I got this app!","INFORMATION GIVING",""
"Thank you for this!","OTHER",""
"Great","OTHER",""
"This is great, I just wish we could just simply have a 'delete blog' button.","FEATURE REQUEST",""
"Easy to use","OTHER",""
"Notification don't load property.","OTHER",""
"The sidebar is fixed but I can't reply to comments","PROBLEM DISCOVERY","repli comment sidebar fix"
"Before the most recent update I could see Search Engine Terms, which are very important info.","OTHER","term engin info updat"
"With the update, you've taken that away!","OTHER",""
"Please add it back to the Stats!","OTHER",""
"While your at it, remove the tags & category, publicize, videos (because it doesn't work), and comments sections.","PROBLEM DISCOVERY","remov comment categori section video public"
"Or at least make it so we can choose what info we want to see in our Stats.","OTHER",""
"Its not tell the searching keywords where come the organic traffic","OTHER","keyword tell search traffic"
"support my mobile content","OTHER",""
"Top search keywords very useful in previous version, hope can include back in next update, thanks.","OTHER","hope keyword thank includ search version"
