"original_sentence","transformed_sentence","topic"
"Dual toolbar top (static) and bottom, would have been great.","static bottom tool bar",0
"Grid view is not as comfortable as ES, cannot get the same experience even after adjusting the no of rows
It seems like ok.","experi row view adjust",0
"Screen flickering and crashes Nice file manager, but i see screen flickering when i press ""+"" floating button and then press ""back"" button.","crash button screen flicker manag pre float",0
"Also app crashes when i try to zip something.","",0
"Want to I want to show the file PDF and doc and apk  if I can't get location of these in my phone or SD card
Nice app It color the top notification panel pink.","app locat pink color panel doc file notif card phone",0
"Nice that it supports app backup, but when testing this the backupped .apk's could not be installed!","support nice test backup instal ape",0
"(Parse error)
Bad archives support Good app, but doesn't open archived files that ES explorer can handle without any issues
The only problem I've encountered so far is that I can't open audio files.","pars audio archiv app handl issu encount file error",3
"Coz if i cut song nd paste it another folder then my music player failed to play it
Crashes on selecting ""share"" menu item.","share player crash past select music fail folder song cox item cut play",0
"The interface is nice, but there are many missing functions that I think are essential to a file manager such as cut and compress.","compr manag file interfac miss cut function",0
"Ok
Nice service After my feedback of not working on my phone then I got a new update of it quickly.sorry.but it have many bugs which i haven't seen.please Kindly give me a new upgrade of it.i love this app
Crashes a lot
Pretty average
Root After enabling root, no files are visible on the device.","servic lot app updat feedback upgrad seen crash root devic enabl bug pleas file sorri phone",0
"Missing the quick delete on the title bar.","miss delet bar titl",0
"This app is great, i just want to request to have an option to display the used and free space rather than the total number of files, will rate to 5 star if granted.","rate request grant app display star option file space",0
"Thanks
No Icon There is no icon in the launcher
Not amazed Cannot set media files as ringtones
no batch rename
Back to ugly root explorer Unable to write files to system
Good Files can't not be moved and it crashes, Other than that its great
Signing in with Google causes force close every time
Can't attach files through this app.","system crash tone write ring forc explor file thank time medium batch amaz icon renam move app sign root launcher caus set",0
"Tried attaching a zip to my email but always gets ""can't attach empty file"" error even though the zip is not empty.","email attach tri file zip error",0
"I'm missing the abillity to access the MicroSD Card using FTP.","use micro acc abil miss card",0
"However it cannot currently access network locations, which limits is usage
still no compact condensed view, too much wasted screen space
Crashed Latest version of the app forced closed when I tried to delete a file.","app locat network crash condens close delet version tri acc compact forc limit file wast view space",0
"Can't use OTG Did it support OTG?","",0
"I can't figure it out, even root access is not really working for my Nexus 6p
Not showing External SD card on ""mi redmi 4"" while other apps were showing
Where's the Bookmarks?","figur acc pap bookmark card",0
"Smooth interface, but the SMB client doesn't work.","",0
"But lacks cloud support.","",0
"Was good… Then i upgraded to 6.0.1 its started to crash in lots of ways… before that it was best file manager…
Works well with one caveat.","lot crash upgrad caveat start manag",0
"This is a problem with gear vr because if you copy a vid from sd over to internal download directory where gear vr looks, it's not there.","div copi look directori gear download",0
"They're off to a good start but it definitely needs to work out some bugs.","",0
"When I select a couple of pictures and I cut them and then paste in the SD card the app crashes im running Android 4.4.4
A great start, but still some room for improvement.","app crash past select start coupl run improv cut card pictur",0
"Cant see external SD in directories.","",0
"It would be better if extraction / compression location could be set per each use  (like es), rather than a preset folder.","compress locat folder preset set",0
"Lacks an internal Image Viewer.","",0
"Video over smb has bad performance I like it overall, but one of my main use cases does not work well.","",0
"I use MX player and use the file manager to access the share; in other file manager this works fine but in Amaze it takes a long time to load, has interrupted playback, and often freezes.","share player time interrupt amaz freez acc playback manag file load",0
"Can you make it an option?","",0
"I also cannot figure out how to add bookmarks.","",0
"Also could you add Dropbox support?","support add drop box",0
"// Also fails to copy files to SD rendering its name a bit of a misnomer.","misnom bit copi fail render file name",0
"Please fix copy/move notifications in API 24.","move copi pleas notif",0
"App worth 5 stars if bug is fixed
Good file manager But the ""cut"" tool doesn't work on my phone (Moto E)
have to force grid view.","fix moot tool star forc manag bug file phone view",0
"Constantly crashes I love that this is open source,  but the fact that it crashes all the time is a real problem.","sourc love time crash",0
"And searching is worst and must to improve.And better you checkout CM file manager and add its functionalities to this.And I can bet that your app will ROCK!!","checkout add app bet rock function manag file improv search",0
"Can't paste!","",0
"I am not able to delete files/folders.","",0
"The app is crashing when I try to do so.","",0
"Lack of OTG support That's a dealbreaker right there.","breaker lack support deal",0
"Files of unknown mime-type cannot be opened Instead, at least on my Nexus 5 BubbleUPnP opens and starts playing music, and I get a toast message saying ""cannot play, cannot get file mime-type"".","type mime music start bubbler file messag say play",4
"The toast message says cannot play: file does not exist: /data/media/clockworkmod
Force Close Closes While Trying to Type with Text Editor
Good desing but not have optuons Root Mode
Up against es Early days.","exist type mode design datum close root medium editor tri day forc option file messag toast clockwork play",0
"Works so far good
Nice just gets crash at heavy process
Looks nice but not fast enough As mentioned, it looks very nice with material design but does not react fast enough
Please make swipe dual tab look like root browser
I really like the features on the app but whenever I try to delete multiple items at once it crashes on me!","browser design app crash featur root delet proce mention tri tab look pleas item react",0
"Please fix this soon.","",0
"(Moto g4 plus)
can't browse otg can't browse otg
So-so Bookmarks can't be edited now?","tog brows moot edit",0
"Folders/files icons should have a square or round option.","squar icon folder round option file",0
"G+ should be scrapped, it has no place in any apps nor anyone hearts except G's own.","",0
"Seemed legit I gave it a three because it didn't really give me a chance to do much before it started to continually freeze.","",0
"Occasionally a web browser will freeze because im an impatient button masher.","browser button web freez masher",3
"I need something now instead of ES so I'll try it again later
needs more.","",0
"great start but needs more.","",0
"without these its just a pretty app that can't  compete with ES File Manager.","manag app compet file",0
"crashing when backing up apps and when sharing app with google drive
Simple :::::;;;;,-:;#, Workable
Great but.","simpl share pap crash drive",0
"But it doesn't have otg support.","",0
"Pls add this feature.","",0
"Pretty good, just bummed that the FTP Server function crashes the app!","bum app function crash server",0
"Fix this and I will add 2 stars to my review","fix add star review",0
"This is a problem with gear vr because if you copy a vid from sd over to internal download directory where gear vr looks, it's not there.","div copi look directori gear download",0
"Needs an Update Recently installed it and its a good app with a nice UI but it needs a bit more customization options.","app custom updat bit option instal",0
"Also, the move feature isn't working and it needs to be fixed
Great file manager but I can't edit text files on my SD card
Was A Good App On some of my devices,but doesn't have a setting on my Lenovo tablet to check the SD card.","text fix edit app featur devic set manag file check move card tablet",0
"Wow it's very good
FTP Support
Moving Files Everything is going great from the material design and theming to unpacking rars but it cant do one of the most simple function of moving files.","support ear design materi wow theme file move function",0
"Please add this in the next update.","",0
"Update for Android Marshmallow App needs an update for android marshmallow.","",0
"lots of unused space in the UI layout not for users with lots of files on their sdcard
SD card problem I cannot see my sd card.","lot layout user file card space",0
"My phone version is 6.0.1
Cut doesn't work If I cut and paste, it just copies.","copi version cut phone past",0
"Fix it please.","",0
"Failed to copy a movie to an SD card though.","movi copi fail card",0
"Cannot move files?","",0
"Super but When we open songs folder the images defaultly set to songs is not shown.","imag super folder song shown default set",9
"Bro the app ui is awesome but it's request that please change its display name from Amaze to File Manager Amaze.","chang request app display amaz manag pleas file name",0
"Unless I'm missing something, shares on a server are added automatically so you can't add hidden shares.","miss share add server",0
"It's great,,but After I updated to latest version.I can't open it.unfortunately app has been closed.please fix it,, I love this app.","fix app updat version love pleas",0
"Nice simple app, but it crashed as i selected FTP
App is good.please change its display name from amaze to file manager or explorer
Simple and great Like the simplicity
Great app Greatest file explorer and small in size works great on my s6 edge missing features like cloud integration root and an inbuit text editor luving it pls include the above features in next update then 5 stars
Nice app otherwise, but is very unstable and crashes/locks up for long periods of time when moving or copying photos to SD card.","crash copi explor lock file chang photo time display select amaz live manag move text simplic app editor integr pleas card includ updat featur root star size period miss edg name",0
"Also just randomly crashed without even doing anything.","",0
":(  I told it to cut and paste into folder to overwrite pics, but it just locks and crashes doing nothing.","crash past overwrit folder lock cut told pica",0
"Nice, but need some work Bookmark manager FC.","",0
"Bookmarks should be displayed in slider.","",0
"Breadcrumbs are big and could be better displayed - perhaps in action bar directly.","bar breadcrumb action display",0
"Better than es file manager but it's lack of features made me switch to Solid  I understand it's open source and not going to have  everything under the sun but it's just missing some critical functionality for me.","sourc understand featur solid lack manag switch miss function sun",9
"It's a great app, you can do many things with it, but still lacks of more functions like edit, move, etc.","edit app lack move etc function",0
"Could have had LAN Tab!!","",0
"Good file manager, but I need more useful features.","",0
"This file manager can't extract password protected archives.","archiv extract protect manag password file",0
"But it just keeps crashing.","",0
"The app crashes each time when I try to decrypt a file which I encrypted","time crash tri encrypt decrypt file",0
"and also crashes.","",0
"this app does not work well in this situation.","",0
"will fix this soon.","",0
"(Reading up, it seems SD card operations are prone to error and may explain why Amaze crashes so frequently for me.)","crash read prone oper error explain",3
"Plz update its very good app
Can't seem to create home screen shortcuts on Samsung s8.","creat shortcut app amsun updat home screen",9
"But crashes when extracting rar file on Oreo 8.1
Needs improvments
great but crashed :(
I cant creat new folders with my sony m2.","reo crash extract folder file improv crest cant",0
"I like it
Good one but needs some improvement on app management section like they do on ES File explorer.","section explor manag file improv",0
"I'm unable to edit file permissions.","",0
"When it worked it was great, but it crashed *a lot* when moving files over about 50MB, which for my purposes rendered it next to useless.","lot crash purpos render file move usel",0
"Coping, moving, deleting very slow, even sometimes crashes.","move delet cope crash",0
"Progress of moving and copying file should be displayed for monitoring.","display copi progress file move monitor",0
"It looks like some people are having the same problem.","",0
"Compression crash The app crashes when trying to compress a file
Good There has a problem in this app.","compress app crash tri compr file",0
"When I try to copy files, or videos more then 1gb its fail and crash.","video crash copi fail tri file",0
"Please fix it.","",0
"Your well wisher  Anick Chowdhury :)
Selection is still not material design like Otherwise nice and simple
Not ideal Struggles when more than one file at a time
Marshmallow The paths in Marshmallow are changed and the app can't find External SD card
Nice App because no add.","chang add time design app select struggl file chowder path card marshmallow",0
"The app features are good as expected, but some bugs with the SD card permission system are still there.","app permiss system expect featur bug card",0
"Hoping for improvements
3.1.1 works fine but this version can't scan smb shares, it goes into an infinite loop.","hope share loop version sob improv fine",0
"Cannot copy files over samba without crashing, 99% failure rate, please","rate crash copi failur pleas file samba",0
"and also crashes.","",0
"this app does not work well in this situation.","",0
"will fix this soon.","",0
"And why doesn't this show in an application manager?","",0
"So please fix and will rate 5 stars.","",0
"So, today I reinstall with, presumably, the latest version possible, and STILL no option to move files, or, if there is an option, then it isn't clearly defined.","version reinstal defin option file move",0
"Please fix, using Moto G 2nd gen. UI is beautiful 😭
Battery hog I was unable to terminate a copy process midway.","moot batteri hog midway use copi proce gen pleas termin",5
"New update (v2.0.3) really needs fixing.","",0
":)
Crash Whenever I copy anything from internal to external storage, the app crashes.","copi storag app crash",0
"Please fix.","",0
"needs split screen
Neat, zip not working After dumping ES explorer i was searching for a simple file explorer and finally i found this really appreciate the work by devs for this app.","app dump zip found appreci split deb explor file search",0
"Crashes all the time.","",0
"IT CRASHES everytime I try to rename a file.","time renam tri crash file",0
"If so, huge disadvantage
Looks good but lacks some functionality Lacking some basic functionality such as the ability to sort by type of file
Not having ""cut"" option for folders , icons are also back dated
Great app until it turn off my sound notifications menu.","type menu app disadvantag folder icon lack sort look option file abil cut function notif",0
"I can't change the sound in my ringtones or notification on my Note 4.","chang note sound tone ring notif",0
"Drove me nut for 3 days because I couldn't figure it out what was happening.","drove figur day happen",3
"Was using it but now just crashes Installed Amaze some months ago but now I can't use it.","instal month crash use",0
"Using a Nexus 5
Garbage Won't create folder or move anything to sd card
Meh Samba streaming of videos crashes MX player.","creat player samba crash use garbag folder stream move hem card",9
"闪退 Nexus6P，7.0
Can't even complete basic tasks Moving picture to another folder doesn't even work.","app folder nexu task move pictur",0
"As others are saying, it updated this morning and now crashes every time I open it.","say time morn updat crash",0
"PLEASE fix it ASAP!","",0
"Why can't it write to USB?","",0
"I can do it with root browser
Very Basic Feature For Any File Management System Is A BUG Here !","browser system featur root manag bug file",0
"Not working App crashes any time I try to copy/paste or delete a file
Recent update made it so that preview always shows most recent photo, and so that back button exits app.","photo time app crash updat delet copi preview tri button file exit past",0
"Could not start because of trying to cast an Integer to String or vice versa during startup.","string versa start tri startup cast vice integ",7
"Had to delete app data and lost lot of bookmarks.","lot app datum delet lost bookmark",0
"Too bad, I used this app for a long time but I need something stable.","",0
"I want to see my internal storage and sd card storage but i can't even tell where I'm at.","",0
"Fix this and get 5 stars from me
It's good but needs a lot of improvements.","improv fix lot star",0
"Many outstanding issues in GitHub!","",0
"Very confusing gui I think you need to go back to the material design guidelines and reconsider your choices.","choic design reconsid guidelin materi confus",7
"And this one usually fails to make server connections.","",0
"So what can i do To fix the kitkat problem.","",0
"I cant update my device since its rooted so.","",0
"It cannot open or extract files properly.","",0
"Since last apdate I can not browse imagine anymore
nice
Doesn't start with latest update
list item take too much space; missing info 1) Each list item is surrounded by too much empty space.","start brows surround list item miss imagin space",0
"List view could have been easily compressed more.","",0
"3) Sometimes Amaze seems to fail to recall options set previously.","set fail option recal",0
"amazingly annoying can't set ringtone from settings
Excellent app Everything is flawless , I had an issue with the previous version but now it's perfect !","annoy issu tone version ring set",0
"Not working What a boring app when I open its take a lot of time to open &when I open and delete file  its tell unfornuately amaze file explorer has been stop then so make some improvement in it
Can't move files to sd card!!","lot time app tell explor file improv move card",0
"OTG no supported This app doesn't support OTG, please fix it and make it compatible for OTG.","tog pleas app support fix",0
"Can't access bookmark manager either, the app force closes.","acc forc bookmark manag close",0
"But now, whenever i open a folder, i gonna crash!","",0
":((
Please learn from solid file explorer
Can't connect to FTP because it doesn't have option for that No cloud connecting option?","connect cloud explor option pleas file learn",0
"Crashes, nice interface Looks good but crashes on create folder
Sorry The web reviews give this too much credit.","creat crash folder review credit look sorri interfac",0
"Its missing features that should be staple.","",0
"And it crashes often.","",0
"Crashes every time when creating folder in sdcard.","creat time card crash folder",0
"But it wasn't even able to properly cut/paste.","",0
"When it did appear, the paste would fail more often than not.","",0
"I also would have liked to see cloud support for services such as Dropbox and Google drive.","oogl support servic drive like drop box",0
"This app has a hard time and fails to copy/paste/move and rename when it comes to the /system folder.","time app system copi fail folder renam move past",0
"Bugs Nice file manager but has bugs related to move/copy/paste operations(fails everytime )
Will be great if add with View menu - Details: file size & permission.","time menu relat permiss copi fail detail size manag bug file move oper past view",0
"Operation with USB Storage is not working it's look like on read only mode.","mode storag look oper read",9
"Does an okay job as a backup, but FTP support has been getting worse and worse, and I can no longer create folders in filezilla, so it's a lot less useful.","support creat fibril lot folder job backup get",0
"Unable to delete
It was good but now there are several bugs,app crashes,file copy/move loop, folder refresh loop.","loop crash delet copi folder bug file move refresh",0
"keeps crashing like everytime i try to do literally anything on my files, it crashed!","time tri crash file",0
"Really nice looking but crappy If this had browsing for network shares it would be better.","brows share look network",0
"File copying fails a lot for no reason, just stops and no notification.","lot copi fail file notif reason stop",0
"Can't see file details like size or anything.","",0
"Other features may work but I couldn't be bothered to try them since I need a functioning smb connection.","connect featur bother tri sob function",0
"It's pretty, but it crashes doing the most basic things.","",0
"Opening a simple rar archive shouldn't cause any file manager to crash every time.","time archiv crash manag file caus",0
"Reliably crashes when switching from another app
Pretty UI.","",0
"Does what I want but doesn't I can't copy or cut and paste a file to my external SD card.","copi cut card file past",0
"Can't recommend it given that it's the only feature I need and the Android file explorer does a better job for internal storage.","featur android job explor file storag recommend",0
"It crashes every time I open a file from inside a folder, be it a picture, a document, etc
Important options have been removed!","document time remov crash folder option file etc pictur",0
"Crashes when trying move files from local storage to SD card
App force closes when I use the ""open with "" option , please fix !","fix crash close tri forc option file pleas move storag card",0
"It is a great app but im giving 2 stars to let the developers know that the app crashes when u open the folder in which some thing is downloading for eg.","app crash develop star folder give download",0
"the app crashes when u open downloads folder when im downloading through chrome, similarly app crashes when u open uc downloads when uc browser is downloading,.","browser app crash folder download",0
"fix this is is definitely 5 🌟 app
Waste your time!","",0
"A file manager that can't carry out basic file management properly.","",0
"I have lost precious 1.6 GB of data because this manager couldn't properly move the file and made it corrupted.","datum lost corrupt manag file move",0
"cannot return to search results.","",0
"Bad UI Animations are annoying and can not be disabled.","",0
"Crashing when adding a folder I mean, it is basic operation.","mean oper crash folder",0
"Not up to the mark.getting stuck every time and crashes frequently.","stuck time mark get crash",0
"Even copy paste or cut paste not working.i lost some files during cut and paste.","copi past cut lost file",0
"CAN'T MOVE FILES AND PICTURES AND MUSIC!","move music pictur file",0
"Pictures, musics cannot be moved from internal storage to sd card.","move music storag card pictur",0
"Please fix.","",0
"Failed to move files onto sd card then stopped working, rubbish,  don't bother
got itself stuck in a loop exploring \dev.","loop bother fail explor file move stuck card stop",0
"Craches Crashes all the time.","",0
"Now it instantly crashes on start.","",0
"Crashed
INTRUSIVE UNNECESSARY PERMISSION Permission: Identity; NONE OF YOUR BUSINESS FOR ANY REASON AT ANY PRICE.","permiss crash none busin price reason ident",3
"I cannot list all its faults; here's just a few: You cannot have favourite folders, so you will always have scroll to find what you want.","fault scroll folder list",0
"There are the usual virtual folders (music, pictures, videos) but they don't find anything on an an SD card (so called ""external storage"").","video music folder storag call card pictur",0
"Network descovery via SMB didn't work at all, you have to set up manually.","sob discoveri network set",0
"I didn't figure out how to easily switch between local files (internal and SD card) and SMB files
needs some overlay permission and doesn't work even if you try to enable it.","figur permiss overlay tri enabl file switch card",0
"refuses to start
The application keeps crashing whenever I try to decrypt something from a SD card.","refus applic crash start tri decrypt card",0
"I am unable to retrieve my data.","",0
"Fix it ASAP
:( Tried moving my media files from internal storage to sd card.","fix medium tri file move storag card",0
"Not compatible with lollipop Facing problems with lollipop cannot delete files from SD card.","",0
"Always force stopes while moving something
No access to SD Card Zero star not available
Does not work!","star acc forc move card stop",0
"server doesn't work.","",0
"Crashes Crashes every time I try to extract a file from a zip file.","time crash extract tri file zip",0
"Crashing when adding a folder I mean, it is basic operation.","mean oper crash folder",0
"Can't share files via bluetooth.","",0
"Crashes when I try to cut and paste anything
Does NOT work.","cut tri crash past",0
"It offered me root, which was the system, but could not actually show the SD card.","offer root system card",0
"When you try to make a folder on the SD card the whole app crashes.","crash app card tri folder",0
"Regardless this app doesn't work.","",0
"Please fix it
Does not detect USB OTG","fix sub pleas tog detect",0
"Its gets lagged everytime i open it.and it gets unable to use.it also mix up the folders display.and also on deleting images it forced stops.pls bring new update and fix
When attempting to access an existing SMB share the app crashes.","exist fix time share imag display updat app crash delet bring folder attempt acc forc sob lag mix stop",0
"Deleted app data and attempted to recreate the connection, app now crashes as soon as I try to save the config.","connect crash datum save delet attempt tri recreat fig con",4
"Tried to delete file and it crashed.","crash delet tri file",0
"Tried to copy a file and it crashed.","crash copi tri file",0
"Though this would be good replacement for ESFile but it fails miserably.","",0
"Crashes Crashes a lot
Crashed after a few seconds of having it open
That's not a good update A rollback would be best option.","updat lot rollback option crash",0
"And that's just one issue.","",0
"This is app simply doesn't work.","",0
"Bad
SD memory I can't make copy, Move or delete for any file stored in enternal memory card
Text Editor Bad Text editor is very bad.","text delet editor store file move memori card",0
"when clicking outside of existed lines, it is freezing and adding NUL characters to file.","line freez file click charact",0
"new version not work and  says Unfortunately it stopped please help me
Crashes when using compress file option consistently Uninstalling
Crashes on launch in Android 7.1.1 Moto G5s+
Crashing Stopped working after update.It asked for gmail account nd I gave the details, though it is crashing to open.","moot help launch crash use mail detail version account compr pleas file option instal stop",5
"I love the FTP server though
Can't unrar big files, force closes every time and I had to download a different app to actually extract my files.","time app extract close love forc file download server",0
"in this app you can't move large files to others folder.","move app file folder",0
"Failed to amaze Frequent crashing whikevdeleting multiple files, definately find better out there.","telemarket fail file amaz crash",0
"Crashing after the update New update is crashing whenever I try to move it copy!!","move updat copi tri crash",0
"Fix it please
Can't access phone storage Fix the bug , I can't access phone storage
Wouldn't let me actually move any files anywhere
Will not delete a folder or file It will not delete a folder or file.","fix delet folder acc bug pleas file move storag phone",0
"Why can not copy file on sd card Bye
Too complex It will be better to remove app manager and the full network permission
File creation &pasting nolonger works after update
Worst update Worst update.","app remov network permiss updat copi creation manag file past card bye",0
"I just updated Amaze app and now it is crashing in the start itself.","start app updat crash",0
"Please resolve this issue.","",0
"Latest update ruined this app When I'm trying to open it , it's frequently getting stop again and again , I can't open it .","app ruin updat tri get stop",0
"LOOL Cake turns out to be spyware, good think this isnt a phone LOL
Simple unzip does not work properly.","cake unzip look phone",0
"Moving files most often crashes the app.","move app file crash",0
"The gui does not show any useful progress bars at all.","",0
"Please fix it asap
Does not show shared drives
Ran slow and crashed repeatedly.","drife fix pleas ran crash",0
"Can't delete files on the SD card.","",0
"As the app refused to down load then it's next to useless and I am current looking for one that actually works
Crashes on rename - can't change filetype - can't use it - uninstalling
Copy, move not working
Would not let me to select allow to access files.","chang refus type app crash select allow acc renam look file move instal",0
"Absolutely awful don't bother just go for es far superior
Bloatware
Needs proper smb2 implementation
Cut paste doesn't work.","past ware bother sob implement cut bloat",0
"copy paste doesn't work half the time.","",0
"Never again
Good interface good features but so instable that cannot be used.","",0
"Can't move files from folder to another, or from internal storage to external.","move extern storag file folder",0
"Can't access network storage.","",0
"Functions Broken The ""move""option has been completely removed with only the choice to ""cut"", but even when copying and pasting folders in my storage, it crashes and only copies half or less the files.","half broken choic remov crash past copi folder option file move storag cut function",0
"Please fix.","",0
"crap it crashed every time i open any media (img, vid, mp3, .)","div time crash medium crap",0
"Could not copy or edit a file in /data/misc/wifi!","wife edit datum copi file misc",0
